station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end
AU_000630,-17.5550999861648,133.5439,AU,1013,0.7628503,0.3679338,0.0640332,81.4,134.6,175.3,222.4,Arid hot,38.0,940.0,36.0,27.57118,1988-01-04 16:00:00,2015-08-01 00:00:00
AU_000631,-19.6422999858433,134.1833,AU,1013,0.7628503,0.3679338,0.0640332,76.3,126.2,164.3,208.4,Arid hot,38.0,940.0,36.0,45.53947,1969-10-15 18:00:00,2015-05-01 00:00:00
AU_000636,-21.5316999858174,133.8901,AU,1013,0.7628503,0.3679338,0.0640332,81.2,134.2,174.8,221.7,Arid hot,38.0,940.0,36.0,18.76443,1996-07-25 08:00:00,2015-05-01 00:00:00
AU_000637,-22.2561999858705,131.8017,AU,1013,0.7628503,0.3679338,0.0640332,58.0,96.0,125.0,158.5,Arid hot,38.0,940.0,36.0,19.10141,1996-07-25 06:00:00,2015-09-01 00:00:00
AU_000638,-21.9040999858405,136.0741,AU,1013,0.7628503,0.3679338,0.0640332,69.3,114.6,149.2,189.2,Arid hot,38.0,940.0,36.0,19.05076,1996-07-12 18:00:00,2015-08-01 00:00:00
AU_000639,-21.8480999858365,133.1228,AU,1013,0.7628503,0.3679338,0.0640332,78.1,129.1,168.2,213.3,Arid hot,38.0,940.0,36.0,18.76443,1996-07-25 08:00:00,2015-05-01 00:00:00
AU_000640,-22.6458999859127,133.3457,AU,1013,0.7628503,0.3679338,0.0640332,71.5,118.3,154.1,195.4,Arid hot,38.0,940.0,36.0,18.76454,1996-07-25 07:00:00,2015-05-01 00:00:00
AU_000641,-20.1882999858106,130.0161,AU,1013,0.7628503,0.3679338,0.0640332,75.3,124.5,162.2,205.7,Arid hot,38.0,940.0,36.0,27.34873,1969-08-26 22:00:00,1997-01-01 00:00:00
AU_000648,-22.4514999858905,134.8189,AU,1013,0.7628503,0.3679338,0.0640332,76.1,125.8,163.8,207.7,Arid hot,38.0,940.0,36.0,16.93292,1996-07-25 07:00:00,2013-07-01 00:00:00
AU_000649,-24.0136999861333,135.4268,AU,1013,0.7628503,0.3679338,0.0640332,58.5,96.8,126.0,159.9,Arid hot,38.0,940.0,36.0,19.01643,1996-07-25 07:00:00,2015-08-01 00:00:00
AU_000650,-23.7950999860907,133.889,AU,1013,0.7628503,0.3679338,0.0640332,58.0,95.9,124.9,158.5,Arid hot,38.0,940.0,36.0,63.68606,1951-06-23 17:00:00,2015-03-01 00:00:00
AU_000652,-22.9493999859521,136.1442,AU,1013,0.7628503,0.3679338,0.0640332,57.8,95.6,124.5,157.9,Arid hot,38.0,940.0,36.0,47.57928,1968-01-01 17:00:00,2015-08-01 00:00:00
AU_000653,-25.8427999865891,133.3027,AU,1013,0.7628503,0.3679338,0.0640332,64.0,105.9,137.9,174.8,Arid hot,38.0,940.0,36.0,19.07358,1996-07-04 10:00:00,2015-08-01 00:00:00
AU_000654,-22.4409999858893,136.2916,AU,1013,0.7628503,0.3679338,0.0640332,70.0,115.8,150.8,191.2,Arid hot,38.0,940.0,36.0,16.93258,1996-07-25 10:00:00,2013-07-01 00:00:00
AU_000655,-25.5606999865077,134.071,AU,1013,0.7628503,0.3679338,0.0640332,61.4,101.5,132.2,167.7,Arid hot,38.0,940.0,36.0,18.66199,1996-12-01 18:00:00,2015-08-01 00:00:00
AU_000657,-22.2740999858722,137.973,AU,1013,0.7628503,0.3679338,0.0640332,52.8,87.3,113.7,144.2,Arid hot,38.0,940.0,36.0,17.93064,1996-07-25 21:00:00,2014-07-01 00:00:00
AU_000661,-24.2917999861912,131.549,AU,1013,0.7628503,0.3679338,0.0640332,52.3,86.5,112.7,142.9,Arid hot,38.0,940.0,36.0,18.66336,1996-07-01 06:00:00,2015-03-01 00:00:00
AU_000665,-20.1822999858109,130.0148,AU,1013,0.7628503,0.3679338,0.0640332,70.1,116.0,151.0,191.5,Arid hot,38.0,940.0,36.0,19.16769,1996-07-01 01:00:00,2015-09-01 00:00:00
AU_000670,-31.1557999887011,136.8054,AU,1013,0.7628503,0.3679338,0.0640332,31.2,51.6,67.2,85.3,Arid hot,38.0,940.0,36.0,59.37201,1955-08-18 10:00:00,2015-01-01 00:00:00
AU_000672,-32.5225999893681,136.4926,AU,513,0.8074412,0.2670621,0.1279856,36.7,55.2,71.1,91.0,Arid cold,37.0,220.0,14.0,40.47639,1973-10-09 01:00:00,2014-04-01 00:00:00
AU_000675,-27.3001999870671,133.6201,AU,1013,0.7628503,0.3679338,0.0640332,50.3,83.1,108.2,137.3,Arid hot,38.0,940.0,36.0,29.6734,1985-08-27 20:00:00,2015-05-01 00:00:00
AU_000690,-28.1124999873716,140.2102,AU,1013,0.7628503,0.3679338,0.0640332,45.8,75.7,98.6,125.0,Arid hot,38.0,940.0,36.0,27.92562,1972-11-28 05:00:00,2000-11-01 00:00:00
AU_000696,-32.8360999895251,135.15,AU,215,0.8033208,0.2948717,0.08371174,29.8,45.7,58.3,73.2,Arid cold,193.0,780.0,8.0,23.6426,1973-08-09 14:00:00,1997-04-01 00:00:00
AU_000701,-33.7080999899674,136.5026,AU,513,0.8074412,0.2670621,0.1279856,34.8,52.3,67.5,86.3,Arid cold,37.0,220.0,14.0,53.35969,1962-01-20 10:00:00,2015-06-01 00:00:00
AU_000703,-33.5084999898656,135.2928,AU,215,0.8033208,0.2948717,0.08371174,33.0,50.6,64.6,81.1,Mediterranean,193.0,780.0,8.0,38.12229,1967-11-17 21:00:00,2006-01-01 00:00:00
AU_000705,-34.4905999903695,135.8511,AU,215,0.8033208,0.2948717,0.08371174,37.1,56.9,72.6,91.2,Mediterranean,193.0,780.0,8.0,21.17967,1973-01-25 04:00:00,1994-04-01 00:00:00
AU_000708,-32.8426999895284,135.1515,AU,215,0.8033208,0.2948717,0.08371174,31.7,48.7,62.1,78.0,Arid cold,193.0,780.0,8.0,18.36459,1997-03-20 09:00:00,2015-08-01 00:00:00
AU_000722,-29.0388999877477,167.9408,AU,441,0.8233701,0.2798964,0.05182453,119.2,177.8,221.6,271.4,Humid subtropical,27.0,940.0,18.0,67.07883,1948-06-01 12:00:00,2015-07-01 00:00:00
AU_000734,-18.2291999860263,127.6636,AU,1013,0.7628503,0.3679338,0.0640332,79.6,131.6,171.4,217.4,Arid hot,38.0,940.0,36.0,60.08487,1955-07-01 01:00:00,2015-08-01 00:00:00
AU_000757,-33.20249998971,138.6024,AU,513,0.8074412,0.2670621,0.1279856,42.8,64.3,82.9,106.1,Mediterranean,37.0,220.0,14.0,63.85969,1951-10-22 07:00:00,2015-09-01 00:00:00
AU_000771,-35.7999999910469,137.3333,AU,706,0.7782136,0.3033531,0.1358046,40.0,63.1,83.2,108.6,Mediterranean,113.0,480.0,20.0,24.3306,1960-09-02 07:00:00,1985-01-01 00:00:00
AU_000772,-35.7733999910331,137.033,AU,215,0.8033208,0.2948717,0.08371174,51.8,79.5,101.5,127.4,Mediterranean,193.0,780.0,8.0,28.77116,1973-02-22 09:00:00,2001-12-01 00:00:00
AU_000777,-34.7976999905281,138.6281,AU,513,0.8074412,0.2670621,0.1279856,40.1,60.3,77.8,99.5,Arid cold,37.0,220.0,14.0,42.78337,1972-08-18 10:00:00,2015-06-01 00:00:00
AU_000780,-34.952399990608,138.5204,AU,513,0.8074412,0.2670621,0.1279856,35.6,53.6,69.1,88.4,Mediterranean,37.0,220.0,14.0,48.62868,1967-01-14 10:00:00,2015-09-01 00:00:00
AU_000783,-34.7110999904833,138.6222,AU,513,0.8074412,0.2670621,0.1279856,40.0,60.1,77.5,99.1,Arid cold,37.0,220.0,14.0,35.29375,1979-11-14 00:00:00,2015-03-01 00:00:00
AU_000784,-34.9210999905918,138.6216,AU,513,0.8074412,0.2670621,0.1279856,39.5,59.5,76.6,98.1,Mediterranean,37.0,220.0,14.0,38.21059,1977-02-12 15:00:00,2015-05-01 00:00:00
AU_000788,-34.4766999903623,139.0047,AU,513,0.8074412,0.2670621,0.1279856,35.0,52.7,67.9,86.9,Mediterranean,37.0,220.0,14.0,27.93589,1970-09-24 11:00:00,1998-09-01 00:00:00
AU_000789,-34.5518999904011,138.8342,AU,513,0.8074412,0.2670621,0.1279856,36.3,54.6,70.4,90.1,Mediterranean,37.0,220.0,14.0,57.06286,1958-04-07 20:00:00,2015-05-01 00:00:00
AU_000790,-34.476099990362,139.0056,AU,513,0.8074412,0.2670621,0.1279856,47.7,71.7,92.4,118.2,Mediterranean,37.0,220.0,14.0,15.54825,1999-10-13 01:00:00,2015-05-01 00:00:00
AU_000793,-35.3496999908137,138.6223,AU,706,0.7782136,0.3033531,0.1358046,49.6,78.2,103.2,134.7,Mediterranean,113.0,480.0,20.0,17.32432,1998-05-05 08:00:00,2015-09-01 00:00:00
AU_000794,-34.7121999904839,138.9469,AU,513,0.8074412,0.2670621,0.1279856,51.4,77.3,99.6,127.4,Mediterranean,37.0,220.0,14.0,44.79877,1970-10-13 07:00:00,2015-08-01 00:00:00
AU_000795,-34.9999999906327,138.7167,AU,513,0.8074412,0.2670621,0.1279856,62.5,94.0,121.2,155.1,Mediterranean,37.0,220.0,14.0,21.00046,1964-06-30 15:00:00,1985-07-01 00:00:00
AU_000796,-34.9481999906059,138.8071,AU,513,0.8074412,0.2670621,0.1279856,64.4,96.9,124.9,159.8,Mediterranean,37.0,220.0,14.0,42.65172,1972-10-05 12:00:00,2015-06-01 00:00:00
AU_000799,-35.4122999908462,138.5751,AU,706,0.7782136,0.3033531,0.1358046,52.1,82.2,108.5,141.6,Mediterranean,113.0,480.0,20.0,42.08795,1973-03-29 10:00:00,2015-05-01 00:00:00
AU_000800,-35.4427999908619,138.5444,AU,706,0.7782136,0.3033531,0.1358046,55.9,88.1,116.3,151.8,Mediterranean,113.0,480.0,20.0,42.23443,1973-03-06 22:00:00,2015-06-01 00:00:00
AU_000803,-35.4155999908478,138.6764,AU,1238,0.8043902,0.2847286,0.1005952,53.5,81.6,104.5,132.2,Mediterranean,12.0,320.0,38.0,19.5138,1978-10-25 15:00:00,1998-05-01 00:00:00
AU_000805,-35.0265999906465,138.7133,AU,513,0.8074412,0.2670621,0.1279856,53.8,80.9,104.3,133.5,Mediterranean,37.0,220.0,14.0,30.05761,1985-05-10 12:00:00,2015-06-01 00:00:00
AU_000815,-34.4389999903428,140.5978,AU,706,0.7782136,0.3033531,0.1358046,35.7,56.3,74.4,97.1,Arid cold,113.0,480.0,20.0,39.48814,1976-03-06 00:00:00,2015-09-01 00:00:00
AU_000817,-35.2958999907859,139.0328,AU,1238,0.8043902,0.2847286,0.1005952,37.9,57.8,74.1,93.7,Arid cold,12.0,320.0,38.0,42.27607,1973-01-19 17:00:00,2015-05-01 00:00:00
AU_000827,-36.1166999912107,140.3667,AU,1238,0.8043902,0.2847286,0.1005952,35.1,53.5,68.6,86.8,Mediterranean,12.0,320.0,38.0,17.39106,1972-05-10 23:00:00,1989-10-01 00:00:00
AU_000830,-36.8802999916044,140.9286,AU,1238,0.8043902,0.2847286,0.1005952,36.0,54.9,70.4,89.0,Mediterranean,12.0,320.0,38.0,22.71732,1972-10-11 13:00:00,1995-07-01 00:00:00
AU_000832,-37.7472999920472,140.7739,AU,1238,0.8043902,0.2847286,0.1005952,41.1,62.6,80.3,101.5,Mediterranean,12.0,320.0,38.0,73.27721,1942-01-19 13:00:00,2015-05-01 00:00:00
AU_000835,-36.0581999911805,139.5913,AU,1238,0.8043902,0.2847286,0.1005952,33.6,51.3,65.7,83.1,Mediterranean,12.0,320.0,38.0,42.50011,1972-10-29 21:00:00,2015-05-01 00:00:00
AU_000837,-37.0950999917146,140.7911,AU,1238,0.8043902,0.2847286,0.1005952,36.6,55.8,71.5,90.4,Mediterranean,12.0,320.0,38.0,41.08191,1974-03-31 21:00:00,2015-05-01 00:00:00
AU_000838,-36.595799991458,140.4864,AU,1238,0.8043902,0.2847286,0.1005952,35.9,54.7,70.1,88.7,Mediterranean,12.0,320.0,38.0,18.57826,1982-05-04 08:00:00,2000-12-01 00:00:00
AU_000839,-37.2905999918146,140.8254,AU,1238,0.8043902,0.2847286,0.1005952,39.3,59.9,76.7,97.1,Mediterranean,12.0,320.0,38.0,29.01392,1985-09-25 17:00:00,2014-10-01 00:00:00
AU_000844,-13.7641999875758,143.1178,AU,370,0.8300163,0.2800157,0.02934891,111.2,164.8,203.1,245.7,Tropical,145.0,660.0,12.0,35.37474,1967-08-17 10:00:00,2003-01-01 00:00:00
AU_000846,-12.6266999882069,141.8836,AU,370,0.8300163,0.2800157,0.02934891,151.8,224.8,277.2,335.3,Tropical,145.0,660.0,12.0,50.67112,1964-09-28 10:00:00,2015-06-01 00:00:00
AU_000847,-12.6777999881765,141.9208,AU,370,0.8300163,0.2800157,0.02934891,170.3,252.3,311.0,376.2,Tropical,145.0,660.0,12.0,20.49452,1995-01-01 10:00:00,2015-07-01 00:00:00
AU_000850,-15.558099986774,144.4453,AU,370,0.8300163,0.2800157,0.02934891,92.5,137.1,169.0,204.4,Tropical,145.0,660.0,12.0,41.21093,1972-11-15 18:00:00,2014-02-01 00:00:00
AU_000851,-16.0007999866132,144.0758,AU,370,0.8300163,0.2800157,0.02934891,93.1,137.9,170.0,205.6,Tropical,145.0,660.0,12.0,32.9149,1966-12-31 21:00:00,1999-12-01 00:00:00
AU_000853,-20.6716999857991,140.5083,AU,1013,0.7628503,0.3679338,0.0640332,86.0,142.2,185.2,234.9,Arid hot,38.0,940.0,36.0,21.74675,1953-10-01 01:00:00,1975-07-01 00:00:00
AU_000855,-17.6705999861387,141.0672,AU,370,0.8300163,0.2800157,0.02934891,100.3,148.5,183.1,221.5,Tropical,145.0,660.0,12.0,34.32831,1964-10-03 15:00:00,1999-02-01 00:00:00
AU_000864,-20.677799985799,139.4875,AU,1013,0.7628503,0.3679338,0.0640332,76.8,127.0,165.4,209.8,Arid hot,38.0,940.0,36.0,48.07598,1967-03-04 07:00:00,2015-04-01 00:00:00
AU_000865,-20.9541999857997,139.5861,AU,1013,0.7628503,0.3679338,0.0640332,61.1,101.0,131.5,166.8,Arid hot,38.0,940.0,36.0,18.94638,1970-12-20 21:00:00,1989-12-01 00:00:00
AU_000869,-18.292199986015,143.5483,AU,370,0.8300163,0.2800157,0.02934891,85.8,127.1,156.7,189.5,Tropical,145.0,660.0,12.0,33.22998,1975-04-08 19:00:00,2008-07-01 00:00:00
AU_000870,-17.9474999860801,122.2353,AU,179,0.7318723,0.3979135,0.08954733,113.3,195.3,261.1,339.5,Arid hot,26.0,560.0,5.0,67.57267,1948-01-04 03:00:00,2015-08-01 00:00:00
AU_000873,-20.7288999857987,143.1425,AU,147,0.7896013,0.3790454,-0.02285315,73.0,118.4,147.8,178.6,Arid hot,165.0,560.0,4.0,46.32101,1968-12-04 07:00:00,2015-04-01 00:00:00
AU_000875,-20.7690999857986,145.0211,AU,600,0.7940954,0.3610114,-0.006980984,76.5,122.5,153.2,185.8,Arid hot,134.0,480.0,19.0,31.35832,1983-11-21 10:00:00,2015-04-01 00:00:00
AU_000879,-19.7036999858386,144.3775,AU,147,0.7896013,0.3790454,-0.02285315,84.0,136.1,170.0,205.3,Arid hot,165.0,560.0,4.0,42.55795,1972-09-08 18:00:00,2015-04-01 00:00:00
AU_000888,-17.1535999862634,144.5236,AU,370,0.8300163,0.2800157,0.02934891,87.8,130.0,160.3,193.9,Tropical,145.0,660.0,12.0,45.63952,1968-11-09 05:00:00,2014-07-01 00:00:00
AU_000890,-20.7016999857989,143.1167,AU,147,0.7896013,0.3790454,-0.02285315,75.1,121.7,152.0,183.6,Arid hot,165.0,560.0,4.0,17.47319,1997-11-08 23:00:00,2015-05-01 00:00:00
AU_000904,-16.8735999863392,145.7458,AU,183,0.7948774,0.3209377,0.05917345,193.5,303.3,386.6,482.2,Tropical,14.0,80.0,4.0,72.63518,1942-09-11 01:00:00,2015-05-01 00:00:00
AU_000905,-15.4632999868104,145.25,AU,370,0.8300163,0.2800157,0.02934891,213.8,316.7,390.5,472.3,Tropical,145.0,660.0,12.0,21.65811,1966-01-03 10:00:00,1987-09-01 00:00:00
AU_000906,-15.4485999868161,145.1861,AU,370,0.8300163,0.2800157,0.02934891,151.9,225.0,277.4,335.6,Tropical,145.0,660.0,12.0,15.16575,1987-08-01 18:00:00,2002-10-01 00:00:00
AU_000907,-17.2185999862466,145.565,AU,183,0.7948774,0.3209377,0.05917345,132.8,208.1,265.2,330.8,Tropical,14.0,80.0,4.0,59.09491,1952-09-26 15:00:00,2011-11-01 00:00:00
AU_000908,-17.6769999861373,145.115,AU,370,0.8300163,0.2800157,0.02934891,99.7,147.6,182.0,220.2,Tropical,145.0,660.0,12.0,42.39083,1972-11-08 19:00:00,2015-04-01 00:00:00
AU_000911,-16.9949999863056,145.4253,AU,183,0.7948774,0.3209377,0.05917345,91.4,143.3,182.7,227.9,Tropical,14.0,80.0,4.0,50.45197,1952-01-17 11:00:00,2002-07-01 00:00:00
AU_000917,-16.5260999864414,145.4628,AU,183,0.7948774,0.3209377,0.05917345,224.6,352.0,448.6,559.6,Tropical,14.0,80.0,4.0,18.8047,1996-05-10 15:00:00,2015-03-01 00:00:00
AU_000926,-19.2482999858799,146.7661,AU,284,0.753001,0.3665445,0.08956767,155.7,259.5,342.8,442.0,Tropical,98.0,140.0,9.0,62.07552,1953-03-03 23:00:00,2015-04-01 00:00:00
AU_000928,-18.7216999859461,145.9239,AU,600,0.7940954,0.3610114,-0.006980984,171.0,273.6,342.2,415.2,Tropical,134.0,480.0,19.0,42.76318,1972-07-25 19:00:00,2015-05-01 00:00:00
AU_000929,-19.2032999858847,146.6131,AU,284,0.753001,0.3665445,0.08956767,188.6,314.4,415.3,535.6,Tropical,98.0,140.0,9.0,25.1329,1990-01-11 06:00:00,2015-03-01 00:00:00
AU_000932,-19.164799985889,145.4199,AU,600,0.7940954,0.3610114,-0.006980984,84.9,135.9,169.9,206.2,Arid hot,134.0,480.0,19.0,51.3363,1963-11-29 11:00:00,2015-04-01 00:00:00
AU_000934,-18.6493999859568,146.1769,AU,600,0.7940954,0.3610114,-0.006980984,229.2,366.8,458.8,556.6,Tropical,134.0,480.0,19.0,42.35683,1972-07-23 05:00:00,2014-12-01 00:00:00
AU_000935,-18.5224999859764,146.0019,AU,600,0.7940954,0.3610114,-0.006980984,185.8,297.3,371.9,451.2,Tropical,134.0,480.0,19.0,28.12959,1975-10-14 17:00:00,2003-12-01 00:00:00
AU_000940,-19.6168999858453,147.3758,AU,284,0.753001,0.3665445,0.08956767,149.0,248.4,328.2,423.2,Tropical,98.0,140.0,9.0,63.32284,1951-11-03 09:00:00,2015-03-01 00:00:00
AU_000942,-20.5532999858004,147.8464,AU,284,0.753001,0.3665445,0.08956767,88.4,147.4,194.7,251.1,Arid hot,98.0,140.0,9.0,51.70329,1963-06-17 10:00:00,2015-03-01 00:00:00
AU_000946,-20.3999999858036,148.5833,AU,600,0.7940954,0.3610114,-0.006980984,159.2,254.7,318.6,386.6,Tropical,134.0,480.0,19.0,19.48688,1969-08-07 11:00:00,1989-02-01 00:00:00
AU_000950,-21.5285999858173,149.0006,AU,600,0.7940954,0.3610114,-0.006980984,152.3,243.8,304.9,369.9,Tropical,134.0,480.0,19.0,51.1864,1963-07-25 05:00:00,2014-10-01 00:00:00
AU_000951,-20.0463999858171,147.2739,AU,284,0.753001,0.3665445,0.08956767,122.4,204.1,269.6,347.6,Tropical,98.0,140.0,9.0,25.47582,1968-02-09 00:00:00,1993-08-01 00:00:00
AU_000952,-21.2449999858059,148.6717,AU,600,0.7940954,0.3610114,-0.006980984,172.1,275.4,344.5,418.0,Tropical,134.0,480.0,19.0,22.46292,1962-12-14 11:00:00,1985-06-01 00:00:00
AU_000956,-21.4446999858134,148.5306,AU,600,0.7940954,0.3610114,-0.006980984,96.2,153.9,192.5,233.6,Tropical,134.0,480.0,19.0,27.82843,1970-11-02 17:00:00,1998-09-01 00:00:00
AU_000957,-21.1557999858034,148.8692,AU,600,0.7940954,0.3610114,-0.006980984,185.9,297.5,372.1,451.4,Tropical,134.0,480.0,19.0,29.72245,1970-10-10 22:00:00,2000-07-01 00:00:00
AU_000962,-21.2041999858046,148.5436,AU,600,0.7940954,0.3610114,-0.006980984,207.7,332.4,415.8,504.5,Tropical,134.0,480.0,19.0,42.88307,1972-04-12 00:00:00,2015-03-01 00:00:00
AU_000967,-20.4924999858015,148.555,AU,600,0.7940954,0.3610114,-0.006980984,175.8,281.4,352.0,427.0,Tropical,134.0,480.0,19.0,25.64625,1988-12-07 18:00:00,2014-08-01 00:00:00
AU_000969,-22.197799985865,150.0928,AU,445,0.7754713,0.3082366,0.1337356,116.5,184.6,244.0,318.5,Tropical,10.0,220.0,13.0,22.42471,1986-05-30 10:00:00,2008-11-01 00:00:00
AU_000970,-20.0150999858187,148.2152,AU,284,0.753001,0.3665445,0.08956767,171.2,285.4,377.1,486.3,Tropical,98.0,140.0,9.0,27.55692,1987-09-09 21:00:00,2015-04-01 00:00:00
AU_000974,-20.0780999858156,146.2614,AU,284,0.753001,0.3665445,0.08956767,93.0,155.1,204.8,264.1,Arid hot,98.0,140.0,9.0,31.33242,1964-03-31 21:00:00,1995-08-01 00:00:00
AU_000977,-20.1749999858112,146.3128,AU,284,0.753001,0.3665445,0.08956767,67.7,112.9,149.1,192.3,Arid hot,98.0,140.0,9.0,18.24675,1972-12-31 10:00:00,1991-04-01 00:00:00
AU_000978,-21.9946999858475,148.0308,AU,600,0.7940954,0.3610114,-0.006980984,85.8,137.2,171.7,208.3,Arid hot,134.0,480.0,19.0,26.47102,1986-01-10 12:00:00,2012-07-01 00:00:00
AU_000980,-20.0463999858171,146.2708,AU,284,0.753001,0.3665445,0.08956767,95.1,158.5,209.3,269.9,Arid hot,98.0,140.0,9.0,21.32409,1993-01-02 10:00:00,2014-05-01 00:00:00
AU_000984,-23.649999986064,146.6406,AU,1192,0.7818277,0.3028254,0.1275395,78.8,123.9,162.7,211.0,Arid hot,112.0,460.0,35.0,51.78143,1963-05-19 21:00:00,2015-03-01 00:00:00
