"","station_id","lat","lon","country","years","location","scale","shape","index","rp10","rp30","rp100","kg","cluster","distance","n_gauges","record_len","start","end"
"1","US_004672",39.8732699931007,-75.22678,"US",112,48.4818972204268,13.8953395089283,-0.0009067449820465,NA,79.7196339686873,95.43573792045,112.26940601019,"Humid subtropical",NA,NA,NA,NA,NA,NA
"2","US_003702",35.595399990941,-82.5568,"US",109,39.4672819998589,9.73370493879051,0.0483694400181797,NA,62.6082877399385,75.2585713295818,89.616288130936,"Humid subtropical",NA,NA,NA,NA,NA,NA
"3","US_004682",40.484599993392,-80.2144,"US",108,34.7439352771711,9.93849036280427,0.0527491164376055,NA,58.4907424727,71.5678461692038,86.48661400315,"Humid continental",NA,NA,NA,NA,NA,NA
"4","AU_001864",-42.8896999944723,147.3278,"AU",104,24.6478262670789,8.51315383418325,0.158468583163242,NA,47.6664921568245,62.7726567303629,82.2889148884586,"Oceanic",NA,NA,NA,NA,NA,NA
"5","AU_001461",-33.8606999900455,151.205,"AU",100,59.3713176206722,21.112622260456,0.119323890444636,NA,113.872825600782,147.404671901351,188.774949541753,"Oceanic",NA,NA,NA,NA,NA,NA
"6","IE_000031",53.4279999976471,-6.241,"IE",78,22.0801922573704,5.32577159151861,0.222804508961058,NA,37.6416927069822,48.9848733250859,64.7933424140449,"Oceanic",NA,NA,NA,NA,NA,NA
"7","AU_001026",-23.3752999860167,150.4775,"AU",75,52.6691436820517,19.1262710677312,0.0260664800962742,NA,96.9977071220401,120.339002278642,146.145212664183,"Humid subtropical",NA,NA,NA,NA,NA,NA
"8","US_000684",38.555199992454,-121.4183,"US",73,26.8916136394184,6.92006238513423,0.0691381460614092,NA,43.7410933971659,53.277844523643,64.3693698534888,"Mediterranean",NA,NA,NA,NA,NA,NA
"9","AU_000904",-16.8735999863392,145.7458,"AU",72,95.8135706096732,35.8041742963181,-0.143129106232329,NA,164.698012658961,191.854248292468,216.469597173602,"Tropical",NA,NA,NA,NA,NA,NA
"10","US_005028",32.4104999893122,-99.6822,"US",71,48.9003435623424,14.9516830509421,0.0408737179950231,NA,84.1431087974096,103.168132328458,124.571559129621,"Humid subtropical",NA,NA,NA,NA,NA,NA
