,lat,lon,country,rp10,rp100,kg
AU_000855,-17.6705999861387,141.0672,AU,3.10941733393999,-8.26103775711431,Tropical
AU_000864,-20.677799985799,139.4875,AU,-3.13249914832738,-24.692732493154,Arid hot
AU_000869,-18.292199986015,143.5483,AU,1.3822777002022,-8.63087629622522,Tropical
AU_000870,-17.9474999860801,122.2353,AU,9.85632574700674,-13.9097908499841,Arid hot
AU_000873,-20.7288999857987,143.1425,AU,-5.01366429321949,-16.0365222873002,Arid hot
AU_000877,-18.6835999859516,144.7446,AU,-18.3395314965821,-27.9046264035396,Arid hot
AU_000879,-19.7036999858386,144.3775,AU,-4.46947638491257,-18.4898333729591,Arid hot
AU_000888,-17.1535999862634,144.5236,AU,10.6716479125664,9.70974482059352,Tropical
AU_000904,-16.8735999863392,145.7458,AU,-22.2211160991308,-24.7117464100019,Tropical
AU_000907,-17.2185999862466,145.565,AU,3.33602453171862,-2.10563472902643,Tropical
AU_000908,-17.6769999861373,145.115,AU,-7.86149683217681,-12.0294096386786,Tropical
AU_000909,-17.606899986153,145.4811,AU,-5.28070218460938,-11.8125637610915,Tropical
AU_000911,-16.9949999863056,145.4253,AU,9.19139794730069,2.6645232260848,Tropical
AU_000912,-17.8399999861022,145.5956,AU,-10.2220076043815,-14.9986572205476,Tropical
AU_000920,-18.2543999860217,146.0192,AU,-15.7879991565,-19.973414378915,Tropical
AU_000925,-17.6052999861533,145.9972,AU,-24.4187511948293,-28.0840579585417,Tropical
AU_000926,-19.2482999858799,146.7661,AU,-3.02114624153803,-7.43634858422462,Tropical
AU_000927,-17.9363999860823,145.9253,AU,-34.3699121466686,-36.6546352196652,Tropical
AU_000932,-19.164799985889,145.4199,AU,11.3154436570299,-2.97783331002911,Arid hot
AU_000934,-18.6493999859568,146.1769,AU,-24.2965583782165,-27.5706375635249,Tropical
AU_000940,-19.6168999858453,147.3758,AU,-3.96475385724409,-9.7641525672773,Tropical
AU_000950,-21.5285999858173,149.0006,AU,21.5964656415418,10.9541271684879,Tropical
AU_000954,-21.1171999858024,149.2169,AU,-13.1200418817598,-19.3181580389141,Tropical
AU_000962,-21.2041999858046,148.5436,AU,-15.098594817149,-23.886988300596,Tropical
AU_000984,-23.649999986064,146.6406,AU,16.0860590979073,-5.73008147409593,Arid hot
AU_000985,-22.6521999859135,147.5583,AU,-5.22157909887753,-20.053668011722,Arid hot
AU_000986,-23.6454999860632,149.3308,AU,48.1854969315836,38.8116394530458,Arid hot
AU_000987,-26.3563999867468,150.0463,AU,18.8537513099175,-6.11389236581639,Humid subtropical
AU_000991,-24.1229999861555,148.0856,AU,5.5328797105095,-13.4677998920234,Arid hot
AU_000994,-25.6407999865304,149.7958,AU,7.21669470097011,-13.9765135465902,Humid subtropical
AU_000995,-24.9585999863471,148.3744,AU,2.90699797270426,-20.3639911917143,Arid hot
AU_001004,-22.4268999858878,147.5483,AU,-4.29665306890858,-17.784235520706,Arid hot
AU_001006,-24.2590999861842,144.4406,AU,49.9377257721679,28.2083147870749,Arid hot
AU_001008,-23.4396999860274,144.2828,AU,20.0904196030995,8.59970170953246,Arid hot
AU_001010,-21.6290999858226,145.1166,AU,-1.58093308601868,-12.4167152778962,Arid hot
AU_001012,-19.9224999858239,138.1214,AU,1.82374984887477,-19.3464920298123,Arid hot
AU_001014,-22.390799985884,143.0386,AU,-3.43960699383345,-15.1963754842581,Arid hot
AU_001015,-22.9116999859469,139.9039,AU,18.8666777100198,-2.07849671579343,Arid hot
AU_001017,-25.4199999864685,142.6594,AU,17.4274977871211,-4.26565199374849,Arid hot
AU_001019,-24.3788999862102,150.5164,AU,10.1893185047172,-2.07323681091064,Humid subtropical
AU_001024,-23.6285999860601,150.3867,AU,22.4310352363897,16.1978967659116,Humid subtropical
AU_001025,-25.1693999864013,151.6375,AU,18.2500792352003,0.763565455221507,Humid subtropical
AU_001026,-23.3752999860167,150.4775,AU,34.3584830695635,26.9383885085271,Humid subtropical
AU_001028,-24.950299986345,150.0725,AU,9.99355106102663,-1.95233754221453,Humid subtropical
AU_001031,-23.8552999861022,151.2628,AU,2.9312658384046,-5.78132886909802,Humid subtropical
AU_001032,-24.9068999863342,152.323,AU,-8.69848824482609,-22.3198803509573,Humid subtropical
AU_001037,-24.5271999862435,151.3814,AU,3.04333106619961,-7.10136899402653,Humid subtropical
AU_001038,-25.2557999864241,152.2819,AU,20.7296982821359,6.68020583763226,Humid subtropical
AU_001050,-27.6296999871876,152.7111,AU,10.7476847996858,-6.87891941658617,Humid subtropical
AU_001052,-28.0205999873359,153.0131,AU,30.8183876313374,8.4982685295122,Oceanic
AU_001056,-26.4180999867666,152.9128,AU,-33.4138802703327,-47.2447473024112,Humid subtropical
AU_001061,-27.5435999871557,152.3375,AU,8.7842536394573,-8.80053845546544,Humid subtropical
AU_001062,-26.1830999866922,152.6414,AU,0.183926205111018,-18.7077961241511,Humid subtropical
AU_001063,-27.8105999872555,152.6653,AU,25.4522218962949,5.48104301379153,Humid subtropical
AU_001066,-26.5955999868244,152.7281,AU,-16.9703741085765,-32.7681380761841,Humid subtropical
AU_001067,-26.0857999866622,152.2381,AU,7.1101668852732,-13.2702097207222,Humid subtropical
AU_001068,-26.5543999868108,151.8456,AU,8.24926222205821,-10.4419638609338,Humid subtropical
AU_001071,-25.5160999864952,152.7156,AU,-4.38304839674409,-25.8592341131181,Humid subtropical
AU_001073,-28.0301999873396,152.5529,AU,21.3367735578595,0.735498711004839,Humid subtropical
AU_001076,-26.2421999867107,151.9425,AU,14.3761599195069,-7.48004926652718,Humid subtropical
AU_001079,-28.2110999874102,152.865,AU,28.8317491400904,6.25103438297514,Humid subtropical
AU_001082,-28.2263999874162,153.2786,AU,-24.223523334336,-36.7944517651469,Humid subtropical
AU_001083,-27.9694999873162,153.1954,AU,-17.6739006828196,-31.7053654149151,Oceanic
AU_001089,-27.4117999871074,153.0457,AU,13.6722848191167,-4.690346421884,Humid subtropical
AU_001090,-27.4177999871096,153.1142,AU,-2.97856541216143,-18.6872210625159,Humid subtropical
AU_001093,-27.3616999870893,152.8861,AU,-4.92267983022656,-19.9092431632805,Humid subtropical
AU_001096,-27.5277999871499,153.25,AU,-2.57411920456557,-22.5393389848858,Humid subtropical
AU_001099,-26.64309998684,152.9392,AU,-24.5708700659227,-38.0696019999781,Humid subtropical
AU_001101,-27.3341999870794,152.7717,AU,-17.2193722829833,-30.5000713933948,Humid subtropical
AU_001104,-27.7353999872271,152.9443,AU,4.05849274088517,-15.2828674219332,Humid subtropical
AU_001105,-27.0257999869701,152.5642,AU,5.54676630581774,-13.4441914839431,Humid subtropical
AU_001106,-20.3724999858044,118.6317,AU,10.8045989005049,-9.24114709518934,Arid hot
AU_001108,-20.7766999857987,117.1456,AU,15.9650099471063,-15.8272158621628,Arid hot
AU_001112,-27.7093999872173,153.2014,AU,14.3632384018084,-7.33088075611981,Humid subtropical
AU_001119,-25.9962999866349,152.8335,AU,15.4877777156424,-6.80714328195403,Humid subtropical
AU_001122,-27.5313999871512,153.1825,AU,1.2469624819289,-15.1460360922506,Humid subtropical
AU_001124,-27.6080999871796,153.2381,AU,2.75845807298332,-16.772813879875,Humid subtropical
AU_001125,-27.3946999871012,152.9308,AU,-5.70844280683626,-20.6209501256921,Humid subtropical
AU_001131,-25.869399986597,152.3172,AU,9.89334913517756,-10.9179473039387,Humid subtropical
AU_001133,-26.7849999868876,153.1147,AU,-18.1236061544863,-33.4745329948548,Humid subtropical
AU_001144,-28.0480999873466,153.2875,AU,-0.984954848662975,-18.3408989427401,Oceanic
AU_001145,-28.1055999873689,153.3286,AU,4.31131791559344,-12.957596783077,Humid subtropical
AU_001148,-28.1177999873736,153.4457,AU,-0.316578583478674,-16.8304085561647,Humid subtropical
AU_001152,-27.6955999872122,152.9408,AU,6.97696110595834,-12.8936650930571,Humid subtropical
AU_001153,-26.6613999868461,152.2003,AU,-5.01773715500603,-25.0242804521932,Humid subtropical
AU_001155,-28.1751999873961,152.6557,AU,19.3156567869186,-1.39472843205093,Humid subtropical
AU_001183,-27.9316999873016,151.9058,AU,0.0945069236137346,-15.5137315333956,Humid subtropical
AU_001184,-28.2060999874083,152.1003,AU,17.2740681722794,-2.97307439625927,Humid subtropical
AU_001185,-28.334399987459,152.2953,AU,28.6867727456052,6.91918882301623,Humid subtropical
AU_001187,-28.0091999873315,151.5861,AU,18.293100713752,0.422547057774567,Humid subtropical
AU_001193,-28.8543999876705,151.1681,AU,14.9606834589269,2.43529561268,Humid subtropical
AU_001195,-28.5724999875547,150.7542,AU,17.283789975304,5.79852533838592,Humid subtropical
AU_001196,-28.167199987393,150.6475,AU,12.5695678546968,-2.59440886492777,Humid subtropical
AU_001197,-27.1863999870265,151.2553,AU,6.94290499033531,-10.270208091274,Humid subtropical
AU_001198,-28.6216999875747,151.9533,AU,31.2814696207513,12.6573440585698,Oceanic
AU_001202,-27.4033999871044,151.7413,AU,-4.07712615563515,-25.4195148033027,Humid subtropical
AU_001221,-27.3409999870818,150.0621,AU,21.3650953391563,4.72649420576796,Humid subtropical
AU_001228,-25.9524999866217,150.6142,AU,18.7329717956883,3.50542801528838,Humid subtropical
AU_001237,-25.8427999865891,148.5669,AU,12.1297700098285,-13.6266403813175,Humid subtropical
AU_001238,-26.4887999867895,147.9777,AU,-13.3826131387654,-36.3012002761508,Humid subtropical
AU_001239,-27.1590999870169,149.0702,AU,-4.71363576503161,-26.8659125801584,Humid subtropical
AU_001240,-26.6382999868385,149.4261,AU,0.74838704457095,-20.8158477479668,Humid subtropical
AU_001248,-26.4138999867652,146.2558,AU,9.04511247779294,-11.9443923982273,Arid hot
AU_001250,-28.5757999875561,148.2297,AU,-10.3812191097522,-32.2375772965149,Arid hot
AU_001252,-25.3352999864455,147.3,AU,20.9709201579689,-1.77076764143435,Arid hot
AU_001258,-26.6124999868299,144.2578,AU,15.1191418876743,-6.31692027622905,Arid hot
AU_001266,-29.5406999879629,148.5818,AU,-1.1592113965537,-18.6041370841761,Arid hot
AU_001269,-22.240599985869,114.0967,AU,19.7683018813544,-9.71807416580716,Arid hot
AU_001284,-21.6391999858232,116.3308,AU,12.4107184471449,-14.889305586239,Arid hot
AU_001285,-31.9860999891025,147.9489,AU,-13.8745271910739,-31.1620315220768,Arid hot
AU_001291,-29.4818999879373,149.8383,AU,19.8043936427186,7.54691712673814,Humid subtropical
AU_001296,-30.3734999883356,150.6723,AU,9.91829419256347,-8.08644019217157,Humid subtropical
AU_001297,-29.3898999878974,151.2448,AU,19.4455696373551,3.02553021755791,Oceanic
AU_001298,-30.3353999883181,150.9338,AU,20.3060543510698,2.33419782468134,Humid subtropical
AU_001299,-30.1559999882364,150.3889,AU,7.22597781776029,-10.9543185656207,Humid subtropical
AU_001301,-31.0260999886396,150.2687,AU,-4.2150796832503,-21.4366099831689,Humid subtropical
AU_001303,-31.0866999886683,150.8467,AU,-4.89409865097492,-22.4684571490178,Humid subtropical
AU_001305,-30.9671999886117,151.3451,AU,9.82382028107785,-5.9665565837419,Humid subtropical
AU_001306,-31.3364999887874,150.8537,AU,-0.696415701925893,-20.0226312506596,Humid subtropical
AU_001311,-29.6951999880306,151.6935,AU,10.8902399349014,-4.75119646442971,Oceanic
AU_001313,-29.7751999880659,151.0819,AU,6.46575119123431,-7.64898650976811,Humid subtropical
AU_001314,-28.4621999875102,152.3506,AU,17.1704710303448,-6.41430547101371,Humid subtropical
AU_001323,-28.977599987722,152.1552,AU,24.1849855579117,10.6668684107969,Oceanic
AU_001334,-28.7550999876294,152.4507,AU,26.3423105682062,3.71806957269211,Humid subtropical
AU_001335,-30.0092999881703,152.0101,AU,12.9092807394036,-3.0120792071073,Oceanic
AU_001342,-28.4413999875018,152.8296,AU,31.1853458360392,7.82551520673974,Humid subtropical
AU_001343,-28.5965999875645,153.2233,AU,-12.8330883638965,-29.4762681196761,Humid subtropical
AU_001348,-29.2822999878511,152.9886,AU,9.962158010625,-6.68596046172249,Humid subtropical
AU_001349,-28.3671999874721,153.1689,AU,-4.27241951133077,-20.4582795004623,Humid subtropical
AU_001350,-28.4737999875148,153.0861,AU,-4.86838888402287,-20.9617081112189,Humid subtropical
AU_001352,-28.4658999875116,153.2631,AU,10.1879255978489,-8.39523188938873,Humid subtropical
AU_001353,-28.8520999876695,153.4556,AU,-31.5796141763173,-45.2617483694286,Humid subtropical
AU_001355,-28.339499987461,153.3809,AU,-12.0693032272315,-26.8989381660957,Humid subtropical
AU_001359,-30.8140999885398,152.5129,AU,14.6101816571984,2.20956479525279,Humid subtropical
AU_001361,-31.0769999886637,152.8235,AU,-7.76944930039867,-20.600269880817,Humid subtropical
AU_001362,-30.3075999883054,152.9874,AU,-17.0028255308023,-30.0801243934657,Humid subtropical
AU_001363,-30.3106999883068,153.1187,AU,-11.9666795785082,-26.1675660300321,Humid subtropical
AU_001365,-30.3438999883221,152.7128,AU,-16.5700348963311,-29.4585003809175,Humid subtropical
AU_001369,-31.8907999890559,152.4709,AU,-20.9912051617158,-34.6803901370049,Humid subtropical
AU_001371,-31.6273999889276,152.443,AU,-28.3632990649756,-39.2495295773041,Humid subtropical
AU_001373,-31.4137999888245,151.598,AU,-5.85298480797803,-23.8023516306153,Humid subtropical
AU_001374,-31.6646999889456,152.0637,AU,-3.38879926926434,-20.183397082004,Humid subtropical
AU_001375,-24.8877999863295,113.67,AU,27.1109501671204,4.7028761683397,Arid hot
AU_001381,-23.0313999859637,115.0414,AU,14.5797152744724,-6.05907434343238,Arid hot
AU_001383,-32.7931999895035,151.8359,AU,-20.4923256655478,-36.9409788784788,Humid subtropical
AU_001384,-32.0631999891404,150.9271,AU,32.4806143602641,11.052962643206,Humid subtropical
AU_001389,-32.242599989229,151.683,AU,-14.5333925087892,-33.889028755551,Humid subtropical
AU_001391,-32.5066999893601,151.3779,AU,8.24322363655704,-11.247217121184,Humid subtropical
AU_001402,-33.3587999897894,150.7058,AU,13.3018761817347,-10.7695626239447,Humid subtropical
AU_001407,-32.8125999895133,151.3043,AU,-5.91930312055738,-24.4453943156091,Humid subtropical
AU_001412,-32.6295999894216,151.5919,AU,-25.4567531536032,-40.6175996669412,Humid subtropical
AU_001416,-32.6880999894508,150.9728,AU,10.5810605668814,-15.6670295318174,Humid subtropical
AU_001420,-33.0487999896323,150.2325,AU,12.8223879048176,-5.5739302403308,Oceanic
AU_001437,-33.8086999900189,148.7071,AU,17.5097001298544,-3.65010024238363,Humid subtropical
AU_001439,-33.7121999899695,150.3087,AU,-11.6068910255184,-28.9654356037929,Oceanic
AU_001448,-33.3210999897702,149.0828,AU,-9.36065943399081,-28.9555953564676,Oceanic
AU_001453,-31.2885999887645,149.0687,AU,-30.7360324387102,-42.9325010945087,Humid subtropical
AU_001455,-32.5058999893597,148.9708,AU,11.7102862566541,-10.0234377120158,Humid subtropical
AU_001460,-33.9464999900895,151.1731,AU,-28.371788571271,-41.5042458126215,Humid subtropical
AU_001461,-33.8606999900455,151.205,AU,-30.1326225660071,-42.9413274341986,Oceanic
AU_001464,-33.7916999900102,151.0181,AU,-15.9055861515071,-30.7346406229391,Humid subtropical
AU_001473,-33.6021999899133,150.7794,AU,-2.97467762157499,-22.3522298465131,Humid subtropical
AU_001474,-33.9271999900796,150.9128,AU,-4.20488326069437,-21.9178241973648,Humid subtropical
AU_001480,-34.5899999904207,150.6085,AU,-37.7031685488014,-48.3117631978249,Oceanic
AU_001481,-34.4673999903575,150.8813,AU,-21.1740028659025,-35.329139361915,Humid subtropical
AU_001493,-37.2613999917997,150.0497,AU,8.25291077966326,-17.6460555721676,Oceanic
AU_001500,-35.6866999909882,149.8382,AU,0.836025563790154,-12.1989757193353,Oceanic
AU_001503,-34.8995999905807,149.9709,AU,0.205934135831216,-11.7816171993164,Oceanic
AU_001504,-35.3048999907905,149.2014,AU,37.7316032618174,25.5285982679917,Oceanic
AU_001505,-35.299999990788,149.1,AU,40.3752040921786,27.9359960429943,Oceanic
AU_001514,-36.0766999911901,149.5134,AU,-6.28219750844405,-15.7036251949047,Oceanic
AU_001519,-26.6135999868303,118.5372,AU,80.1992313297386,55.6198044130902,Arid hot
AU_001534,-36.6021999914613,148.4677,AU,-6.95079179540259,-32.7415056436484,Oceanic
AU_001544,-36.1038999912041,147.0329,AU,39.281725468229,18.1563242484256,Humid subtropical
AU_001547,-36.2253999912669,148.1431,AU,8.88328145987394,-30.8639112195241,Oceanic
AU_001560,-35.1582999907147,147.4575,AU,19.5973019425438,1.60671891628485,Humid subtropical
AU_001573,-34.2357999902382,142.0867,AU,26.4335515684798,-8.54174979364923,Arid cold
AU_001576,-35.7252999910082,142.3656,AU,23.6985018906809,-0.891138686992421,Arid cold
AU_001579,-37.0935999917138,142.4344,AU,17.1950141181683,-10.5839461979234,Mediterranean
AU_001580,-37.2299999917837,141.9609,AU,13.4015794186812,-15.5513038634961,Oceanic
AU_001581,-36.7912999915586,143.1207,AU,12.2336221816819,-16.0944554317954,Oceanic
AU_001582,-36.700699991512,142.2009,AU,47.483892410024,14.2976240011046,Oceanic
AU_001583,-36.8636999915959,143.123,AU,10.0551278496489,-16.9723779744161,Oceanic
AU_001586,-36.2714999912907,143.345,AU,17.9462169524189,-13.0446009480537,Arid cold
AU_001589,-35.9118999911048,145.6447,AU,21.5999047670963,-0.501168935966184,Humid subtropical
AU_001590,-35.7356999910136,143.9295,AU,34.0066037451524,-6.79535721830707,Arid cold
AU_001594,-28.7952999876461,114.6975,AU,0.0414046178750032,-23.0680334556912,Mediterranean
AU_001597,-36.3716999913425,145.7048,AU,54.2167976837082,31.3949327184826,Humid subtropical
AU_001598,-36.8338999915805,143.8917,AU,10.0189250255483,-20.7171286345657,Oceanic
AU_001599,-36.9421999916362,143.4711,AU,26.282465112626,-7.51074174465068,Oceanic
AU_001600,-36.4377999913765,145.2672,AU,38.0757253070687,16.6372083242664,Humid subtropical
AU_001605,-36.6283999914748,144.8727,AU,1.72800851385832,-18.6155884898298,Oceanic
AU_001610,-30.8407999885523,116.7267,AU,18.7782146788391,-17.7676252048666,Arid hot
AU_001613,-36.2002999912539,147.8956,AU,42.4415750806746,8.94536467889711,Oceanic
AU_001614,-36.7544999915397,145.5727,AU,24.7042271661585,2.84324955558942,Humid subtropical
AU_001617,-36.1046999912045,146.5094,AU,33.4436134629558,4.94847583455539,Oceanic
AU_001618,-36.8471999915874,145.7308,AU,12.5766054109249,-7.49208509595889,Oceanic
AU_001620,-36.8549999915914,146.0046,AU,14.1014201773414,-10.3383146034811,Oceanic
AU_001658,-37.4954999919192,148.176,AU,28.0359731507281,-1.86155552541391,Oceanic
AU_001659,-37.3756999918581,147.8373,AU,25.8630776431486,-3.87113032545143,Oceanic
AU_001667,-37.7512999920492,147.7301,AU,11.7935998656938,-12.6643706557425,Oceanic
AU_001674,-37.4771999919098,149.6386,AU,-8.67870754116078,-30.150004492744,Oceanic
AU_001676,-37.3810999918609,147.1067,AU,43.9561829149313,9.20495456620312,Oceanic
AU_001680,-37.9084999921289,146.8046,AU,0.0744137523246929,-22.1462583397421,Oceanic
AU_001682,-38.1155999922335,147.1322,AU,20.5696864703912,-1.64520535629323,Oceanic
AU_001693,-38.5214999924371,146.2041,AU,-3.97685501113391,-29.031883927398,Oceanic
AU_001696,-38.3180999923353,146.5645,AU,21.7613831972315,-6.24201163621971,Oceanic
AU_001698,-38.2455999922989,145.9347,AU,3.9601024261762,-24.8838769384395,Oceanic
AU_001703,-37.8114999920798,146.9567,AU,13.4545215221829,-13.1035218431626,Oceanic
AU_001709,-37.9038999921266,145.9719,AU,-4.29865732365292,-30.4705255211911,Oceanic
AU_001711,-37.7275999920372,144.9066,AU,-5.95339904045856,-30.6414905676712,Oceanic
AU_001713,-37.8218999920851,145.1906,AU,20.4897872970003,0.425280693390691,Oceanic
AU_001714,-37.98969999217,145.3356,AU,-4.91582180588773,-31.2712398764713,Oceanic
AU_001716,-37.721399992034,145.0059,AU,6.88610163443579,-20.8995937254528,Oceanic
AU_001718,-37.5719999919581,145.5014,AU,0.249664577334074,-18.4571129131563,Oceanic
AU_001723,-37.8053999920767,145.2987,AU,6.5785000377576,-13.3288561005044,Oceanic
AU_001727,-37.6654999920057,144.8321,AU,-19.0199079216298,-37.1558257077242,Oceanic
AU_001728,-38.1991999922755,145.4933,AU,4.09243700883626,-24.7849727432374,Oceanic
AU_001732,-37.7162999920315,145.0453,AU,-0.159121637137191,-26.0999664563054,Oceanic
AU_001735,-37.4701999919063,144.3069,AU,0.362024414821888,-27.2809433434776,Oceanic
AU_001736,-37.269799991804,144.723,AU,8.76659848490998,-15.7017695943657,Oceanic
AU_001737,-37.8564999921026,144.7566,AU,-12.6196536951981,-36.1543060439997,Oceanic
AU_001741,-37.6648999920054,144.5748,AU,11.4193766964091,-15.5247838958319,Oceanic
AU_001742,-37.5705999919574,144.7411,AU,7.94695354377686,-16.2563668109181,Oceanic
AU_001744,-37.4827999919127,144.5094,AU,-4.86031213090854,-26.2040953594394,Oceanic
AU_001763,-37.2312999917843,145.9124,AU,19.2166697160643,-5.05721237180506,Oceanic
AU_001764,-36.9578999916442,144.6935,AU,-2.82112145114327,-25.7278350029172,Oceanic
AU_001765,-37.2534999917957,144.3825,AU,-5.56003775292046,-27.7206083156133,Oceanic
AU_001770,-37.512699991928,143.7911,AU,4.00017081914399,-23.3437792269557,Oceanic
AU_001771,-37.7109999920288,142.8395,AU,8.4265952223857,-17.7198032842494,Oceanic
AU_001772,-37.4042999918727,142.3843,AU,9.92678727167696,-17.2524623224119,Oceanic
AU_001774,-37.5041999919236,143.2792,AU,20.99767029327,-11.1346917995898,Oceanic
AU_001775,-37.2768999918077,142.9786,AU,28.4760932406512,-3.99438112689928,Oceanic
AU_001780,-38.6356999924941,143.5127,AU,-15.1497030619097,-34.0005144743665,Oceanic
AU_001782,-37.5907999919677,141.4129,AU,12.7747649148919,-13.8080052836129,Mediterranean
AU_001783,-38.2549999923036,143.1256,AU,28.2973620335903,-0.691946930374344,Oceanic
AU_001787,-31.9274999890739,115.9764,AU,32.340874030196,11.8417981654336,Mediterranean
AU_001789,-31.9555999890876,115.8697,AU,30.780863727286,10.5740699746415,Mediterranean
AU_001797,-41.0660999936633,145.9431,AU,12.5905394466759,-15.9802655878605,Oceanic
AU_001800,-41.4263999938283,147.1275,AU,31.7830617696004,15.9798204228519,Oceanic
AU_001814,-41.2038999937267,146.265,AU,-6.93667626089479,-30.6219186798795,Oceanic
AU_001817,-41.3455999937915,147.8036,AU,-31.1217355600684,-38.8944759102991,Oceanic
AU_001832,-32.2207999892182,115.8075,AU,21.4011903889449,4.14048679255487,Mediterranean
AU_001835,-41.6427999939263,147.9664,AU,17.0069501576995,5.48576873260053,Oceanic
AU_001864,-42.8896999944723,147.3278,AU,-8.96578220927086,-32.8815551918452,Oceanic
AU_001867,-42.9829999945119,147.0771,AU,-6.08824309666933,-30.837309997332,Oceanic
AU_001869,-43.1646999945884,146.9175,AU,3.94446024457117,-25.1002264993423,Oceanic
AU_001886,-42.3002999942182,146.4486,AU,8.8790211796118,-20.2913889341485,Oceanic
AU_001890,-33.9574999900951,116.1375,AU,-0.766155583027817,-21.8902179978059,Mediterranean
AU_001895,-34.4477999903474,116.0433,AU,-11.8532838192496,-34.4806236965784,Mediterranean
AU_001900,-42.0999999941302,146.2167,AU,25.5064813044061,7.90119499565511,Oceanic
AU_001911,-42.0660999941152,145.5681,AU,7.06668303377875,-7.86405106834516,Oceanic
AU_001919,-34.9413999906024,117.8022,AU,20.188550449986,-0.471489182823443,Mediterranean
CH_000001,46.4922199958545,7.56056,CH,-5.41526097966707,-27.2069930009782,Alpine & subarctic
CH_000005,46.3266699957978,6.92444,CH,14.249619968227,-3.06318902934583,Alpine & subarctic
CH_000008,46.8869399959871,8.62167,CH,24.3090861889376,-3.88775930725781,Alpine & subarctic
CH_000015,47.5411099961984,7.58361,CH,-0.858697544178758,-22.2621234954614,Humid continental
CH_000021,46.9908299960213,7.46389,CH,-16.2760067532714,-34.2603500002402,Alpine & subarctic
CH_000041,47.3844399961487,8.07944,CH,-6.65242584436174,-27.0650576805189,Humid continental
CH_000042,47.0830599960515,6.79222,CH,-7.88431604173338,-29.7143765858401,Humid continental
CH_000045,46.4011099958233,6.22778,CH,16.8888922866538,-6.57227987585266,Oceanic
CH_000052,46.2005599957541,8.79167,CH,-17.3131841225146,-37.7370873682423,Alpine & subarctic
CH_000056,46.4180599958292,9.82111,CH,40.864908696984,26.2428161236173,Alpine & subarctic
CH_000059,46.8130599959625,9.84361,CH,25.6953547454102,17.1634686853223,Alpine & subarctic
CH_000068,46.8219399959655,8.41056,CH,14.0836382763652,-11.4385222609454,Alpine & subarctic
CH_000073,47.4238899961613,6.94111,CH,-6.49116767976017,-25.92844950865,Humid continental
CH_000079,46.8405599959717,6.57639,CH,-12.0962881034942,-33.4008574998376,Humid continental
CH_000084,47.0347199960357,9.06694,CH,21.1372093975599,-4.62661560809684,Alpine & subarctic
CH_000092,45.8688899956374,7.17083,CH,-52.4006532364534,-63.2784880322413,Alpine & subarctic
