station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end,rp10_vs_PXR2,rp30_vs_PXR2,rp100_vs_PXR2
JP_001702,30.38999999,130.66,JP,1144,0.874898537,0.235590333,-0.048788248,67.4,92.8,108.5,124.4,Humid subtropical,226,440,36,33.00205,01/01/1976 01:00,01/01/2009 00:00,-37.45761099,NA,-28.40147268
JP_001703,30.22999999,130.56,JP,1144,0.874898537,0.235590333,-0.048788248,53.1,73.1,85.5,98,Humid subtropical,226,440,36,33.00205,01/01/1976 01:00,01/01/2009 00:00,-42.93283933,NA,-37.81315296
JP_001706,28.37999999,129.5,JP,1144,0.874898537,0.235590333,-0.048788248,51.8,71.3,83.3,95.5,Humid subtropical,226,440,36,33.00205,01/01/1976 01:00,01/01/2009 00:00,-41.64707592,NA,-38.09032162
JP_001708,28.13999999,129.31,JP,738,0.855213167,0.238570079,0.029199346,50.5,71.2,86,102.5,Humid subtropical,227,660,24,33.00205,01/01/1976 01:00,01/01/2009 00:00,-34.97624176,NA,-31.17930448
JP_001710,27.67999999,128.97,JP,738,0.855213167,0.238570079,0.029199346,41.2,58.1,70.2,83.7,Humid subtropical,227,660,24,31.85056,24/02/1977 15:00,01/01/2009 00:00,-26.45931394,NA,-19.26537216
JP_001714,26.82999999,128.27,JP,738,0.855213167,0.238570079,0.029199346,47.9,67.6,81.7,97.3,Humid subtropical,227,660,24,33.00205,01/01/1976 01:00,01/01/2009 00:00,NA,NA,NA
JP_001719,26.62999999,128.16,JP,738,0.855213167,0.238570079,0.029199346,45.9,64.7,78.1,93.1,Humid subtropical,227,660,24,27.50342,01/07/1981 10:00,01/01/2009 00:00,NA,NA,NA
JP_001724,26.44999999,127.86,JP,738,0.855213167,0.238570079,0.029199346,46.1,65,78.5,93.6,Humid subtropical,227,660,24,30.75816,29/03/1977 15:00,01/01/2008 00:00,-34.93618856,NA,-26.38644705
JP_001727,26.33999999,126.8,JP,738,0.855213167,0.238570079,0.029199346,54.2,76.4,92.3,110,Humid subtropical,227,660,24,31.77698,23/03/1977 12:00,01/01/2009 00:00,-28.50648508,NA,-20.01522939
JP_001728,26.32999999,127.81,JP,738,0.855213167,0.238570079,0.029199346,54.6,77,93.1,110.9,Humid subtropical,227,660,24,33.00205,01/01/1976 01:00,01/01/2009 00:00,-25.80049741,NA,-17.57994544
JP_001735,26.14999999,127.77,JP,738,0.855213167,0.238570079,0.029199346,48.7,68.7,83,98.8,Humid subtropical,227,660,24,33.00205,01/01/1976 01:00,01/01/2009 00:00,-30.62409407,NA,-20.65268997
JP_001753,24.33999999,124.16,JP,118,0.851838942,0.241748218,0.034891615,58.5,82.9,100.6,120.4,Tropical,240,100,4,31.81702,08/03/1977 21:00,01/01/2009 00:00,-30.97753124,NA,-20.77299464
JP_001755,24.26999999,123.87,JP,118,0.851838942,0.241748218,0.034891615,57.7,81.8,99.2,118.7,Tropical,240,100,4,30.80219,14/03/1978 13:00,01/01/2009 00:00,-32.83533094,NA,-23.31937503
MY_000003,1.529999998,104.18,MY,213,0.885440818,0.188385354,0.030362563,64.4,85.2,100.2,116.9,Tropical,162,40,7,40.08818,31/08/1972 09:00,02/10/2012 13:00,NA,NA,NA
MY_000005,1.709999998,103.28,MY,619,0.87452244,0.222684566,-0.014069917,58.8,80.4,94.6,109.7,Tropical,153,420,21,16.23511,02/07/1996 12:00,26/09/2012 08:00,NA,NA,NA
MY_000006,1.709999998,103.29,MY,619,0.87452244,0.222684566,-0.014069917,48.6,66.4,78.2,90.6,Tropical,153,420,21,18.34132,28/02/1978 09:00,02/07/1996 12:00,NA,NA,NA
MY_000008,1.759999998,103.72,MY,619,0.87452244,0.222684566,-0.014069917,50.4,68.9,81.1,94,Tropical,153,420,21,38.18754,27/07/1974 09:00,03/10/2012 08:00,-33.62225831,NA,-29.28429765
MY_000011,1.849999998,103.47,MY,619,0.87452244,0.222684566,-0.014069917,53.8,73.6,86.7,100.5,Tropical,153,420,21,23.58111,05/03/1989 09:00,03/10/2012 08:00,NA,NA,NA
MY_000012,1.849999998,103.97,MY,619,0.87452244,0.222684566,-0.014069917,60.4,82.6,97.3,112.8,Tropical,153,420,21,42.27515,30/06/1970 09:00,08/10/2012 08:00,NA,NA,NA
MY_000016,2.019999998,103.33,MY,619,0.87452244,0.222684566,-0.014069917,51.4,70.3,82.8,96,Tropical,153,420,21,23.57575,05/12/1976 09:00,03/07/2000 09:00,NA,NA,NA
MY_000018,2.259999997,103.04,MY,619,0.87452244,0.222684566,-0.014069917,42.7,58.4,68.8,79.7,Tropical,153,420,21,24.65708,14/02/1988 09:00,11/10/2012 08:00,NA,NA,NA
MY_000019,2.249999997,103.13,MY,619,0.87452244,0.222684566,-0.014069917,51.9,71,83.5,96.8,Tropical,153,420,21,35.86037,28/11/1976 09:00,08/10/2012 08:00,NA,NA,NA
MY_000020,2.249999997,103.3,MY,619,0.87452244,0.222684566,-0.014069917,56,76.6,90.2,104.6,Tropical,153,420,21,32.11499,23/08/1980 09:00,04/10/2012 08:00,-37.04291103,NA,-34.85679523
MY_000021,2.229999998,103.6,MY,619,0.87452244,0.222684566,-0.014069917,52.7,72,84.8,98.3,Tropical,153,420,21,32.76934,01/01/1980 09:00,08/10/2012 08:00,-38.8787095,NA,-36.80584393
MY_000022,2.259999997,103.74,MY,619,0.87452244,0.222684566,-0.014069917,61.2,83.8,98.6,114.3,Tropical,153,420,21,42.2974,29/06/1970 09:00,15/10/2012 11:00,-15.27628145,NA,-10.20456883
MY_000023,2.379999997,103.02,MY,619,0.87452244,0.222684566,-0.014069917,45.6,62.4,73.5,85.1,Tropical,153,420,21,42.28611,29/06/1970 09:00,11/10/2012 08:00,-29.66504464,NA,-25.13669574
MY_000025,2.539999997,103.42,MY,619,0.87452244,0.222684566,-0.014069917,58.6,80.2,94.5,109.5,Tropical,153,420,21,37.70157,27/01/1975 01:00,09/10/2012 12:00,NA,NA,NA
MY_000103,2.699999997,102.23,MY,619,0.87452244,0.222684566,-0.014069917,52.2,71.4,84.1,97.4,Tropical,153,420,21,16.8379,15/06/1995 12:00,16/04/2012 12:00,NA,NA,NA
MY_000111,2.909999997,102.02,MY,619,0.87452244,0.222684566,-0.014069917,51.8,70.8,83.4,96.6,Tropical,153,420,21,17.25108,14/06/1995 12:00,13/09/2012 10:00,NA,NA,NA
MY_000113,2.819999997,102.45,MY,619,0.87452244,0.222684566,-0.014069917,60.1,82.1,96.7,112.1,Tropical,153,420,21,17.22998,22/06/1995 14:00,13/09/2012 19:00,NA,NA,NA
MY_000117,3.079999997,102.37,MY,619,0.87452244,0.222684566,-0.014069917,53.4,73,86,99.6,Tropical,153,420,21,17.22987,22/06/1995 13:00,13/09/2012 17:00,NA,NA,NA
MY_000143,3.719999996,101.75,MY,619,0.87452244,0.222684566,-0.014069917,43.8,60,70.6,81.8,Tropical,153,420,21,28.81063,14/10/1975 09:00,05/08/2004 10:00,NA,NA,NA
MY_000188,3.169999996,101.87,MY,619,0.87452244,0.222684566,-0.014069917,62.3,85.2,100.3,116.3,Tropical,153,420,21,42.29774,23/07/1970 09:00,08/11/2012 14:00,-29.57678172,NA,-25.26640931
MY_000193,3.439999996,101.66,MY,619,0.87452244,0.222684566,-0.014069917,56,76.6,90.2,104.5,Tropical,153,420,21,34.18549,30/08/1978 09:00,05/11/2012 14:00,-35.28176976,NA,-28.34032523
NC_000001,-21.47416999,165.5812,NC,488,0.841179906,0.25427402,0.045879056,46.5,67.2,82.4,99.7,Tropical,29,1000,20,23.04244,02/07/1991 00:00,17/07/2014 05:00,NA,NA,NA
NC_000004,-20.77699999,167.2405,NC,488,0.841179906,0.25427402,0.045879056,52.9,76.3,93.7,113.3,Tropical,29,1000,20,18.4149,01/08/1996 00:00,31/12/2014 00:00,NA,NA,NA
NC_000007,-22.01732999,166.2223,NC,488,0.841179906,0.25427402,0.045879056,26.5,38.3,47,56.9,Tropical,29,1000,20,18.99795,01/01/1996 01:00,31/12/2014 00:00,NA,NA,NA
NC_000009,-21.31816999,165.0022,NC,488,0.841179906,0.25427402,0.045879056,31.8,45.9,56.3,68.1,Tropical,29,1000,20,24.74036,04/04/1990 15:00,31/12/2014 00:00,NA,NA,NA
NC_000010,-22.14382999,166.5932,NC,488,0.841179906,0.25427402,0.045879056,41.2,59.5,73,88.3,Tropical,29,1000,20,25.41136,02/08/1989 13:00,31/12/2014 00:00,NA,NA,NA
NL_000001,52.171,4.43,NL,1445,0.807915554,0.281252765,0.097229919,15.1,23,29.3,36.9,Oceanic,30,280,52,44.00536,01/05/1972 01:00,02/05/2016 23:00,-55.31467451,NA,-51.89412953
NL_000004,52.318,4.79,NL,1445,0.807915554,0.281252765,0.097229919,15,22.7,29,36.5,Oceanic,30,280,52,46.06445,01/01/1971 00:00,24/01/2017 00:00,NA,NA,NA
NL_000005,52.644,4.979,NL,1445,0.807915554,0.281252765,0.097229919,15.4,23.4,29.8,37.6,Oceanic,30,280,52,17.8436,22/03/1999 16:00,24/01/2017 00:00,NA,NA,NA
NL_000007,52.506,4.603,NL,1445,0.807915554,0.281252765,0.097229919,16.4,24.9,31.8,40.1,Oceanic,30,280,52,15.73443,01/05/2001 01:00,24/01/2017 00:00,NA,NA,NA
NL_000008,52.1,5.18,NL,1445,0.807915554,0.281252765,0.097229919,17.2,26.1,33.3,42,Oceanic,30,280,52,66.06434,01/01/1951 01:00,24/01/2017 00:00,-54.1205822,NA,-49.47789692
NL_000009,52.13,5.274,NL,1445,0.807915554,0.281252765,0.097229919,15.1,22.8,29.1,36.7,Oceanic,30,280,52,34.46543,01/06/1974 01:00,17/11/2008 12:00,-46.5366149,NA,-41.35147148
NL_000011,52.458,5.52,NL,1445,0.807915554,0.281252765,0.097229919,18,27.2,34.8,43.8,Oceanic,30,280,52,25.45106,13/08/1991 01:00,24/01/2017 00:00,NA,NA,NA
NL_000012,53.224,5.752,NL,1445,0.807915554,0.281252765,0.097229919,16.7,25.3,32.3,40.7,Oceanic,30,280,52,42.65024,01/06/1974 01:00,24/01/2017 00:00,-42.41383464,NA,-35.97897674
NL_000013,52.703,5.888,NL,1445,0.807915554,0.281252765,0.097229919,16,24.3,31,39.1,Oceanic,30,280,52,27.33881,22/09/1989 13:00,24/01/2017 00:00,NA,NA,NA
NL_000014,52.056,5.873,NL,1445,0.807915554,0.281252765,0.097229919,17.4,26.4,33.7,42.4,Oceanic,30,280,52,42.59001,23/06/1974 01:00,24/01/2017 00:00,-44.9782181,NA,-37.85937966
NL_000015,53.413,6.2,NL,1445,0.807915554,0.281252765,0.097229919,15.6,23.7,30.2,38.1,Oceanic,30,280,52,24.88809,05/03/1992 16:00,24/01/2017 00:00,NA,NA,NA
NL_000016,52.435,6.259,NL,1445,0.807915554,0.281252765,0.097229919,16.7,25.3,32.3,40.7,Oceanic,30,280,52,24.89106,04/03/1992 14:00,24/01/2017 00:00,NA,NA,NA
NL_000017,52.75,6.574,NL,1445,0.807915554,0.281252765,0.097229919,18.3,27.7,35.4,44.6,Oceanic,30,280,52,23.90144,01/03/1993 01:00,24/01/2017 00:00,NA,NA,NA
NL_000018,53.125,6.585,NL,1445,0.807915554,0.281252765,0.097229919,14.7,22.2,28.4,35.8,Oceanic,30,280,52,60.06297,01/01/1957 01:00,24/01/2017 00:00,-48.40025686,NA,-44.47428988
NL_000019,52.069,6.657,NL,1445,0.807915554,0.281252765,0.097229919,20.4,31,39.5,49.8,Oceanic,30,280,52,24.91547,24/02/1992 16:00,24/01/2017 00:00,NA,NA,NA
NL_000020,53.196,7.15,NL,1445,0.807915554,0.281252765,0.097229919,16.3,24.7,31.5,39.8,Oceanic,30,280,52,27.01859,17/01/1990 12:00,24/01/2017 00:00,NA,NA,NA
NL_000021,52.274,6.891,NL,1445,0.807915554,0.281252765,0.097229919,16.5,25,31.9,40.3,Humid continental,30,280,52,42.65024,01/06/1974 01:00,24/01/2017 00:00,-36.53435124,NA,-30.07553503
NL_000023,51.226,3.861,NL,1445,0.807915554,0.281252765,0.097229919,16.1,24.4,31.1,39.3,Oceanic,30,280,52,23.59069,22/06/1993 13:00,24/01/2017 00:00,NA,NA,NA
NL_000024,51.527,3.884,NL,1445,0.807915554,0.281252765,0.097229919,15.2,23.1,29.4,37.1,Oceanic,30,280,52,23.09069,04/12/1990 14:00,06/01/2014 10:00,NA,NA,NA
NL_000025,51.992,4.122,NL,1445,0.807915554,0.281252765,0.097229919,19,28.7,36.7,46.3,Oceanic,30,280,52,21.48392,01/08/1995 01:00,24/01/2017 00:00,NA,NA,NA
NL_000026,51.962,4.447,NL,1445,0.807915554,0.281252765,0.097229919,15.6,23.7,30.3,38.1,Oceanic,30,280,52,43.06366,01/01/1974 01:00,24/01/2017 00:00,-50.16659731,NA,-43.08617557
NL_000027,51.97,4.926,NL,1445,0.807915554,0.281252765,0.097229919,16.6,25.1,32.1,40.4,Oceanic,30,280,52,30.77242,17/04/1986 10:00,24/01/2017 00:00,NA,NA,NA
NL_000028,51.566,4.936,NL,1445,0.807915554,0.281252765,0.097229919,17.2,26.1,33.3,42,Oceanic,30,280,52,40.31485,01/10/1976 01:00,24/01/2017 00:00,-32.5502586,NA,-26.73191923
NL_000029,51.859,5.146,NL,1445,0.807915554,0.281252765,0.097229919,16.9,25.6,32.7,41.2,Oceanic,30,280,52,23.72507,04/05/1993 11:00,24/01/2017 00:00,NA,NA,NA
NL_000030,51.451,5.377,NL,1445,0.807915554,0.281252765,0.097229919,16.1,24.5,31.2,39.4,Oceanic,30,280,52,32.44079,16/08/1984 01:00,24/01/2017 00:00,-48.84581265,NA,-42.72124356
NL_000031,51.659,5.707,NL,1445,0.807915554,0.281252765,0.097229919,15.5,23.4,29.9,37.7,Oceanic,30,280,52,42.65024,01/06/1974 01:00,24/01/2017 00:00,-52.50501729,NA,-46.89026697
NL_000032,51.198,5.763,NL,1445,0.807915554,0.281252765,0.097229919,17.5,26.5,33.8,42.6,Oceanic,30,280,52,17.53171,14/07/1999 14:00,24/01/2017 00:00,NA,NA,NA
NL_000034,51.498,6.197,NL,1445,0.807915554,0.281252765,0.097229919,19.3,29.3,37.4,47.1,Oceanic,30,280,52,24.89402,03/03/1992 12:00,24/01/2017 00:00,NA,NA,NA
NO_000003,60.7002,10.8695,NO,1036,0.776949138,0.301173611,0.143035641,15.9,25.1,33.2,43.5,Alpine & subarctic,255,400,49,29.87349,19/03/1987 17:00,31/01/2017 23:00,NA,NA,NA
NO_000181,58.34,8.5225,NO,300,0.77131188,0.264802413,0.227160352,24,37.2,51,70.2,Humid continental,257,520,14,29.86299,23/03/1987 13:00,31/01/2017 23:00,NA,NA,NA
NO_000219,58.7605,5.6505,NO,300,0.77131188,0.264802413,0.227160352,16.1,25,34.2,47.1,Oceanic,257,520,14,29.87315,19/03/1987 20:00,31/01/2017 23:00,NA,NA,NA
NO_000320,63.4107,10.4538,NO,329,0.809452624,0.303792356,0.048307973,8.9,13.6,17.2,21.2,Alpine & subarctic,299,1000,16,20.41889,01/09/1996 00:00,31/01/2017 23:00,NA,NA,NA
NO_000380,69.6523,18.9057,NO,280,0.742058835,0.272272091,0.275730501,10.3,16.3,23.2,33.5,Alpine & subarctic,259,400,13,29.67283,01/06/1987 00:00,31/01/2017 23:00,NA,NA,NA
NZ_000003,-35.06699999,173.287,NZ,488,0.841179906,0.25427402,0.045879056,25.7,37.1,45.6,55.1,Oceanic,29,1000,20,35.32911,01/01/1950 10:00,01/05/1985 08:00,-47.95893204,NA,-41.04098892
NZ_000004,-35.13351999,173.2629,NZ,488,0.841179906,0.25427402,0.045879056,24.7,35.7,43.9,53.1,Oceanic,29,1000,20,26.08453,01/05/1985 01:00,01/06/2011 09:00,NA,NA,NA
NZ_000008,-35.41719999,173.8229,NZ,488,0.841179906,0.25427402,0.045879056,23.4,33.8,41.4,50.1,Oceanic,29,1000,20,27.13164,14/11/1985 17:00,01/01/2013 12:00,NA,NA,NA
NZ_000012,-35.12899999,174.015,NZ,488,0.841179906,0.25427402,0.045879056,27.1,39.2,48.1,58.2,Oceanic,29,1000,20,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000020,-41.28599999,174.768,NZ,294,0.823563631,0.244214872,0.129107808,20.1,29.4,37.5,47.5,Oceanic,31,120,13,24.6945,14/01/1995 12:00,25/09/2019 03:00,NA,NA,NA
NZ_000022,-45.525,167.275,NZ,262,0.791972597,0.213639843,0.289794775,16.4,24.2,33.2,46.9,Oceanic,106,160,10,16.86596,13/11/2002 14:00,25/09/2019 20:00,NA,NA,NA
NZ_000025,-40.45299999,176.308,NZ,166,0.796144042,0.272922905,0.147795263,13.2,20.2,26.4,34.3,Oceanic,143,260,7,20.79409,04/09/1996 11:00,21/06/2017 11:00,NA,NA,NA
NZ_000033,-36.79299999,174.624,NZ,236,0.835045795,0.282407617,0.006915992,25.7,38,46.4,55.5,Oceanic,138,140,11,47.83014,01/09/1945 10:00,01/07/1993 08:00,-47.99473855,NA,-42.41096575
NZ_000034,-36.74955999,174.7555,NZ,236,0.835045795,0.282407617,0.006915992,20.8,30.7,37.5,44.8,Oceanic,138,140,11,24.49544,01/01/1986 11:00,01/07/2010 09:00,NA,NA,NA
NZ_000036,-36.85299999,174.767,NZ,236,0.835045795,0.282407617,0.006915992,25.1,37,45.2,54.1,Oceanic,138,140,11,30.74869,01/09/1962 10:00,01/06/1993 08:00,NA,NA,NA
NZ_000039,-36.73599999,175.502,NZ,236,0.835045795,0.282407617,0.006915992,27.6,40.7,49.8,59.5,Oceanic,138,140,11,17.91353,01/01/1986 11:00,01/12/2003 08:00,NA,NA,NA
NZ_000043,-37.37059999,175.6837,NZ,236,0.835045795,0.282407617,0.006915992,20.8,30.7,37.5,44.9,Oceanic,138,140,11,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000059,-37.92477999,176.9186,NZ,413,0.808860326,0.260713228,0.13735749,27.8,41.6,53.7,69,Oceanic,142,220,17,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000060,-41.80499999,172.324,NZ,172,0.838161627,0.251813189,0.062374451,12.1,17.5,21.6,26.3,Oceanic,124,240,8,15.15948,29/04/1998 09:00,26/06/2013 08:00,NA,NA,NA
NZ_000061,-41.13539999,175.0528,NZ,294,0.823563631,0.244214872,0.129107808,15.7,22.9,29.1,36.9,Oceanic,31,120,13,16.6872,10/12/1998 11:00,18/08/2015 10:00,NA,NA,NA
NZ_000064,-35.13351999,173.2629,NZ,488,0.841179906,0.25427402,0.045879056,25,36.1,44.4,53.7,Oceanic,29,1000,20,20.77607,17/12/1998 17:00,27/09/2019 03:00,NA,NA,NA
NZ_000066,-43.32857999,172.6111,NZ,483,0.781835855,0.236650662,0.261601899,11.4,17.2,23.6,32.9,Oceanic,33,180,17,20.60415,17/02/1999 11:00,26/09/2019 02:00,NA,NA,NA
NZ_000069,-43.46999999,171.672,NZ,483,0.781835855,0.236650662,0.261601899,13.4,20.2,27.7,38.7,Oceanic,33,180,17,18.46715,14/06/1999 11:00,01/12/2017 13:00,NA,NA,NA
NZ_000071,-38.10594999,176.3149,NZ,413,0.808860326,0.260713228,0.13735749,24.5,36.7,47.3,60.8,Oceanic,142,220,17,21.18275,27/10/1991 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000072,-36.43434999,174.6677,NZ,236,0.835045795,0.282407617,0.006915992,22.6,33.4,40.8,48.8,Oceanic,138,140,11,19.83231,02/11/1999 15:00,02/09/2019 08:00,NA,NA,NA
NZ_000074,-43.73599999,170.096,NZ,189,0.858988191,0.220351112,0.059900747,28.2,39.1,47.5,57,Oceanic,268,640,10,19.4919,29/03/2000 17:00,26/09/2019 02:00,NA,NA,NA
NZ_000075,-35.06769999,173.2874,NZ,488,0.841179906,0.25427402,0.045879056,25.6,36.9,45.3,54.8,Oceanic,29,1000,20,19.27926,16/06/2000 10:00,27/09/2019 03:00,NA,NA,NA
NZ_000080,-38.68099999,176.072,NZ,413,0.808860326,0.260713228,0.13735749,20.4,30.5,39.4,50.6,Oceanic,142,220,17,44.08465,01/01/1950 11:00,01/02/1994 08:00,-38.85388201,NA,-31.74632977
NZ_000081,-45.51814,170.1356,NZ,189,0.858988191,0.220351112,0.059900747,9.4,13.1,15.9,19.1,Oceanic,268,640,10,19.07255,30/08/2000 15:00,26/09/2019 20:00,NA,NA,NA
NZ_000084,-39.19588999,175.545,NZ,413,0.808860326,0.260713228,0.13735749,17.2,25.7,33.2,42.6,Oceanic,142,220,17,19.0316,12/09/2000 15:00,24/09/2019 21:00,NA,NA,NA
NZ_000092,-38.00637999,177.2871,NZ,413,0.808860326,0.260713228,0.13735749,24.7,36.9,47.6,61.2,Oceanic,142,220,17,25.6645,01/01/1986 11:00,01/09/2011 09:00,NA,NA,NA
NZ_000107,-37.86087999,175.3317,NZ,236,0.835045795,0.282407617,0.006915992,23.7,35,42.8,51.1,Oceanic,138,140,11,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000113,-41.31726999,173.0948,NZ,172,0.838161627,0.251813189,0.062374451,20.3,29.3,36.2,44.2,Oceanic,124,240,8,18.52932,16/03/2001 02:00,25/09/2019 21:00,NA,NA,NA
NZ_000114,-41.25230999,175.3898,NZ,294,0.823563631,0.244214872,0.129107808,11.6,17,21.7,27.5,Oceanic,31,120,13,18.47627,03/04/2001 11:00,24/09/2019 21:00,NA,NA,NA
NZ_000115,-40.38194999,175.6091,NZ,113,0.834577064,0.227829057,0.131921482,14.8,21.1,26.7,33.6,Oceanic,113,40,4,18.48688,30/03/2001 14:00,24/09/2019 21:00,NA,NA,NA
NZ_000116,-38.33355999,175.1533,NZ,166,0.796144042,0.272922905,0.147795263,22.3,34,44.5,57.8,Oceanic,143,260,7,16.32831,01/01/1986 12:00,01/05/2002 09:00,NA,NA,NA
NZ_000120,-38.88783999,175.2598,NZ,166,0.796144042,0.272922905,0.147795263,18.3,27.9,36.5,47.4,Oceanic,143,260,7,25.32786,01/01/1986 10:00,01/05/2011 09:00,NA,NA,NA
NZ_000124,-39.01199999,174.181,NZ,166,0.796144042,0.272922905,0.147795263,25.7,39.2,51.2,66.6,Oceanic,143,260,7,45.24686,01/01/1949 00:00,01/04/1994 09:00,-37.94318854,NA,-28.96397514
NZ_000125,-39.00789999,174.1838,NZ,166,0.796144042,0.272922905,0.147795263,22.8,34.8,45.5,59.2,Oceanic,143,260,7,21.16667,02/11/1991 10:00,01/01/2013 12:00,NA,NA,NA
NZ_000129,-40.86363999,172.8057,NZ,172,0.838161627,0.251813189,0.062374451,27.3,39.6,48.9,59.6,Oceanic,124,240,8,17.40543,30/04/2002 14:00,25/09/2019 21:00,NA,NA,NA
NZ_000130,-39.33545999,174.305,NZ,172,0.838161627,0.251813189,0.062374451,22.9,33.1,40.9,49.9,Oceanic,124,240,8,17.28576,12/06/2002 17:00,25/09/2019 07:00,NA,NA,NA
NZ_000134,-36.79299999,174.624,NZ,236,0.835045795,0.282407617,0.006915992,27.4,40.4,49.4,59,Oceanic,138,140,11,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000135,-43.53073999,172.6077,NZ,483,0.781835855,0.236650662,0.261601899,11.5,17.4,23.9,33.3,Oceanic,33,180,17,16.90212,31/10/2002 15:00,26/09/2019 02:00,NA,NA,NA
NZ_000138,-43.36547999,170.1343,NZ,189,0.858988191,0.220351112,0.059900747,27.3,37.9,45.9,55.2,Oceanic,268,640,10,16.32398,30/05/2003 13:00,25/09/2019 20:00,NA,NA,NA
NZ_000140,-39.99599999,176.533,NZ,413,0.808860326,0.260713228,0.13735749,15.4,23,29.7,38.2,Oceanic,142,220,17,44.49521,01/01/1949 11:00,01/07/1993 07:00,NA,NA,NA
NZ_000141,-38.62746999,177.9218,NZ,413,0.808860326,0.260713228,0.13735749,15.3,23,29.6,38.1,Oceanic,142,220,17,16.2917,12/06/2003 14:00,27/09/2019 02:00,NA,NA,NA
NZ_000142,-35.93144999,173.8532,NZ,488,0.841179906,0.25427402,0.045879056,17.3,25,30.6,37.1,Oceanic,29,1000,20,15.90292,29/10/2003 16:00,24/09/2019 04:00,NA,NA,NA
NZ_000143,-37.78831999,175.0691,NZ,236,0.835045795,0.282407617,0.006915992,22.6,33.4,40.8,48.8,Oceanic,138,140,11,15.8752,10/11/2003 14:00,25/09/2019 23:00,NA,NA,NA
NZ_000145,-40.20999999,176.109,NZ,166,0.796144042,0.272922905,0.147795263,15.6,23.8,31.1,40.4,Oceanic,143,260,7,25.57963,01/01/1986 11:00,01/08/2011 09:00,NA,NA,NA
NZ_000149,-38.97351999,175.7908,NZ,413,0.808860326,0.260713228,0.13735749,15.5,23.2,29.9,38.4,Oceanic,142,220,17,16.56251,05/03/2003 15:00,27/09/2019 01:00,NA,NA,NA
NZ_000169,-41.58899999,175.233,NZ,294,0.823563631,0.244214872,0.129107808,17.1,24.9,31.7,40.2,Oceanic,31,120,13,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000174,-38.66099999,177.986,NZ,413,0.808860326,0.260713228,0.13735749,19.7,29.5,38,48.9,Oceanic,142,220,17,45.3306,01/11/1947 10:00,01/03/1993 09:00,-40.12105699,NA,-31.3242547
NZ_000175,-38.65859999,177.9851,NZ,413,0.808860326,0.260713228,0.13735749,15.7,23.5,30.3,38.9,Oceanic,142,220,17,21.18275,27/10/1991 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000181,-39.47005999,176.8646,NZ,413,0.808860326,0.260713228,0.13735749,16.9,25.3,32.6,41.9,Oceanic,142,220,17,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000190,-39.11737999,177.9618,NZ,413,0.808860326,0.260713228,0.13735749,19.6,29.3,37.9,48.6,Oceanic,142,220,17,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000201,-40.38199999,175.609,NZ,113,0.834577064,0.227829057,0.131921482,14.8,21.2,26.8,33.7,Oceanic,113,40,4,55.99977,01/06/1945 12:00,01/06/2001 09:00,-42.36567203,NA,-35.49122295
NZ_000202,-40.31857999,175.6146,NZ,113,0.834577064,0.227829057,0.131921482,15.3,21.9,27.7,34.9,Oceanic,113,40,4,21.18275,27/10/1991 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000204,-40.62199999,175.257,NZ,294,0.823563631,0.244214872,0.129107808,15.2,22.2,28.3,35.9,Oceanic,31,120,13,18.00137,01/01/1995 13:00,01/01/2013 12:00,NA,NA,NA
NZ_000209,-41.28599999,174.767,NZ,294,0.823563631,0.244214872,0.129107808,16.5,24.1,30.7,38.9,Oceanic,31,120,13,65.74937,01/01/1940 11:00,01/10/2005 09:00,-47.76612255,NA,-43.22083971
NZ_000221,-43.60499999,172.649,NZ,483,0.781835855,0.236650662,0.261601899,10.5,15.9,21.8,30.4,Oceanic,33,180,17,64.73089,01/01/1955 11:00,25/09/2019 09:00,-47.1631551,NA,-42.98227753
NZ_000223,-39.50999999,174.252,NZ,172,0.838161627,0.251813189,0.062374451,16.6,23.9,29.6,36.1,Oceanic,124,240,8,18.31348,11/04/1986 11:00,03/08/2004 10:00,NA,NA,NA
NZ_000232,-39.46248999,175.6628,NZ,413,0.808860326,0.260713228,0.13735749,14.3,21.4,27.7,35.5,Oceanic,142,220,17,43.16484,01/06/1960 11:00,01/08/2003 09:00,-49.61419718,NA,-45.63305132
NZ_000233,-39.47199999,175.682,NZ,413,0.808860326,0.260713228,0.13735749,15.1,22.6,29.2,37.4,Oceanic,142,220,17,17.08658,01/01/1995 13:00,02/02/2012 09:00,NA,NA,NA
