station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end,rp10_vs_PXR2,rp30_vs_PXR2,rp100_vs_PXR2
AU_000038,-31.95579999,115.7619,AU,296,0.829054482,0.248531228,0.101273564,19.3,28.1,35.3,44,Mediterranean,119,1000,9,20.28314,09/05/1995 01:00,20/08/2015 10:00,NA,NA,NA
AU_000039,-31.91919999,115.8728,AU,296,0.829054482,0.248531228,0.101273564,18.7,27.2,34.2,42.7,Mediterranean,119,1000,9,21.58362,19/01/1994 01:00,20/08/2015 10:00,NA,NA,NA
AU_000420,-37.97999999,145.0962,AU,663,0.805842127,0.279880293,0.106129022,15.8,24,30.7,39,Oceanic,111,460,24,17.83482,19/10/1997 06:00,20/08/2015 09:00,NA,NA,NA
AU_000468,-31.47559999,118.2789,AU,538,0.772345082,0.307520094,0.14279915,13.5,21.4,28.5,37.4,Arid cold,8,540,14,49.57598,02/01/1966 10:00,01/08/2015 00:00,NA,NA,NA
AU_000469,-31.49939999,118.2242,AU,538,0.772345082,0.307520094,0.14279915,13.1,20.9,27.7,36.4,Arid cold,8,540,14,22.05784,11/03/1963 10:00,01/04/1985 00:00,NA,NA,NA
AU_000470,-14.78829999,126.4964,AU,561,0.807174818,0.358667376,-0.041554176,48.7,76.8,94.4,112.4,Tropical,28,920,21,17.99738,01/09/1997 12:00,01/09/2015 00:00,NA,NA,NA
AU_000475,-16.41809999,126.1025,AU,561,0.807174818,0.358667376,-0.041554176,45.4,71.6,88,104.8,Tropical,28,920,21,21.78029,19/11/1993 19:00,01/09/2015 00:00,NA,NA,NA
AU_000480,-15.37969999,126.3114,AU,561,0.807174818,0.358667376,-0.041554176,43.2,68.2,83.8,99.8,Tropical,28,920,21,18.74857,01/12/1996 03:00,01/09/2015 00:00,NA,NA,NA
AU_000495,-32.93419999,117.1797,AU,538,0.772345082,0.307520094,0.14279915,12.4,19.7,26.2,34.4,Mediterranean,8,540,14,41.76181,27/08/1963 13:00,01/06/2005 00:00,-26.62209497,NA,-32.53553159
AU_000497,-33.96439999,118.4889,AU,538,0.772345082,0.307520094,0.14279915,12.7,20.2,26.8,35.2,Arid cold,8,540,14,47.33333,01/05/1968 13:00,01/09/2015 00:00,NA,NA,NA
AU_000501,-32.11779999,116.8678,AU,538,0.772345082,0.307520094,0.14279915,13,20.7,27.5,36.2,Mediterranean,8,540,14,54.65959,02/08/1960 15:00,01/04/2015 00:00,NA,NA,NA
AU_000509,-31.67969999,128.8958,AU,458,0.738480264,0.308576362,0.217070527,17.7,28.9,40.4,56.2,Arid cold,102,540,15,20.3412,29/03/1995 10:00,01/08/2015 00:00,NA,NA,NA
AU_000510,-30.83889999,128.1139,AU,163,0.753772092,0.390865821,0.050816426,11.2,18.9,24.6,31.1,Arid hot,108,1000,5,34.24401,01/01/1961 10:00,01/04/1995 00:00,-4.796367702,NA,-1.838114252
AU_000513,-30.78469999,121.4533,AU,538,0.772345082,0.307520094,0.14279915,14.8,23.4,31.2,40.9,Arid hot,8,540,14,76.32752,03/04/1939 10:00,01/08/2015 00:00,-24.35553798,NA,-27.08875044
AU_000514,-28.88779999,121.3295,AU,538,0.772345082,0.307520094,0.14279915,15.6,24.8,33,43.3,Arid hot,8,540,14,51.42562,26/02/1963 20:00,01/08/2014 00:00,NA,NA,NA
AU_000518,-25.03409999,128.301,AU,163,0.753772092,0.390865821,0.050816426,18.2,30.7,40,50.6,Arid hot,108,1000,5,58.57906,01/10/1956 01:00,01/05/2015 00:00,NA,NA,NA
AU_000522,-12.42389999,130.8925,AU,282,0.871010824,0.244250688,-0.052006398,52.5,72.9,85.4,98.1,Tropical,103,700,13,61.45003,17/09/1953 10:00,01/03/2015 00:00,-55.35632481,NA,-52.51340787
AU_000527,-12.32359999,133.0579,AU,282,0.871010824,0.244250688,-0.052006398,46.9,65.2,76.5,87.8,Tropical,103,700,13,18.0835,01/10/1996 01:00,01/11/2014 00:00,NA,NA,NA
AU_000551,-11.15379999,132.143,AU,282,0.871010824,0.244250688,-0.052006398,45.9,63.8,74.8,85.9,Tropical,103,700,13,18.38672,10/10/1996 07:00,01/03/2015 00:00,NA,NA,NA
AU_000560,-13.16719999,130.1226,AU,282,0.871010824,0.244250688,-0.052006398,49.5,68.8,80.7,92.6,Tropical,103,700,13,18.24492,01/01/1997 02:00,01/04/2015 00:00,NA,NA,NA
AU_000580,-15.57479999,133.2137,AU,282,0.871010824,0.244250688,-0.052006398,48,66.7,78.2,89.8,Arid hot,103,700,13,18.57906,01/10/1996 01:00,01/05/2015 00:00,NA,NA,NA
AU_000586,-14.85299999,134.0361,AU,282,0.871010824,0.244250688,-0.052006398,41.4,57.5,67.4,77.4,Tropical,103,700,13,16.7974,13/08/1997 19:00,01/06/2014 00:00,NA,NA,NA
AU_000592,-17.21219999,137.9462,AU,313,0.868418359,0.240184629,-0.030533337,37.6,52.3,61.7,71.4,Tropical,123,680,10,16.65024,06/10/1997 13:00,01/06/2014 00:00,NA,NA,NA
AU_000598,-16.41549999,132.0859,AU,282,0.871010824,0.244250688,-0.052006398,40.1,55.7,65.3,75,Arid hot,103,700,13,18.09868,26/07/1997 12:00,01/09/2015 00:00,NA,NA,NA
AU_000603,-17.38689999,131.1166,AU,282,0.871010824,0.244250688,-0.052006398,36,50.1,58.7,67.4,Arid hot,103,700,13,18.66393,01/07/1996 01:00,01/03/2015 00:00,NA,NA,NA
AU_000605,-15.66139999,130.4808,AU,561,0.807174818,0.358667376,-0.041554176,45,71.1,87.4,104,Arid hot,28,920,21,18.16838,01/07/1996 01:00,01/09/2014 00:00,NA,NA,NA
AU_000607,-17.39819999,131.9558,AU,282,0.871010824,0.244250688,-0.052006398,38.2,53.1,62.2,71.4,Arid hot,103,700,13,16.8112,08/11/1997 18:00,01/09/2014 00:00,NA,NA,NA
AU_000617,-13.73789999,130.6834,AU,282,0.871010824,0.244250688,-0.052006398,44.6,61.9,72.6,83.4,Tropical,103,700,13,34.77515,21/05/1980 10:00,01/03/2015 00:00,-30.72319666,NA,-11.93993257
AU_000628,-18.63699999,135.945,AU,569,0.779194228,0.35252465,0.047501629,30.1,48.6,62.3,77.9,Arid hot,125,760,16,45.44319,20/12/1968 22:00,01/06/2014 00:00,-57.29353977,NA,-58.2325029
AU_000630,-17.55509999,133.5439,AU,282,0.871010824,0.244250688,-0.052006398,31.3,43.5,51,58.6,Arid hot,103,700,13,27.57118,04/01/1988 16:00,01/08/2015 00:00,NA,NA,NA
AU_000631,-19.64229999,134.1833,AU,163,0.753772092,0.390865821,0.050816426,32.2,54.2,70.7,89.4,Arid hot,108,1000,5,45.53947,15/10/1969 18:00,01/05/2015 00:00,NA,NA,NA
AU_000634,-25.31389999,131.7571,AU,325,0.757931047,0.363618311,0.08261406,16.7,27.7,36.4,46.6,Arid hot,40,300,16,15.88661,11/09/1999 11:00,01/08/2015 00:00,NA,NA,NA
AU_000635,-24.74949999,133.2317,AU,325,0.757931047,0.363618311,0.08261406,21.2,35.1,46.1,59.2,Arid hot,40,300,16,18.74766,31/10/1996 11:00,01/08/2015 00:00,NA,NA,NA
AU_000636,-21.53169999,133.8901,AU,325,0.757931047,0.363618311,0.08261406,29.6,49.1,64.6,82.8,Arid hot,40,300,16,18.76443,25/07/1996 08:00,01/05/2015 00:00,NA,NA,NA
AU_000637,-22.25619999,131.8017,AU,325,0.757931047,0.363618311,0.08261406,22.6,37.4,49.1,63,Arid hot,40,300,16,19.10141,25/07/1996 06:00,01/09/2015 00:00,NA,NA,NA
AU_000638,-21.90409999,136.0741,AU,163,0.753772092,0.390865821,0.050816426,27.7,46.6,60.8,76.9,Arid hot,108,1000,5,19.05076,12/07/1996 18:00,01/08/2015 00:00,NA,NA,NA
AU_000639,-21.84809999,133.1228,AU,325,0.757931047,0.363618311,0.08261406,26.5,43.9,57.6,73.9,Arid hot,40,300,16,18.76443,25/07/1996 08:00,01/05/2015 00:00,NA,NA,NA
AU_000640,-22.64589999,133.3457,AU,325,0.757931047,0.363618311,0.08261406,25.2,41.8,55,70.5,Arid hot,40,300,16,18.76454,25/07/1996 07:00,01/05/2015 00:00,NA,NA,NA
AU_000641,-20.18829999,130.0161,AU,561,0.807174818,0.358667376,-0.041554176,29.4,46.4,57.1,67.9,Arid hot,28,920,21,27.34873,26/08/1969 22:00,01/01/1997 00:00,NA,NA,NA
AU_000643,-24.39959999,132.4525,AU,325,0.757931047,0.363618311,0.08261406,22.3,36.9,48.5,62.2,Arid hot,40,300,16,17.98255,06/05/1997 22:00,01/05/2015 00:00,NA,NA,NA
AU_000648,-22.45149999,134.8189,AU,325,0.757931047,0.363618311,0.08261406,28.2,46.7,61.4,78.8,Arid hot,40,300,16,16.93292,25/07/1996 07:00,01/07/2013 00:00,NA,NA,NA
AU_000649,-24.01369999,135.4268,AU,325,0.757931047,0.363618311,0.08261406,19.8,32.9,43.2,55.4,Arid hot,40,300,16,19.01643,25/07/1996 07:00,01/08/2015 00:00,NA,NA,NA
AU_000650,-23.79509999,133.889,AU,325,0.757931047,0.363618311,0.08261406,20.2,33.5,44,56.5,Arid hot,40,300,16,63.68606,23/06/1951 17:00,01/03/2015 00:00,-34.18707806,NA,-32.66354555
AU_000652,-22.94939999,136.1442,AU,325,0.757931047,0.363618311,0.08261406,19.1,31.7,41.6,53.4,Arid hot,40,300,16,47.57928,01/01/1968 17:00,01/08/2015 00:00,-32.03565903,NA,-29.37084826
AU_000653,-25.84279999,133.3027,AU,325,0.757931047,0.363618311,0.08261406,19.5,32.4,42.6,54.6,Arid hot,40,300,16,19.07358,04/07/1996 10:00,01/08/2015 00:00,NA,NA,NA
AU_000654,-22.44099999,136.2916,AU,325,0.757931047,0.363618311,0.08261406,25.4,42.1,55.3,70.9,Arid hot,40,300,16,16.93258,25/07/1996 10:00,01/07/2013 00:00,NA,NA,NA
AU_000655,-25.56069999,134.071,AU,325,0.757931047,0.363618311,0.08261406,18.1,30.1,39.5,50.7,Arid hot,40,300,16,18.66199,01/12/1996 18:00,01/08/2015 00:00,NA,NA,NA
AU_000657,-22.27409999,137.973,AU,569,0.779194228,0.35252465,0.047501629,25.1,40.5,52,65,Arid hot,125,760,16,17.93064,25/07/1996 21:00,01/07/2014 00:00,NA,NA,NA
AU_000659,-22.45179999,133.6377,AU,325,0.757931047,0.363618311,0.08261406,27,44.7,58.8,75.4,Arid hot,40,300,16,19.16496,01/06/1996 01:00,01/08/2015 00:00,NA,NA,NA
AU_000661,-24.29179999,131.549,AU,325,0.757931047,0.363618311,0.08261406,20.1,33.3,43.7,56.1,Arid hot,40,300,16,18.66336,01/07/1996 06:00,01/03/2015 00:00,NA,NA,NA
AU_000662,-25.36019999,131.0196,AU,163,0.753772092,0.390865821,0.050816426,22.5,38,49.5,62.6,Arid hot,108,1000,5,17.98517,05/05/1997 23:00,01/05/2015 00:00,NA,NA,NA
AU_000665,-20.18229999,130.0148,AU,561,0.807174818,0.358667376,-0.041554176,24.9,39.2,48.2,57.4,Arid hot,28,920,21,19.16769,01/07/1996 01:00,01/09/2015 00:00,NA,NA,NA
AU_000670,-31.15579999,136.8054,AU,458,0.738480264,0.308576362,0.217070527,12.7,20.7,28.9,40.3,Arid hot,102,540,15,59.37201,18/08/1955 10:00,01/01/2015 00:00,-30.61339385,NA,-37.32779632
AU_000672,-32.52259999,136.4926,AU,458,0.738480264,0.308576362,0.217070527,12.5,20.5,28.6,39.8,Arid cold,102,540,15,40.47639,09/10/1973 01:00,01/04/2014 00:00,-14.17544701,NA,-20.12509702
AU_000675,-27.30019999,133.6201,AU,458,0.738480264,0.308576362,0.217070527,19,31,43.3,60.2,Arid hot,102,540,15,29.6734,27/08/1985 20:00,01/05/2015 00:00,NA,NA,NA
AU_000690,-28.11249999,140.2102,AU,569,0.779194228,0.35252465,0.047501629,16.2,26.2,33.6,42,Arid hot,125,760,16,27.92562,28/11/1972 05:00,01/11/2000 00:00,NA,NA,NA
AU_000691,-30.59249999,138.4053,AU,458,0.738480264,0.308576362,0.217070527,16,26.2,36.5,50.8,Arid hot,102,540,15,15.92688,27/09/1972 18:00,01/09/1988 00:00,NA,NA,NA
AU_000696,-32.83609999,135.15,AU,458,0.738480264,0.308576362,0.217070527,12.4,20.2,28.2,39.2,Arid cold,102,540,15,23.6426,09/08/1973 14:00,01/04/1997 00:00,NA,NA,NA
AU_000701,-33.70809999,136.5026,AU,458,0.738480264,0.308576362,0.217070527,11.7,19.1,26.7,37.2,Arid cold,102,540,15,53.35969,20/01/1962 10:00,01/06/2015 00:00,-27.90450447,NA,-36.89921456
AU_000703,-33.50849999,135.2928,AU,458,0.738480264,0.308576362,0.217070527,11.2,18.4,25.6,35.7,Mediterranean,102,540,15,38.12229,17/11/1967 21:00,01/01/2006 00:00,NA,NA,NA
AU_000705,-34.49059999,135.8511,AU,458,0.738480264,0.308576362,0.217070527,12.1,19.8,27.6,38.4,Mediterranean,102,540,15,21.17967,25/01/1973 04:00,01/04/1994 00:00,NA,NA,NA
AU_000708,-32.84269999,135.1515,AU,458,0.738480264,0.308576362,0.217070527,12.3,20,28,39,Arid cold,102,540,15,18.36459,20/03/1997 09:00,01/08/2015 00:00,NA,NA,NA
AU_000722,-29.03889999,167.9408,AU,488,0.841179906,0.25427402,0.045879056,32.7,47.3,58,70.2,Humid subtropical,29,1000,20,67.07883,01/06/1948 12:00,01/07/2015 00:00,-23.95121669,NA,-33.51946391
AU_000734,-18.22919999,127.6636,AU,561,0.807174818,0.358667376,-0.041554176,32.5,51.2,63,75,Arid hot,28,920,21,60.08487,01/07/1955 01:00,01/08/2015 00:00,NA,NA,NA
AU_000757,-33.20249999,138.6024,AU,270,0.781907252,0.309375367,0.11524074,13.6,21.4,28,36.1,Mediterranean,39,180,8,63.85969,22/10/1951 07:00,01/09/2015 00:00,NA,NA,NA
AU_000771,-35.79999999,137.3333,AU,458,0.738480264,0.308576362,0.217070527,12.2,19.9,27.8,38.6,Mediterranean,102,540,15,24.3306,02/09/1960 07:00,01/01/1985 00:00,NA,NA,NA
AU_000772,-35.77339999,137.033,AU,458,0.738480264,0.308576362,0.217070527,11.3,18.5,25.8,35.9,Mediterranean,102,540,15,28.77116,22/02/1973 09:00,01/12/2001 00:00,NA,NA,NA
AU_000777,-34.79769999,138.6281,AU,270,0.781907252,0.309375367,0.11524074,14.3,22.5,29.4,37.9,Arid cold,39,180,8,42.78337,18/08/1972 10:00,01/06/2015 00:00,-45.3137214,NA,-40.95509449
AU_000780,-34.95239999,138.5204,AU,174,0.838743827,0.247983346,0.069126302,12.2,17.5,21.7,26.5,Mediterranean,132,40,5,48.62868,14/01/1967 10:00,01/09/2015 00:00,-43.41835666,NA,-54.49782983
AU_000783,-34.71109999,138.6222,AU,270,0.781907252,0.309375367,0.11524074,14.1,22.2,29,37.4,Arid cold,39,180,8,35.29375,14/11/1979 00:00,01/03/2015 00:00,-40.55102857,NA,-41.49372177
AU_000784,-34.92109999,138.6216,AU,174,0.838743827,0.247983346,0.069126302,12.9,18.7,23.1,28.2,Mediterranean,132,40,5,38.21059,12/02/1977 15:00,01/05/2015 00:00,-24.2953703,NA,-17.51770879
AU_000785,-34.51059999,138.6763,AU,270,0.781907252,0.309375367,0.11524074,10.9,17.2,22.5,29,Arid cold,39,180,8,16.05487,12/05/1999 00:00,01/06/2015 00:00,NA,NA,NA
AU_000788,-34.47669999,139.0047,AU,270,0.781907252,0.309375367,0.11524074,10.8,17.1,22.3,28.8,Mediterranean,39,180,8,27.93589,24/09/1970 11:00,01/09/1998 00:00,NA,NA,NA
AU_000789,-34.55189999,138.8342,AU,270,0.781907252,0.309375367,0.11524074,11.2,17.7,23.1,29.8,Mediterranean,39,180,8,57.06286,07/04/1958 20:00,01/05/2015 00:00,-39.74766409,NA,-40.71155227
AU_000790,-34.47609999,139.0056,AU,270,0.781907252,0.309375367,0.11524074,12.6,19.9,26,33.5,Mediterranean,39,180,8,15.54825,13/10/1999 01:00,01/05/2015 00:00,NA,NA,NA
AU_000793,-35.34969999,138.6223,AU,118,0.895056938,0.213409575,-0.093729875,12.5,16.6,18.9,21.1,Mediterranean,156,200,4,17.32432,05/05/1998 08:00,01/09/2015 00:00,NA,NA,NA
AU_000794,-34.71219999,138.9469,AU,270,0.781907252,0.309375367,0.11524074,13.8,21.7,28.4,36.6,Mediterranean,39,180,8,44.79877,13/10/1970 07:00,01/08/2015 00:00,-29.15342141,NA,-22.49004549
AU_000795,-34.99999999,138.7167,AU,174,0.838743827,0.247983346,0.069126302,15.3,22,27.2,33.3,Mediterranean,132,40,5,21.00046,30/06/1964 15:00,01/07/1985 00:00,NA,NA,NA
AU_000796,-34.94819999,138.8071,AU,174,0.838743827,0.247983346,0.069126302,14.2,20.4,25.2,30.9,Mediterranean,132,40,5,42.65172,05/10/1972 12:00,01/06/2015 00:00,-22.14216092,NA,-23.6372699
AU_000799,-35.41229999,138.5751,AU,118,0.895056938,0.213409575,-0.093729875,12.5,16.7,19,21.2,Mediterranean,156,200,4,42.08795,29/03/1973 10:00,01/05/2015 00:00,-32.93426961,NA,-35.12919574
AU_000800,-35.44279999,138.5444,AU,118,0.895056938,0.213409575,-0.093729875,13,17.2,19.7,22,Mediterranean,156,200,4,42.23443,06/03/1973 22:00,01/06/2015 00:00,-26.7354693,NA,-18.39141409
AU_000803,-35.41559999,138.6764,AU,118,0.895056938,0.213409575,-0.093729875,12,15.9,18.1,20.3,Mediterranean,156,200,4,19.5138,25/10/1978 15:00,01/05/1998 00:00,NA,NA,NA
AU_000805,-35.02659999,138.7133,AU,174,0.838743827,0.247983346,0.069126302,13.6,19.6,24.2,29.6,Mediterranean,132,40,5,30.05761,10/05/1985 12:00,01/06/2015 00:00,NA,NA,NA
AU_000827,-36.11669999,140.3667,AU,893,0.792456746,0.297132467,0.110021574,14.4,22.3,28.9,37,Mediterranean,12,260,24,17.39106,10/05/1972 23:00,01/10/1989 00:00,NA,NA,NA
AU_000830,-36.88029999,140.9286,AU,893,0.792456746,0.297132467,0.110021574,14.3,22.1,28.7,36.7,Mediterranean,12,260,24,22.71732,11/10/1972 13:00,01/07/1995 00:00,NA,NA,NA
AU_000832,-37.74729999,140.7739,AU,893,0.792456746,0.297132467,0.110021574,12.2,18.9,24.5,31.3,Mediterranean,12,260,24,73.27721,19/01/1942 13:00,01/05/2015 00:00,-20.8895783,NA,4.167122254
AU_000835,-36.05819999,139.5913,AU,893,0.792456746,0.297132467,0.110021574,11,17.1,22.2,28.4,Mediterranean,12,260,24,42.50011,29/10/1972 21:00,01/05/2015 00:00,-23.18929986,NA,0.379226899
AU_000837,-37.09509999,140.7911,AU,893,0.792456746,0.297132467,0.110021574,10.9,17,22,28.1,Mediterranean,12,260,24,41.08191,31/03/1974 21:00,01/05/2015 00:00,NA,NA,NA
AU_000838,-36.59579999,140.4864,AU,893,0.792456746,0.297132467,0.110021574,12.1,18.8,24.3,31.1,Mediterranean,12,260,24,18.57826,04/05/1982 08:00,01/12/2000 00:00,NA,NA,NA
AU_000839,-37.29059999,140.8254,AU,893,0.792456746,0.297132467,0.110021574,12.8,19.8,25.7,32.8,Mediterranean,12,260,24,29.01392,25/09/1985 17:00,01/10/2014 00:00,NA,NA,NA
AU_000844,-13.76419999,143.1178,AU,313,0.868418359,0.240184629,-0.030533337,43.7,60.7,71.6,82.9,Tropical,123,680,10,35.37474,17/08/1967 10:00,01/01/2003 00:00,-12.7277839,NA,-12.08027928
AU_000846,-12.62669999,141.8836,AU,313,0.868418359,0.240184629,-0.030533337,53.5,74.5,87.9,101.7,Tropical,123,680,10,50.67112,28/09/1964 10:00,01/06/2015 00:00,-23.87834545,NA,-24.17958714
AU_000847,-12.67779999,141.9208,AU,313,0.868418359,0.240184629,-0.030533337,54.4,75.6,89.2,103.2,Tropical,123,680,10,20.49452,01/01/1995 10:00,01/07/2015 00:00,NA,NA,NA
AU_000850,-15.55809999,144.4453,AU,313,0.868418359,0.240184629,-0.030533337,50.9,70.9,83.6,96.8,Tropical,123,680,10,41.21093,15/11/1972 18:00,01/02/2014 00:00,-56.93012757,NA,-53.78245981
AU_000851,-16.00079999,144.0758,AU,313,0.868418359,0.240184629,-0.030533337,42.3,58.8,69.4,80.3,Tropical,123,680,10,32.9149,31/12/1966 21:00,01/12/1999 00:00,-55.50426094,NA,-40.67308357
AU_000853,-20.67169999,140.5083,AU,569,0.779194228,0.35252465,0.047501629,28.6,46.2,59.2,74.1,Arid hot,125,760,16,21.74675,01/10/1953 01:00,01/07/1975 00:00,NA,NA,NA
AU_000855,-17.67059999,141.0672,AU,313,0.868418359,0.240184629,-0.030533337,50.1,69.7,82.2,95.1,Tropical,123,680,10,34.32831,03/10/1964 15:00,01/02/1999 00:00,-58.08657404,NA,-50.24388375
AU_000864,-20.67779999,139.4875,AU,569,0.779194228,0.35252465,0.047501629,31,50.2,64.3,80.4,Arid hot,125,760,16,48.07598,04/03/1967 07:00,01/04/2015 00:00,-63.20798077,NA,-59.15546973
AU_000865,-20.95419999,139.5861,AU,569,0.779194228,0.35252465,0.047501629,28,45.2,58,72.5,Arid hot,125,760,16,18.94638,20/12/1970 21:00,01/12/1989 00:00,NA,NA,NA
AU_000869,-18.29219999,143.5483,AU,313,0.868418359,0.240184629,-0.030533337,37.2,51.8,61.1,70.7,Tropical,123,680,10,33.22998,08/04/1975 19:00,01/07/2008 00:00,-48.76867048,NA,-42.75322346
AU_000870,-17.94749999,122.2353,AU,561,0.807174818,0.358667376,-0.041554176,39.9,63,77.4,92.2,Arid hot,28,920,21,67.57267,04/01/1948 03:00,01/08/2015 00:00,-58.33833711,NA,-50.10373306
AU_000872,-20.87079999,144.6,AU,596,0.833311504,0.294731929,-0.011913523,31.8,47.3,57.6,68.5,Arid hot,114,540,20,17.3914,08/01/1966 20:00,01/06/1983 00:00,NA,NA,NA
AU_000873,-20.72889999,143.1425,AU,569,0.779194228,0.35252465,0.047501629,32,51.7,66.4,83,Arid hot,125,760,16,46.32101,04/12/1968 07:00,01/04/2015 00:00,NA,NA,NA
AU_000875,-20.76909999,145.0211,AU,596,0.833311504,0.294731929,-0.011913523,32.5,48.4,58.9,70,Arid hot,114,540,20,31.35832,21/11/1983 10:00,01/04/2015 00:00,NA,NA,NA
AU_000877,-18.68359999,144.7446,AU,569,0.779194228,0.35252465,0.047501629,36.9,59.7,76.6,95.7,Arid hot,125,760,16,50.32375,04/06/1964 07:00,01/10/2014 00:00,-53.98894684,NA,-56.29308905
AU_000879,-19.70369999,144.3775,AU,596,0.833311504,0.294731929,-0.011913523,33.8,50.2,61.1,72.7,Arid hot,114,540,20,42.55795,08/09/1972 18:00,01/04/2015 00:00,-53.16620723,NA,-46.14124947
AU_000888,-17.15359999,144.5236,AU,313,0.868418359,0.240184629,-0.030533337,41.2,57.3,67.6,78.2,Tropical,123,680,10,45.63952,09/11/1968 05:00,01/07/2014 00:00,-52.6117102,NA,-46.9678579
AU_000890,-20.70169999,143.1167,AU,569,0.779194228,0.35252465,0.047501629,40,64.6,82.9,103.6,Arid hot,125,760,16,17.47319,08/11/1997 23:00,01/05/2015 00:00,NA,NA,NA
AU_000904,-16.87359999,145.7458,AU,398,0.848086583,0.271998593,-0.019247536,46.3,66.9,80.5,94.6,Tropical,14,120,9,72.63518,11/09/1942 01:00,01/05/2015 00:00,NA,NA,NA
AU_000905,-15.46329999,145.25,AU,275,0.849907472,0.245562487,0.03332304,51.6,73.4,89.2,106.8,Tropical,112,540,9,21.65811,03/01/1966 10:00,01/09/1987 00:00,NA,NA,NA
AU_000906,-15.44859999,145.1861,AU,275,0.849907472,0.245562487,0.03332304,49.6,70.7,85.8,102.8,Tropical,112,540,9,15.16575,01/08/1987 18:00,01/10/2002 00:00,NA,NA,NA
AU_000907,-17.21859999,145.565,AU,398,0.848086583,0.271998593,-0.019247536,39.1,56.6,68,80,Tropical,14,120,9,59.09491,26/09/1952 15:00,01/11/2011 00:00,-65.68021962,NA,-67.55744634
AU_000908,-17.67699999,145.115,AU,398,0.848086583,0.271998593,-0.019247536,40.9,59.2,71.1,83.6,Tropical,14,120,9,42.39083,08/11/1972 19:00,01/04/2015 00:00,-49.43168211,NA,-46.8560366
AU_000909,-17.60689999,145.4811,AU,398,0.848086583,0.271998593,-0.019247536,35.6,51.5,61.9,72.8,Tropical,14,120,9,43.64853,08/04/1969 10:00,01/12/2012 00:00,-49.57409029,NA,-39.71629113
AU_000911,-16.99499999,145.4253,AU,398,0.848086583,0.271998593,-0.019247536,35.1,50.8,61,71.8,Tropical,14,120,9,50.45197,17/01/1952 11:00,01/07/2002 00:00,-52.20503153,NA,-48.15872341
AU_000912,-17.83999999,145.5956,AU,398,0.848086583,0.271998593,-0.019247536,36.2,52.4,63,74.1,Tropical,14,120,9,55.15572,03/01/1960 10:00,01/03/2015 00:00,-61.70940181,NA,-57.68682689
AU_000917,-16.52609999,145.4628,AU,398,0.848086583,0.271998593,-0.019247536,55.9,80.9,97.3,114.4,Tropical,14,120,9,18.8047,10/05/1996 15:00,01/03/2015 00:00,NA,NA,NA
AU_000925,-17.60529999,145.9972,AU,398,0.848086583,0.271998593,-0.019247536,53.2,76.9,92.5,108.7,Tropical,14,120,9,45.2431,02/01/1969 00:00,01/04/2014 00:00,-57.23361281,NA,-54.5200532
AU_000926,-19.24829999,146.7661,AU,226,0.839445523,0.29760481,-0.039518215,46.1,68.2,82.1,96.4,Tropical,86,120,6,62.07552,03/03/1953 23:00,01/04/2015 00:00,-53.42410366,NA,-49.15585168
AU_000927,-17.93639999,145.9253,AU,398,0.848086583,0.271998593,-0.019247536,51.8,74.9,90,105.9,Tropical,14,120,9,42.54517,13/11/1972 10:00,01/06/2015 00:00,-51.17939772,NA,-46.53190584
AU_000928,-18.72169999,145.9239,AU,275,0.849907472,0.245562487,0.03332304,40.6,57.8,70.3,84.1,Tropical,112,540,9,42.76318,25/07/1972 19:00,01/05/2015 00:00,NA,NA,NA
AU_000929,-19.20329999,146.6131,AU,226,0.839445523,0.29760481,-0.039518215,45.4,67.2,80.9,94.9,Tropical,86,120,6,25.1329,11/01/1990 06:00,01/03/2015 00:00,NA,NA,NA
AU_000932,-19.16479999,145.4199,AU,596,0.833311504,0.294731929,-0.011913523,37.7,56.1,68.3,81.1,Arid hot,114,540,20,51.3363,29/11/1963 11:00,01/04/2015 00:00,-49.76485242,NA,-43.17267254
AU_000934,-18.64939999,146.1769,AU,275,0.849907472,0.245562487,0.03332304,49,69.7,84.7,101.4,Tropical,112,540,9,42.35683,23/07/1972 05:00,01/12/2014 00:00,-60.21532473,NA,-56.1205544
AU_000935,-18.52249999,146.0019,AU,275,0.849907472,0.245562487,0.03332304,40.8,58.1,70.6,84.5,Tropical,112,540,9,28.12959,14/10/1975 17:00,01/12/2003 00:00,NA,NA,NA
AU_000940,-19.61689999,147.3758,AU,226,0.839445523,0.29760481,-0.039518215,40.3,59.6,71.7,84.2,Tropical,86,120,6,63.32284,03/11/1951 09:00,01/03/2015 00:00,-49.24074476,NA,-37.21771701
AU_000942,-20.55329999,147.8464,AU,226,0.839445523,0.29760481,-0.039518215,34.2,50.6,61,71.5,Arid hot,86,120,6,51.70329,17/06/1963 10:00,01/03/2015 00:00,-59.9044459,NA,-53.74825744
AU_000943,-21.26669999,148.9667,AU,596,0.833311504,0.294731929,-0.011913523,58.4,87,105.8,125.8,Tropical,114,540,20,15.8906,11/10/1970 00:00,01/09/1986 00:00,NA,NA,NA
AU_000946,-20.39999999,148.5833,AU,275,0.849907472,0.245562487,0.03332304,36.8,52.3,63.6,76.1,Tropical,112,540,9,19.48688,07/08/1969 11:00,01/02/1989 00:00,NA,NA,NA
