"","X","station_id","lat","lon","country","years","location","scale","shape","rp10","rp30","rp100","kg","cluster","distance","n_gauges","record_len","start","end"
"27",27,"US_001165",33.6300999899276,-84.4418,"US",64,78.1181739438171,22.4041960653058,0.0996301541456721,134.634952236793,168.289832932066,208.860795196694,"Humid subtropical",NA,NA,NA,NA,NA,NA
"28",28,"US_001193",32.5160999893648,-84.9422,"US",64,87.3036054446932,24.8671473494698,-0.107316757216149,137.019212181513,157.872354424887,177.585226973027,"Humid subtropical",NA,NA,NA,NA,NA,NA
"29",29,"US_001251",32.131329989174,-81.20237,"US",64,87.4899298719545,29.6513512570529,0.129067945055545,164.917187936194,213.327560522812,273.743246392238,"Humid subtropical",NA,NA,NA,NA,NA,NA
"30",30,"US_001491",41.465279993846,-90.52333,"US",64,64.3865941321235,22.1581338405094,0.0760592133297977,118.77217515536,149.91193655371,186.424394667095,"Humid continental",NA,NA,NA,NA,NA,NA
"31",31,"US_001585",40.9704999936191,-85.2063,"US",64,53.5296579645178,16.3166632477799,0.0395947860405568,91.9336924737992,112.620774552752,135.859077811485,"Humid continental",NA,NA,NA,NA,NA,NA
"32",32,"US_001720",41.5337999938771,-93.653,"US",64,60.4396981266027,16.6024431495356,0.118896713859878,103.276820031945,129.613574300176,162.090499104649,"Humid continental",NA,NA,NA,NA,NA,NA
"33",33,"US_001810",42.3912999942579,-96.3791,"US",64,56.2730245765512,15.5778118590586,0.0369066866352518,92.8257313961296,112.426835238488,134.375767155881,"Humid continental",NA,NA,NA,NA,NA,NA
"34",34,"US_002021",38.1810999922664,-85.7391,"US",64,67.1898278585656,20.1795583313694,0.0994732224922979,118.085416524844,148.385066154749,184.904553866557,"Humid subtropical",NA,NA,NA,NA,NA,NA
"35",35,"US_002198",46.8704999959816,-68.0173,"US",64,47.609221775718,14.3458009828558,0.247529953956627,90.8145025211635,123.593843658411,170.627822628183,"Humid continental",NA,NA,NA,NA,NA,NA
"36",36,"US_003261",43.2048999946052,-71.50274,"US",64,53.0713373610528,14.6931188185707,0.194719468103129,94.5656173666757,123.46111875843,162.420682035586,"Humid continental",NA,NA,NA,NA,NA,NA
"37",37,"US_003514",42.7472199944116,-73.79912,"US",64,52.7267179012798,17.3831499106903,0.099542268319431,96.5729177379827,122.678851165954,154.146302899448,"Humid continental",NA,NA,NA,NA,NA,NA
"38",38,"US_003533",42.940799994494,-78.7358,"US",64,50.0477054363731,14.0215922254041,0.104421215490334,85.6170678195478,106.967215045015,132.850307515802,"Humid continental",NA,NA,NA,NA,NA,NA
"39",39,"US_003637",43.1166999945683,-77.6767,"US",64,43.9114901370386,11.587089423271,0.0858632071957644,72.6762779533907,89.4175740683038,109.27499639965,"Humid continental",NA,NA,NA,NA,NA,NA
"40",40,"US_003725",35.2235999907484,-80.9552,"US",64,68.3310237065025,21.0384069108112,0.156900477233076,125.110452985478,162.276504370781,210.204241074336,"Humid subtropical",NA,NA,NA,NA,NA,NA
"41",41,"US_003974",41.4049999938186,-81.85278,"US",64,50.4775956360758,13.4043284474578,0.0224874582157055,81.4185395947232,97.6126294522061,115.441713464835,"Humid continental",NA,NA,NA,NA,NA,NA
"42",42,"US_004236",35.388899990834,-97.6006,"US",64,75.3074330228531,26.9660429525095,0.124732230816375,145.363735914821,188.852853366472,242.850614884269,"Humid subtropical",NA,NA,NA,NA,NA,NA
"43",43,"US_004274",36.1993999912535,-95.8872,"US",64,81.4175792541995,24.0998109277015,0.0711098316751337,140.231338277615,173.629531020358,212.56279422361,"Humid subtropical",NA,NA,NA,NA,NA,NA
"44",44,"US_004486",40.6498499934698,-75.44771,"US",64,65.1581243651307,19.4228508032532,0.272027288334731,125.449563681875,173.033224127604,243.310235028196,"Humid continental",NA,NA,NA,NA,NA,NA
"45",45,"US_004859",44.398099995088,-98.2231,"US",64,46.5280834647887,15.0731787055332,0.117568652700262,85.3588008750725,109.179957378059,138.508923629568,"Humid continental",NA,NA,NA,NA,NA,NA
"46",46,"US_004921",36.4796699913981,-82.39898,"US",64,54.9681395797624,12.3277639375313,-0.0943809652662779,79.9620041625751,90.6820528685074,100.970896158035,"Humid subtropical",NA,NA,NA,NA,NA,NA
"47",47,"US_004933",35.0336199906501,-85.20044,"US",64,79.5559076307757,20.9756414717155,0.0976776554170343,132.34861072334,163.684065202388,201.372287231647,"Humid subtropical",NA,NA,NA,NA,NA,NA
"48",48,"US_004966",35.8180999910563,-83.9858,"US",64,68.2945675552124,18.1422236211341,0.0429705290658538,111.160388803695,134.382156828891,160.571457332992,"Humid subtropical",NA,NA,NA,NA,NA,NA
"49",49,"US_005156",27.7741999872417,-97.5122,"US",64,93.9161997051995,39.5219173924639,0.0702362474736423,190.269170892751,244.904754902347,308.529675524332,"Humid subtropical",NA,NA,NA,NA,NA,NA
"50",50,"US_005687",44.4682999951154,-73.1499,"US",64,47.6886475281961,11.6768860410432,0.017804613822481,74.4994570052581,88.4215469572908,103.665122585874,"Humid continental",NA,NA,NA,NA,NA,NA
"51",51,"US_005774",37.3212599918303,-79.20656,"US",64,66.1174705671734,18.862754702243,0.0397698345489843,110.523038635579,134.44999779393,161.333265220254,"Humid subtropical",NA,NA,NA,NA,NA,NA
"52",52,"US_005798",37.316899991828,-79.9741,"US",64,68.606835007859,22.6185147814484,0.0179016575739845,120.545969438051,147.520897575329,177.059656146777,"Humid subtropical",NA,NA,NA,NA,NA,NA
"53",53,"US_005816",38.8471999925992,-77.03454,"US",64,62.538226161588,24.1265297180917,0.151789775900653,127.257159161872,169.265791059041,223.113324848135,"Humid subtropical",NA,NA,NA,NA,NA,NA
"54",54,"AU_001313",-29.7751999880659,151.0819,"AU",63,61.3432525465608,17.5707955944244,-0.11008077708881,96.3669944650498,110.987723279189,124.764232428315,"Humid subtropical",NA,NA,NA,NA,NA,NA
"55",55,"NZ_000209",-41.2859999937644,174.767,"NZ",63,66.7379641038016,17.2583130442674,0.085129793340153,109.545012376686,134.428587359206,163.918392925086,"Oceanic",NA,NA,NA,NA,NA,NA
"56",56,"US_000234",35.3329999908051,-94.3625,"US",63,81.1212252835298,24.1166407278938,-0.0075468195537003,134.934275562112,161.705570472414,190.157737650948,"Humid subtropical",NA,NA,NA,NA,NA,NA
"57",57,"US_000434",40.8096999935444,-124.1602,"US",63,55.9728999073015,14.1149830805679,0.274527390162511,99.9239422168777,134.750935386384,186.33930844526,"Mediterranean",NA,NA,NA,NA,NA,NA
"58",58,"US_000692",32.7335999894736,-117.1831,"US",63,35.9811703391758,13.4729837289468,-0.192030790110328,60.5991975417446,69.5106210898046,77.1382317152776,"Arid cold",NA,NA,NA,NA,NA,NA
"59",59,"US_000699",37.770499992059,-122.4269,"US",63,48.8259850010913,14.527749983443,0.10837922028111,85.8504113060077,108.220325212965,135.466284394507,"Mediterranean",NA,NA,NA,NA,NA,NA
"60",60,"US_001285",43.5665999947549,-116.2405,"US",63,20.0467856914294,4.74149734179427,0.266184014395132,34.6590109453223,46.0835261458784,62.8406998464904,"Arid cold",NA,NA,NA,NA,NA,NA
"61",61,"US_001365",42.9201999944853,-112.5711,"US",63,20.887138274487,5.86223933081599,-0.0463453603834524,33.4147013646519,39.2490550727713,45.1735196707557,"Arid cold",NA,NA,NA,NA,NA,NA
"62",62,"US_001527",39.844699993087,-89.6839,"US",63,64.5194096932664,21.2499955846074,0.0319916024838045,114.103128172119,140.47319211114,169.831765620177,"Humid continental",NA,NA,NA,NA,NA,NA
"63",63,"US_001581",38.0440999921974,-87.5205,"US",63,69.3257017151543,16.6414459511453,0.175179146493714,115.23030691845,146.192425350885,186.988553775395,"Humid subtropical",NA,NA,NA,NA,NA,NA
"64",64,"US_001604",39.7251699930293,-86.28168,"US",63,65.1759471803298,18.6174925795938,-0.001778744028055,106.988404343633,127.993759967143,150.469757596293,"Humid continental",NA,NA,NA,NA,NA,NA
"65",65,"US_001663",41.7071999939553,-86.3163,"US",63,54.9432959941339,15.9645536272839,0.120678390821935,96.220927244977,121.673807330411,153.126668922405,"Humid continental",NA,NA,NA,NA,NA,NA
"66",66,"US_001864",37.768599992058,-99.9678,"US",63,50.8801096152599,19.1330418884861,0.105615234839339,99.4837949851694,128.715513045177,164.203368126415,"Arid cold",NA,NA,NA,NA,NA,NA
"67",67,"US_002010",38.0407999921957,-84.6058,"US",63,67.9674184983098,19.5795750939139,0.0576978237162969,115.017066929579,141.142417249668,171.120957763595,"Humid subtropical",NA,NA,NA,NA,NA,NA
"68",68,"US_002287",42.3605999942446,-71.0106,"US",63,67.3143427516265,19.7024153784622,0.103750185789229,117.255375929737,147.198611260961,183.470580536846,"Humid continental",NA,NA,NA,NA,NA,NA
"69",69,"US_002417",43.171109994591,-86.23667,"US",63,52.4483611957252,14.3011857872633,0.110369498119521,88.9804460039431,111.125836273927,138.161571198535,"Humid continental",NA,NA,NA,NA,NA,NA
"70",70,"US_002502",44.8830999952749,-93.2289,"US",63,52.9311466307909,16.3749009858003,0.235717182467852,101.53802298445,137.717969052984,188.913509517241,"Humid continental",NA,NA,NA,NA,NA,NA
"71",71,"US_002519",43.904099994892,-92.4916,"US",63,57.5810874438724,19.8017490717435,0.203492314913768,114.098700729717,154.02279187815,208.411327346704,"Humid continental",NA,NA,NA,NA,NA,NA
"72",72,"US_002628",32.3346999892746,-88.7442,"US",63,94.2796333014712,29.3901745926616,-0.0410121222621316,157.458041273405,187.150490766734,217.490941972421,"Humid subtropical",NA,NA,NA,NA,NA,NA
"73",73,"US_002823",37.2396999917886,-93.3897,"US",63,77.3909134899558,24.3002872148178,-0.0054621979781337,131.740768662985,158.874778726334,187.783144172514,"Humid subtropical",NA,NA,NA,NA,NA,NA
"74",74,"US_002867",45.8068999956153,-108.5422,"US",63,30.0820194234295,13.4926845429922,-0.0515556711544081,58.7503285986519,71.9835129305171,85.339129390591,"Humid continental",NA,NA,NA,NA,NA,NA
"75",75,"US_002927",47.4732999961769,-111.3822,"US",63,32.6473828132329,13.1051840383429,-0.0147593681123817,61.6544734442787,75.9097126478209,90.9321655133258,"Arid cold",NA,NA,NA,NA,NA,NA
"76",76,"US_002972",46.9207999959982,-114.0925,"US",63,24.1535647116831,8.00842809587743,-0.039766450535105,41.3926129151891,49.5118073734412,57.8203375880944,"Humid continental",NA,NA,NA,NA,NA,NA
"77",77,"US_003119",41.9854999940795,-97.4352,"US",63,60.0469057019381,19.2601401626558,-0.0291042432171909,102.000422070065,122.121617448948,142.971463740713,"Humid continental",NA,NA,NA,NA,NA,NA
"78",78,"US_003187",39.29519999282,-114.8466,"US",63,21.6367162452912,7.4108710285597,-0.0041877156306717,38.2355625093319,46.5403961767002,55.4015597435119,"Arid cold",NA,NA,NA,NA,NA,NA
"79",79,"US_003204",36.0718999911875,-115.1634,"US",63,19.3111390788097,8.1527551807165,-0.0297788634110422,37.05660083164,45.5576832703808,54.3596398447824,"Arid hot",NA,NA,NA,NA,NA,NA
"80",80,"US_003233",39.4837999929121,-119.7711,"US",63,23.755229722533,8.35091269267578,-0.0161612754245143,42.2102236098929,51.2581910970674,60.777429462811,"Arid cold",NA,NA,NA,NA,NA,NA
"81",81,"US_003253",40.9016999935872,-117.808,"US",63,17.8192450729544,5.82449684391107,0.127785012640399,33.0055015409778,42.4804084527897,54.2871613835808,"Arid cold",NA,NA,NA,NA,NA,NA
"82",82,"US_003747",36.0968999912005,-79.9432,"US",63,73.0105890436427,25.8669362596541,-0.101529637043796,125.049602501086,147.096285341301,168.079417930307,"Humid subtropical",NA,NA,NA,NA,NA,NA
"83",83,"US_003797",35.8922999910947,-78.7819,"US",63,71.4462415216787,20.3077538026644,-0.0061226572659022,116.832756288277,139.466507450782,163.561628896025,"Humid subtropical",NA,NA,NA,NA,NA,NA
"84",84,"US_003855",46.9252799959997,-96.81111,"US",63,48.5506473219206,17.488454104074,0.082259350847792,91.7842755388232,116.795937065691,146.337628968867,"Humid continental",NA,NA,NA,NA,NA,NA
"85",85,"US_003978",39.9941999931588,-82.8767,"US",63,55.5271144383701,15.1846874014125,0.0500698802760252,91.6977536639523,111.527283194795,134.07828097261,"Humid continental",NA,NA,NA,NA,NA,NA
"86",86,"US_004126",41.2544399937499,-80.67389,"US",63,47.7597123307869,13.0245957321845,0.167950622347107,83.3777854185975,107.11893352686,138.135450488159,"Humid continental",NA,NA,NA,NA,NA,NA
"87",87,"US_004416",45.6982999955763,-118.8547,"US",63,21.1751261873879,6.33723357313625,-0.0021818255819982,35.401276434944,42.5432034826096,50.1815381455995,"Arid cold",NA,NA,NA,NA,NA,NA
"88",88,"US_004424",45.5957999955393,-122.6093,"US",63,43.1301370914885,11.3658206103292,0.0600032266249747,70.5146699243105,85.7793163371325,103.342869745104,"Mediterranean",NA,NA,NA,NA,NA,NA
"89",89,"US_004776",41.7218999939619,-71.4325,"US",63,70.5676999595394,17.9883900797559,0.191200574539331,121.152837572043,156.177295481959,203.205135710859,"Humid continental",NA,NA,NA,NA,NA,NA
"90",90,"US_004989",36.1188899912119,-86.68917,"US",63,78.7056567221525,21.5777866555234,0.058985321136455,130.633815904326,159.53027103777,192.738858191637,"Humid subtropical",NA,NA,NA,NA,NA,NA
"91",91,"US_005470",31.3516699887946,-100.495,"US",63,53.9894851735498,18.4508923998434,0.153256376573622,103.57004814594,135.830163837375,177.253310625421,"Arid hot",NA,NA,NA,NA,NA,NA
"92",92,"US_005665",40.7780999935297,-111.9694,"US",63,28.0532651027727,6.64877873782812,0.119304833594061,45.2164741865652,55.7757405892703,68.8030574363044,"Arid cold",NA,NA,NA,NA,NA,NA
"93",93,"US_005795",37.5115099919273,-77.32344,"US",63,70.8728387268953,24.7948567631089,0.0715956609564896,131.416776312288,165.825374922991,205.959422330506,"Humid subtropical",NA,NA,NA,NA,NA,NA
"94",94,"US_005966",47.6215999962237,-117.528,"US",63,23.8064701472638,4.86912757092554,0.16963993202338,37.1489009015697,46.0669290005613,57.7410475090374,"Mediterranean",NA,NA,NA,NA,NA,NA
"95",95,"US_006000",46.5682999958803,-120.5428,"US",63,19.2020132553444,6.38152997982557,0.103150661803648,35.3663743995802,45.0484313471416,56.7685958082667,"Arid cold",NA,NA,NA,NA,NA,NA
"96",96,"US_006124",44.4793999951197,-88.1366,"US",63,44.8883660622061,12.6128857576482,0.109275058806957,77.0664406707747,96.5371179020092,120.276894390047,"Humid continental",NA,NA,NA,NA,NA,NA
"97",97,"US_006144",43.1404999945782,-89.3451999999999,"US",63,60.7063726834621,18.3758050326588,0.0153282748778994,102.780164140559,124.536809433903,148.289374214799,"Humid continental",NA,NA,NA,NA,NA,NA
"98",98,"US_006151",42.9549999945,-87.9044,"US",63,54.3066790388218,15.9655533731841,0.206548524190413,100.044147277116,132.514276859,176.907853065296,"Humid continental",NA,NA,NA,NA,NA,NA
"99",99,"US_006195",42.8976999944757,-106.4739,"US",63,28.731839108165,13.7099352409015,-0.0831936849988563,56.868293447655,69.1706936068516,81.1342698007691,"Humid continental",NA,NA,NA,NA,NA,NA
"100",100,"US_006236",42.8153999944407,-108.7261,"US",63,34.0263262104716,12.636186523021,-0.0202710030686249,61.8235514983436,75.3569894844697,89.5267609655142,"Humid continental",NA,NA,NA,NA,NA,NA
"101",101,"AU_001573",-34.2357999902382,142.0867,"AU",62,27.553016089716,12.8974677473176,0.274432286106584,67.7082388719453,99.5225476509632,146.643019960728,"Arid cold",NA,NA,NA,NA,NA,NA
"102",102,"IE_000019",53.7109999976979,-8.991,"IE",62,35.709980253914,7.4633397709914,0.15588797199771,55.8281121682435,68.9749276897114,85.9082952406652,"Oceanic",NA,NA,NA,NA,NA,NA
"103",103,"US_000108",35.1440999907073,-111.6663,"US",62,44.9549422772496,16.5835600343103,-0.0342039575730078,80.873942761058,97.9520545449143,115.542949436771,"Mediterranean",NA,NA,NA,NA,NA,NA
"104",104,"US_001103",25.788099986573,-80.3169,"US",62,105.629867439013,36.2076454829514,0.208440806824594,209.594306791981,283.628762753831,385.075542164961,"Tropical",NA,NA,NA,NA,NA,NA
"105",105,"US_001238",32.6846999894491,-83.6527,"US",62,76.5903949616668,23.2666424817897,0.067198769836412,133.115097394081,165.00440416873,202.008127012414,"Humid subtropical",NA,NA,NA,NA,NA,NA
"106",106,"US_001981",39.0446999926968,-84.6733,"US",62,63.1690758040969,17.4843278041932,0.0076031522229523,102.853767970795,123.109049875462,145.022689799321,"Humid continental",NA,NA,NA,NA,NA,NA
"107",107,"US_002429",46.4793999958501,-84.3572,"US",62,42.3379686823563,11.2425057679841,0.155298141166081,72.6219203172916,92.3927328343738,117.840265761753,"Humid continental",NA,NA,NA,NA,NA,NA
"108",108,"US_002468",46.8368999959704,-92.1833,"US",62,58.451997596486,16.4853414499794,-0.0653460775294641,92.9513160109273,108.504817663098,123.950134980602,"Humid continental",NA,NA,NA,NA,NA,NA
"109",109,"US_002489",48.5613999965071,-93.3981,"US",62,47.8763380221074,18.2752099269876,-0.109083525484406,84.343402204874,99.5928835919941,113.978660551746,"Humid continental",NA,NA,NA,NA,NA,NA
"110",110,"US_002521",45.5432999955202,-94.0513,"US",62,56.4232005263784,19.1816649995672,-0.0299937766538844,98.1644420977237,118.153552658962,138.84490373196,"Humid continental",NA,NA,NA,NA,NA,NA
"111",111,"US_002936",46.6055999958929,-111.9636,"US",62,25.213237735633,8.71878253685409,-0.0418456277400805,43.9382186546517,52.7260452000504,61.6968711441649,"Humid continental",NA,NA,NA,NA,NA,NA
"112",112,"US_003086",40.9610999936148,-98.3136,"US",62,55.433559700729,18.9990252550354,0.164255534840207,107.160836420683,141.43123156164,186.00924767604,"Humid continental",NA,NA,NA,NA,NA,NA
"113",113,"US_003121",41.1212999936888,-100.6694,"US",62,48.8797226953692,16.7719903010196,-0.243495002588529,77.938090395073,87.545797917992,95.2882685607466,"Humid continental",NA,NA,NA,NA,NA,NA
"114",114,"US_003139",41.8704999940284,-103.593,"US",62,35.3198126891346,13.8232564259914,-0.0711306191491344,64.0652267454426,76.896840563431,89.5529765046028,"Arid cold",NA,NA,NA,NA,NA,NA
"115",115,"US_003153",42.8782999944675,-100.55,"US",62,44.2149801082216,12.7926585164897,0.0408002078777895,74.3661543296935,90.6405864943647,108.947976109233,"Humid continental",NA,NA,NA,NA,NA,NA
"116",116,"US_003835",46.7824999959524,-100.7572,"US",62,37.8171616796995,12.6255864330341,0.268856228973199,76.8552416081735,107.508499177476,152.611774869039,"Humid continental",NA,NA,NA,NA,NA,NA
"117",117,"US_003931",40.9166699935942,-81.43333,"US",62,53.9342488088257,16.4429747771317,0.0936358552246247,95.1243788625206,119.409361638227,148.47918788132,"Humid continental",NA,NA,NA,NA,NA,NA
"118",118,"US_003985",39.9063999931166,-84.2186,"US",62,57.4452969455359,18.4783056583328,-0.100899893115033,94.6452393879675,110.422368035774,125.449493739409,"Humid continental",NA,NA,NA,NA,NA,NA
"119",119,"US_006196",41.1499999937019,-104.8167,"US",62,32.6145886378441,11.2373418007819,-0.0665754747664324,56.0995720267955,66.6651525997072,77.1421126603664,"Arid cold",NA,NA,NA,NA,NA,NA
"120",120,"AU_000926",-19.2482999858799,146.7661,"AU",61,111.070546888908,53.2577742182152,0.210668525125976,264.40557840652,373.993842553626,524.553410201484,"Tropical",NA,NA,NA,NA,NA,NA
"121",121,"AU_001106",-20.3724999858044,118.6317,"AU",61,60.9660389931425,35.3874809052853,0.140147664732803,154.589823317121,214.206747229199,289.584752964987,"Arid hot",NA,NA,NA,NA,NA,NA
"122",122,"AU_001248",-26.4138999867652,146.2558,"AU",61,52.1693733403833,17.3468839716238,0.166239112226243,99.5105450117257,130.977268097632,172.004058414423,"Arid hot",NA,NA,NA,NA,NA,NA
"123",123,"AU_001437",-33.8086999900189,148.7071,"AU",61,42.4198093887113,15.3529473180502,0.0812152621212111,80.3282730472494,102.22107831837,128.047301305819,"Humid subtropical",NA,NA,NA,NA,NA,NA
"124",124,"AU_001519",-26.6135999868303,118.5372,"AU",61,34.1610938925329,20.1496967084276,-0.103337963523309,74.6189472428279,91.7058289472545,107.933958904778,"Arid hot",NA,NA,NA,NA,NA,NA
"125",125,"AU_001597",-36.3716999913425,145.7048,"AU",61,38.0237168263753,14.0998446485457,0.0365377053875843,71.0945111658888,88.8174731039418,108.654692661709,"Humid subtropical",NA,NA,NA,NA,NA,NA
"126",126,"NZ_000221",-43.6049999947706,172.649,"NZ",61,43.7836738901937,15.2595955466132,0.0216142258143129,78.9722162869634,97.3623618205601,117.588452639663,"Oceanic",NA,NA,NA,NA,NA,NA
"127",127,"NZ_000347",-43.4893299947232,172.5276,"NZ",61,43.7836738901937,15.2595955466132,0.0216142258143129,78.9722162869634,97.3623618205601,117.588452639663,"Oceanic",NA,NA,NA,NA,NA,NA
"128",128,"NZ_000398",-43.4929999947247,172.537,"NZ",61,43.7836738901937,15.2595955466132,0.0216142258143129,78.9722162869634,97.3623618205601,117.588452639663,"Oceanic",NA,NA,NA,NA,NA,NA
"129",129,"US_000544",33.9379999900851,-118.3888,"US",61,46.9018414401478,20.3092084457928,0.0626501872738728,95.9836712103552,123.464206880361,155.18197134942,"Mediterranean",NA,NA,NA,NA,NA,NA
"130",130,"US_000545",34.023599990129,-118.2911,"US",61,51.9937906161789,24.9663151535464,-0.0630379417231712,104.374064744498,128.082446386484,151.689797326168,"Mediterranean",NA,NA,NA,NA,NA,NA
"131",131,"US_001075",30.4949999883915,-81.6936,"US",61,100.925121919905,31.727747543242,0.11615061258445,182.524440140407,232.465123614159,293.850325458608,"Humid subtropical",NA,NA,NA,NA,NA,NA
"132",132,"US_002245",39.1732999927602,-76.684,"US",61,65.6021742812715,21.6594369648371,0.167725060751755,124.81778139908,164.273220529361,215.805913076529,"Humid subtropical",NA,NA,NA,NA,NA,NA
"133",133,"US_003281",44.2701799950378,-71.30336,"US",61,93.6672568740481,28.9684065902431,0.14430828974831,170.687087213748,220.068417617082,282.811368189447,"Alpine & subarctic",NA,NA,NA,NA,NA,NA
"134",134,"US_003613",40.7794399935304,-73.88035,"US",61,70.7788705268599,21.1826902494955,0.0479627941901826,121.115353442375,148.613583212694,179.808385035926,"Humid continental",NA,NA,NA,NA,NA,NA
"135",135,"US_003928",48.1737999963928,-103.6366,"US",61,36.8341780149424,9.89075974099545,0.19818292983391,64.8833891833173,84.5267256370475,111.119953781115,"Arid cold",NA,NA,NA,NA,NA,NA
