,lat,lon,country,rp10,rp100,kg
AU_001082,-28.2263999874162,153.2786,AU,-25.0056174192311,-32.5593912720934,Humid subtropical
AU_001083,-27.9694999873162,153.1954,AU,-20.9451328427942,-27.38088537751,Oceanic
AU_001089,-27.4117999871074,153.0457,AU,-8.53909643479191,-19.9760159992335,Humid subtropical
AU_001090,-27.4177999871096,153.1142,AU,-16.6235000513119,-27.090447731922,Humid subtropical
AU_001093,-27.3616999870893,152.8861,AU,-19.0339083732903,-29.3615113267835,Humid subtropical
AU_001096,-27.5277999871499,153.25,AU,-19.7747234208239,-29.9976513298573,Humid subtropical
AU_001099,-26.64309998684,152.9392,AU,-32.6713637079554,-39.1533823258958,Humid subtropical
AU_001101,-27.3341999870794,152.7717,AU,-29.4965706904068,-38.6940117949656,Humid subtropical
AU_001104,-27.7353999872271,152.9443,AU,-10.5507479959546,-18.4105604213118,Humid subtropical
AU_001105,-27.0257999869701,152.5642,AU,-14.411807156089,-23.0365773977191,Humid subtropical
AU_001106,-20.3724999858044,118.6317,AU,-9.70080646852822,-14.5566773842405,Arid hot
AU_001108,-20.7766999857987,117.1456,AU,4.45149537644846,-3.87467762675158,Arid hot
AU_001112,-27.7093999872173,153.2014,AU,3.24017183282619,-7.99384102224,Humid subtropical
AU_001119,-25.9962999866349,152.8335,AU,1.26593745988638,-7.42453320194359,Humid subtropical
AU_001122,-27.5313999871512,153.1825,AU,-10.2172781515847,-21.4173701779217,Humid subtropical
AU_001124,-27.6080999871796,153.2381,AU,-13.084128841595,-22.5666286187174,Humid subtropical
AU_001125,-27.3946999871012,152.9308,AU,-24.5231349242537,-34.1709403428323,Humid subtropical
AU_001131,-25.869399986597,152.3172,AU,-5.60099125092341,-14.7557088752015,Humid subtropical
AU_001133,-26.7849999868876,153.1147,AU,-24.9344417502027,-32.8402160411213,Humid subtropical
AU_001144,-28.0480999873466,153.2875,AU,-13.2250960983889,-19.9766382416877,Oceanic
AU_001145,-28.1055999873689,153.3286,AU,-8.07389599120184,-17.3863569997586,Humid subtropical
AU_001148,-28.1177999873736,153.4457,AU,-16.9754926549961,-25.0348604466652,Humid subtropical
AU_001152,-27.6955999872122,152.9408,AU,-8.43426507182401,-16.4968128158695,Humid subtropical
AU_001155,-28.1751999873961,152.6557,AU,-7.84905008576573,-17.7795615288188,Humid subtropical
AU_001184,-28.2060999874083,152.1003,AU,-4.39280434343416,-14.5180640089613,Humid subtropical
AU_001185,-28.334399987459,152.2953,AU,7.63825863548875,-2.99597498132278,Humid subtropical
AU_001187,-28.0091999873315,151.5861,AU,-8.02381339291602,-19.3020456859232,Humid subtropical
AU_001193,-28.8543999876705,151.1681,AU,-11.6585634369778,-21.8506703712777,Humid subtropical
AU_001195,-28.5724999875547,150.7542,AU,-4.81139723912549,-13.5158179424012,Humid subtropical
AU_001196,-28.167199987393,150.6475,AU,-14.3057234247069,-22.0411232516997,Humid subtropical
AU_001197,-27.1863999870265,151.2553,AU,-17.9140815608656,-29.3184011465493,Humid subtropical
AU_001198,-28.6216999875747,151.9533,AU,6.29624734807719,-3.51872042963037,Oceanic
AU_001202,-27.4033999871044,151.7413,AU,-19.3911439137581,-29.7298845140934,Humid subtropical
AU_001221,-27.3409999870818,150.0621,AU,-14.5626779228049,-23.8571101012604,Humid subtropical
AU_001228,-25.9524999866217,150.6142,AU,-10.720377585148,-18.0210614770219,Humid subtropical
AU_001237,-25.8427999865891,148.5669,AU,-15.3990694137246,-33.4078015912489,Humid subtropical
AU_001238,-26.4887999867895,147.9777,AU,-28.1190023097511,-43.6250101097602,Humid subtropical
AU_001239,-27.1590999870169,149.0702,AU,-26.8067659158365,-41.622080509627,Humid subtropical
AU_001240,-26.6382999868385,149.4261,AU,-24.3718123050092,-38.3467286632457,Humid subtropical
AU_001248,-26.4138999867652,146.2558,AU,-5.80597848708222,-20.0478306334298,Arid hot
AU_001249,-28.0688999873546,145.6822,AU,-20.2083068895087,-32.8026318319402,Arid hot
AU_001250,-28.5757999875561,148.2297,AU,-30.5742828490043,-45.0216859965279,Arid hot
AU_001252,-25.3352999864455,147.3,AU,-11.9598406963174,-28.1867081644621,Arid hot
AU_001258,-26.6124999868299,144.2578,AU,-4.74047490770267,-19.1537573461118,Arid hot
AU_001265,-31.4839999888583,145.8294,AU,-34.8775210543798,-53.2224322430191,Arid hot
AU_001266,-29.5406999879629,148.5818,AU,-37.5646330398469,-57.3822167738219,Arid hot
AU_001284,-21.6391999858232,116.3308,AU,-1.70430639909158,-3.54923027351105,Arid hot
AU_001285,-31.9860999891025,147.9489,AU,-34.9765898986268,-45.7339163642182,Arid hot
AU_001291,-29.4818999879373,149.8383,AU,-8.95315962390513,-19.0156135216315,Humid subtropical
AU_001296,-30.3734999883356,150.6723,AU,-19.8750303113208,-34.4766754141737,Humid subtropical
AU_001297,-29.3898999878974,151.2448,AU,-6.07429502987966,-17.6539853234603,Oceanic
AU_001298,-30.3353999883181,150.9338,AU,-3.30673751866309,-18.7318637933383,Humid subtropical
AU_001299,-30.1559999882364,150.3889,AU,-15.7974820632615,-32.8935273865767,Humid subtropical
AU_001301,-31.0260999886396,150.2687,AU,-22.7706142330142,-37.9788537682773,Humid subtropical
AU_001303,-31.0866999886683,150.8467,AU,-23.1934011527753,-38.0739971637155,Humid subtropical
AU_001305,-30.9671999886117,151.3451,AU,-12.7177221454422,-26.3833533509416,Humid subtropical
AU_001306,-31.3364999887874,150.8537,AU,-16.5146944497618,-33.3711389578169,Humid subtropical
AU_001311,-29.6951999880306,151.6935,AU,-16.8745662487465,-28.97839222694,Oceanic
AU_001313,-29.7751999880659,151.0819,AU,-21.7494557636107,-32.4820502570172,Humid subtropical
AU_001314,-28.4621999875102,152.3506,AU,-9.72892247556105,-22.7399494941486,Humid subtropical
AU_001323,-28.977599987722,152.1552,AU,-6.17130986780588,-16.2491857302849,Oceanic
AU_001334,-28.7550999876294,152.4507,AU,0.527740167755869,-11.3131249047799,Humid subtropical
AU_001335,-30.0092999881703,152.0101,AU,-17.4121657296654,-29.7847657582168,Oceanic
AU_001342,-28.4413999875018,152.8296,AU,7.30427627081687,-1.75026568440549,Humid subtropical
AU_001343,-28.5965999875645,153.2233,AU,-21.4940636810477,-30.4700150667149,Humid subtropical
AU_001348,-29.2822999878511,152.9886,AU,-15.9733145120909,-26.3905189434904,Humid subtropical
AU_001349,-28.3671999874721,153.1689,AU,-9.94184162443751,-18.0839222987544,Humid subtropical
AU_001350,-28.4737999875148,153.0861,AU,-7.84746584826163,-16.1407684911637,Humid subtropical
AU_001352,-28.4658999875116,153.2631,AU,-2.95821169209587,-13.5218150302946,Humid subtropical
AU_001353,-28.8520999876695,153.4556,AU,-40.2067965065598,-47.8063367384788,Humid subtropical
AU_001355,-28.339499987461,153.3809,AU,-23.3250067690634,-31.634074109906,Humid subtropical
AU_001359,-30.8140999885398,152.5129,AU,-6.40106854291683,-12.1760069852463,Humid subtropical
AU_001361,-31.0769999886637,152.8235,AU,-18.1143356172547,-25.5040315852667,Humid subtropical
AU_001362,-30.3075999883054,152.9874,AU,-27.4783678816849,-36.6589479907512,Humid subtropical
AU_001363,-30.3106999883068,153.1187,AU,-23.730541215728,-31.4498675946442,Humid subtropical
AU_001365,-30.3438999883221,152.7128,AU,-29.6767008675938,-38.537707639371,Humid subtropical
AU_001369,-31.8907999890559,152.4709,AU,-29.978245860896,-37.7413377179206,Humid subtropical
AU_001371,-31.6273999889276,152.443,AU,-28.9088914688571,-34.9614394795311,Humid subtropical
AU_001373,-31.4137999888245,151.598,AU,-20.7805637877273,-32.4163542704588,Humid subtropical
AU_001375,-24.8877999863295,113.67,AU,6.82859230493505,-10.6746392572016,Arid hot
AU_001381,-23.0313999859637,115.0414,AU,-6.9805199148768,-23.4003940949215,Arid hot
AU_001383,-32.7931999895035,151.8359,AU,-38.2991438800375,-48.8318859270615,Humid subtropical
AU_001389,-32.242599989229,151.683,AU,-26.691209090583,-38.6277808353892,Humid subtropical
AU_001391,-32.5066999893601,151.3779,AU,-11.9171351185256,-22.3350872183606,Humid subtropical
AU_001402,-33.3587999897894,150.7058,AU,-8.59496366263892,-23.7671428798435,Humid subtropical
AU_001407,-32.8125999895133,151.3043,AU,-25.5010037726761,-37.032566951838,Humid subtropical
AU_001412,-32.6295999894216,151.5919,AU,-41.2135229654927,-50.3574830897208,Humid subtropical
AU_001416,-32.6880999894508,150.9728,AU,-1.80002613162683,-17.2300587688507,Humid subtropical
AU_001420,-33.0487999896323,150.2325,AU,-18.014868891224,-29.7599872566165,Oceanic
AU_001437,-33.8086999900189,148.7071,AU,0.0610993297292124,-12.0064072553909,Humid subtropical
AU_001439,-33.7121999899695,150.3087,AU,-26.8268424261284,-38.1568281815879,Oceanic
AU_001440,-33.5346999898789,150.6337,AU,-22.3702909599492,-35.3382015498672,Oceanic
AU_001448,-33.3210999897702,149.0828,AU,-24.1552565364638,-36.7378092563029,Oceanic
AU_001453,-31.2885999887645,149.0687,AU,-42.1148989336243,-52.8558270947497,Humid subtropical
AU_001455,-32.5058999893597,148.9708,AU,-15.690832555469,-30.1721541929144,Humid subtropical
AU_001460,-33.9464999900895,151.1731,AU,-41.6354404999701,-48.6664349979932,Humid subtropical
AU_001461,-33.8606999900455,151.205,AU,-43.3836876739342,-50.1619503658594,Oceanic
AU_001464,-33.7916999900102,151.0181,AU,-31.7011956100927,-40.1836876097424,Humid subtropical
AU_001473,-33.6021999899133,150.7794,AU,-19.0934054827052,-31.2518622740244,Humid subtropical
AU_001474,-33.9271999900796,150.9128,AU,-17.2896701842274,-26.4152413514437,Humid subtropical
AU_001480,-34.5899999904207,150.6085,AU,-41.2382936306761,-48.5983207859251,Oceanic
AU_001481,-34.4673999903575,150.8813,AU,-36.9030897941768,-45.5002699822884,Humid subtropical
AU_001493,-37.2613999917997,150.0497,AU,-4.31935907354827,-23.3020303689774,Oceanic
AU_001500,-35.6866999909882,149.8382,AU,-16.6862410175629,-24.3521901849084,Oceanic
AU_001503,-34.8995999905807,149.9709,AU,-15.284487350541,-20.5990742186819,Oceanic
AU_001504,-35.3048999907905,149.2014,AU,18.7333493127118,16.7317025706154,Oceanic
AU_001505,-35.299999990788,149.1,AU,20.4458495431836,18.3012044539177,Oceanic
AU_001514,-36.0766999911901,149.5134,AU,-12.1837321767166,-17.1309785744658,Oceanic
AU_001519,-26.6135999868303,118.5372,AU,36.2498609147812,15.3932661326644,Arid hot
AU_001534,-36.6021999914613,148.4677,AU,-21.3395562940972,-40.7096885272558,Oceanic
AU_001544,-36.1038999912041,147.0329,AU,18.8322461526122,7.60089537547605,Humid subtropical
AU_001547,-36.2253999912669,148.1431,AU,-10.10209518331,-32.8658864696686,Oceanic
AU_001560,-35.1582999907147,147.4575,AU,-3.32385417046634,-13.5996219710323,Humid subtropical
AU_001570,-34.3182999902807,146.0667,AU,0.840382470836152,-15.7807538639012,Arid cold
AU_001576,-35.7252999910082,142.3656,AU,1.68625398475803,-15.1277291956207,Arid cold
AU_001580,-37.2299999917837,141.9609,AU,-0.548729556565233,-23.2617985322544,Oceanic
AU_001581,-36.7912999915586,143.1207,AU,-1.17245558494398,-22.3152434726519,Oceanic
AU_001582,-36.700699991512,142.2009,AU,26.5751057389345,3.35121226719512,Oceanic
AU_001583,-36.8636999915959,143.123,AU,-2.54647490940738,-23.2317872829544,Oceanic
AU_001586,-36.2714999912907,143.345,AU,3.6068828942025,-21.9260732475297,Arid cold
AU_001589,-35.9118999911048,145.6447,AU,-0.978159995405913,-17.0502309486283,Humid subtropical
AU_001590,-35.7356999910136,143.9295,AU,24.2706451092872,1.53705063470154,Arid cold
AU_001594,-28.7952999876461,114.6975,AU,-18.0103378045955,-36.632103451895,Mediterranean
AU_001598,-36.8338999915805,143.8917,AU,-6.43162702447042,-30.4844580410421,Oceanic
AU_001599,-36.9421999916362,143.4711,AU,11.8327670916327,-13.7429266609225,Oceanic
AU_001600,-36.4377999913765,145.2672,AU,15.3892555643429,-6.41277257648465,Humid subtropical
AU_001605,-36.6283999914748,144.8727,AU,-27.0822605180841,-47.2029344777401,Oceanic
AU_001613,-36.2002999912539,147.8956,AU,5.01186518606447,-21.5208785160215,Oceanic
AU_001614,-36.7544999915397,145.5727,AU,6.48945830637793,3.74668743559244,Humid subtropical
AU_001618,-36.8471999915874,145.7308,AU,1.19965404100382,-2.62199281509552,Oceanic
AU_001620,-36.8549999915914,146.0046,AU,4.28357436962084,-3.89193910522108,Oceanic
AU_001621,-36.3499999913313,146.3417,AU,7.86471940866236,-14.5915825124623,Oceanic
AU_001658,-37.4954999919192,148.176,AU,10.0738381387061,-14.9366258760063,Oceanic
AU_001659,-37.3756999918581,147.8373,AU,2.94887247770108,-19.0896453199752,Oceanic
AU_001667,-37.7512999920492,147.7301,AU,-0.910926373894867,-21.7920812650526,Oceanic
AU_001674,-37.4771999919098,149.6386,AU,-18.0370028658316,-34.7356252385502,Oceanic
AU_001676,-37.3810999918609,147.1067,AU,20.912026163331,-5.18363182649999,Oceanic
AU_001680,-37.9084999921289,146.8046,AU,-12.1693039106594,-28.7044390450137,Oceanic
AU_001682,-38.1155999922335,147.1322,AU,1.45520664248191,-13.8835865876252,Oceanic
AU_001693,-38.5214999924371,146.2041,AU,-2.36071464644937,-21.5353358442392,Oceanic
AU_001696,-38.3180999923353,146.5645,AU,-3.73903277004334,-24.0519550656742,Oceanic
AU_001698,-38.2455999922989,145.9347,AU,-9.82483110241616,-30.8409034355208,Oceanic
AU_001703,-37.8114999920798,146.9567,AU,-0.493652603863095,-20.2136281045837,Oceanic
AU_001709,-37.9038999921266,145.9719,AU,-16.8597054605064,-36.5813488017776,Oceanic
AU_001711,-37.7275999920372,144.9066,AU,-8.54714841282007,-25.4832056255571,Oceanic
AU_001713,-37.8218999920851,145.1906,AU,8.28357780206664,-6.6283039955176,Oceanic
AU_001714,-37.98969999217,145.3356,AU,-8.54927151667979,-22.9410997644577,Oceanic
AU_001716,-37.721399992034,145.0059,AU,2.47748783948934,-15.2016650643766,Oceanic
AU_001722,-37.9763999921632,145.2247,AU,3.15871734495246,-11.964078015012,Oceanic
AU_001723,-37.8053999920767,145.2987,AU,-9.84257256281022,-26.646470248529,Oceanic
AU_001727,-37.6654999920057,144.8321,AU,-26.6747737831074,-40.2830689527034,Oceanic
AU_001728,-38.1991999922755,145.4933,AU,-4.0077292049504,-20.9393411259642,Oceanic
AU_001732,-37.7162999920315,145.0453,AU,-7.6712488789142,-23.6177404113708,Oceanic
AU_001735,-37.4701999919063,144.3069,AU,-8.64649313353724,-33.0553944043182,Oceanic
AU_001736,-37.269799991804,144.723,AU,-4.84977280174142,-30.6499871481814,Oceanic
AU_001737,-37.8564999921026,144.7566,AU,-20.9247455342278,-34.1651142696425,Oceanic
AU_001741,-37.6648999920054,144.5748,AU,-10.4644636067824,-35.782718632135,Oceanic
AU_001742,-37.5705999919574,144.7411,AU,-11.2248738765317,-35.345619911062,Oceanic
AU_001744,-37.4827999919127,144.5094,AU,-13.0183107679149,-36.640557423573,Oceanic
AU_001765,-37.2534999917957,144.3825,AU,-22.6019567073021,-44.2723576847071,Oceanic
AU_001770,-37.512699991928,143.7911,AU,-14.6098155276976,-34.6725037411066,Oceanic
AU_001771,-37.7109999920288,142.8395,AU,-5.52895789870322,-25.166886103397,Oceanic
AU_001772,-37.4042999918727,142.3843,AU,-0.192750838450048,-20.404714751394,Oceanic
AU_001774,-37.5041999919236,143.2792,AU,15.4994605094762,-9.85668284852531,Oceanic
AU_001775,-37.2768999918077,142.9786,AU,9.91562252220981,-14.3790396592947,Oceanic
AU_001780,-38.6356999924941,143.5127,AU,-21.0162709744479,-37.9975313363869,Oceanic
AU_001782,-37.5907999919677,141.4129,AU,-2.65684126125923,-22.5808490839103,Mediterranean
AU_001783,-38.2549999923036,143.1256,AU,12.8750826784212,-10.462917019313,Oceanic
AU_001787,-31.9274999890739,115.9764,AU,-0.224183074091778,-19.3554755320389,Mediterranean
AU_001789,-31.9555999890876,115.8697,AU,12.3790780112861,11.4089171353684,Mediterranean
AU_001797,-41.0660999936633,145.9431,AU,-6.86354292089816,-28.9852829403074,Oceanic
AU_001806,-41.5396999938797,147.2033,AU,10.6681861882787,-7.54419864461983,Oceanic
AU_001817,-41.3455999937915,147.8036,AU,-28.6452319548167,-29.7033859331758,Oceanic
AU_001832,-32.2207999892182,115.8075,AU,0.721827028906887,-0.239624411514961,Mediterranean
AU_001835,-41.6427999939263,147.9664,AU,-0.936925418981004,-16.2343834591347,Oceanic
AU_001862,-42.8338999944486,147.5033,AU,-18.2876803578872,-32.7863836501599,Oceanic
AU_001864,-42.8896999944723,147.3278,AU,-13.0052373884049,-26.7571323097618,Oceanic
AU_001867,-42.9829999945119,147.0771,AU,-6.51081179603461,-22.1569716161483,Oceanic
AU_001869,-43.1646999945884,146.9175,AU,0.154625094973247,-17.0640683287205,Oceanic
AU_001886,-42.3002999942182,146.4486,AU,2.17925796085831,-16.2448177990674,Oceanic
AU_001890,-33.9574999900951,116.1375,AU,-20.2344352684765,-39.3023458944854,Mediterranean
AU_001895,-34.4477999903474,116.0433,AU,-19.8531509328795,-40.6615051348306,Mediterranean
AU_001900,-42.0999999941302,146.2167,AU,3.57420335947793,-16.0446012657557,Oceanic
AU_001919,-34.9413999906024,117.8022,AU,-2.56669918486157,-21.9565307287465,Mediterranean
CH_000001,46.4922199958545,7.56056,CH,-28.7547770184888,-45.6826773528531,Alpine & subarctic
CH_000008,46.8869399959871,8.62167,CH,7.70661893452445,-14.1899211710055,Alpine & subarctic
CH_000015,47.5411099961984,7.58361,CH,-24.5629286616526,-35.6557044466908,Humid continental
CH_000041,47.3844399961487,8.07944,CH,-28.5794231040788,-40.7698884709438,Humid continental
CH_000045,46.4011099958233,6.22778,CH,-1.03968031829825,-20.1058581063083,Oceanic
CH_000050,46.8702799959816,9.53056,CH,5.34074694269121,-11.0087044319457,Alpine & subarctic
CH_000052,46.2005599957541,8.79167,CH,-29.9508631048348,-39.6206200967192,Alpine & subarctic
CH_000056,46.4180599958292,9.82111,CH,16.8209680593768,-4.16257584981207,Alpine & subarctic
CH_000059,46.8130599959625,9.84361,CH,7.03969358477702,-6.65182858652511,Alpine & subarctic
CH_000063,46.4247199958314,6.09944,CH,-17.5702980529392,-33.4807292677708,Oceanic
CH_000068,46.8219399959655,8.41056,CH,4.13932760559669,-16.3563442337762,Alpine & subarctic
CH_000073,47.4238899961613,6.94111,CH,-28.7267147356785,-39.4673232072871,Humid continental
CH_000079,46.8405599959717,6.57639,CH,-36.0793566963809,-50.1857910660359,Humid continental
CH_000084,47.0347199960357,9.06694,CH,-4.8646986522182,-25.2443260039481,Alpine & subarctic
CH_000095,46.6524999959088,8.615,CH,-13.4401899609543,-32.063616484578,Alpine & subarctic
CH_000096,47.6016699962174,9.27944,CH,-28.9554148282158,-40.6486670578072,Humid continental
CH_000097,46.2474999957704,6.12778,CH,-0.870975262922347,-18.5526590119939,Humid continental
CH_000109,47.479719996179,8.53583,CH,-34.7069848482337,-48.4704145787382,Humid continental
CH_000122,46.0041699956853,8.96028,CH,-15.9358183594076,-27.1291863707374,Oceanic
CH_000132,47.0363899960363,8.30083,CH,-12.379324359429,-29.6746048989339,Alpine & subarctic
CH_000133,46.15999999574,8.93361,CH,-36.3643988253195,-45.1970596419266,Oceanic
CH_000141,46.5461099958728,7.01778,CH,-23.4126061002047,-38.9338071785265,Alpine & subarctic
CH_000168,47.0047199960259,7.94,CH,-42.8575167417354,-54.4732209308381,Alpine & subarctic
CH_000175,46.1724999957443,8.7875,CH,-42.7619886760361,-50.6577110467813,Humid continental
CH_000176,46.8116699959621,6.9425,CH,-24.4413601037727,-38.9888601949094,Humid continental
CH_000177,46.9788899960174,8.25222,CH,-23.7700121927032,-38.7841120363777,Alpine & subarctic
