station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end
AU_000586,-14.8529999870606,134.0361,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,62.8,90.3,110.3,132.7,Tropical,108.0,1000.0,12.0,16.7974,1997-08-13 19:00:00,2014-06-01 00:00:00
AU_000592,-17.2121999862482,137.9462,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,63.9,92.0,112.3,135.1,Tropical,108.0,1000.0,12.0,16.65024,1997-10-06 13:00:00,2014-06-01 00:00:00
AU_000598,-16.4154999864759,132.0859,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,55.5,79.8,97.4,117.2,Arid hot,108.0,1000.0,12.0,18.09868,1997-07-26 12:00:00,2015-09-01 00:00:00
AU_000603,-17.3868999862047,131.1166,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,57.5,82.7,101.0,121.5,Arid hot,108.0,1000.0,12.0,18.66393,1996-07-01 01:00:00,2015-03-01 00:00:00
AU_000605,-15.6613999867352,130.4808,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,64.5,92.8,113.3,136.3,Arid hot,108.0,1000.0,12.0,18.16838,1996-07-01 01:00:00,2014-09-01 00:00:00
AU_000607,-17.3981999862019,131.9558,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,55.0,90.5,116.3,145.2,Arid hot,35.0,760.0,27.0,16.8112,1997-11-08 18:00:00,2014-09-01 00:00:00
AU_000617,-13.7378999875893,130.6834,AU,262,0.844363111532705,0.253129179192264,0.0367612869944162,63.7,91.6,111.9,134.6,Tropical,108.0,1000.0,12.0,34.77515,1980-05-21 10:00:00,2015-03-01 00:00:00
AU_000628,-18.6369999859586,135.945,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,44.8,73.8,94.8,118.3,Arid hot,35.0,760.0,27.0,45.44319,1968-12-20 22:00:00,2014-06-01 00:00:00
AU_000630,-17.5550999861648,133.5439,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,50.2,82.7,106.2,132.6,Arid hot,35.0,760.0,27.0,27.57118,1988-01-04 16:00:00,2015-08-01 00:00:00
AU_000631,-19.6422999858433,134.1833,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,48.2,79.3,101.9,127.2,Arid hot,35.0,760.0,27.0,45.53947,1969-10-15 18:00:00,2015-05-01 00:00:00
AU_000634,-25.3138999864397,131.7571,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,25.1,41.3,53.1,66.3,Arid hot,35.0,760.0,27.0,15.88661,1999-09-11 11:00:00,2015-08-01 00:00:00
AU_000635,-24.7494999862957,133.2317,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,36.0,59.2,76.1,95.0,Arid hot,35.0,760.0,27.0,18.74766,1996-10-31 11:00:00,2015-08-01 00:00:00
AU_000636,-21.5316999858174,133.8901,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,46.2,76.0,97.7,122.0,Arid hot,35.0,760.0,27.0,18.76443,1996-07-25 08:00:00,2015-05-01 00:00:00
AU_000637,-22.2561999858705,131.8017,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,37.3,61.3,78.8,98.4,Arid hot,35.0,760.0,27.0,19.10141,1996-07-25 06:00:00,2015-09-01 00:00:00
AU_000639,-21.8480999858365,133.1228,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,41.5,68.4,87.9,109.7,Arid hot,35.0,760.0,27.0,18.76443,1996-07-25 08:00:00,2015-05-01 00:00:00
AU_000640,-22.6458999859127,133.3457,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,37.8,62.1,79.9,99.7,Arid hot,35.0,760.0,27.0,18.76454,1996-07-25 07:00:00,2015-05-01 00:00:00
AU_000641,-20.1882999858106,130.0161,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,43.2,71.1,91.4,114.1,Arid hot,35.0,760.0,27.0,27.34873,1969-08-26 22:00:00,1997-01-01 00:00:00
AU_000648,-22.4514999858905,134.8189,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,41.7,68.6,88.2,110.1,Arid hot,35.0,760.0,27.0,16.93292,1996-07-25 07:00:00,2013-07-01 00:00:00
AU_000649,-24.0136999861333,135.4268,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,31.9,52.6,67.6,84.3,Arid hot,35.0,760.0,27.0,19.01643,1996-07-25 07:00:00,2015-08-01 00:00:00
AU_000650,-23.7950999860907,133.889,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,32.5,53.4,68.7,85.7,Arid hot,35.0,760.0,27.0,63.68606,1951-06-23 17:00:00,2015-03-01 00:00:00
AU_000652,-22.9493999859521,136.1442,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,30.3,49.9,64.2,80.1,Arid hot,35.0,760.0,27.0,47.57928,1968-01-01 17:00:00,2015-08-01 00:00:00
AU_000653,-25.8427999865891,133.3027,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,31.2,51.4,66.0,82.4,Arid hot,35.0,760.0,27.0,19.07358,1996-07-04 10:00:00,2015-08-01 00:00:00
AU_000654,-22.4409999858893,136.2916,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,38.2,62.9,80.9,100.9,Arid hot,35.0,760.0,27.0,16.93258,1996-07-25 10:00:00,2013-07-01 00:00:00
AU_000655,-25.5606999865077,134.071,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,30.1,49.5,63.7,79.5,Arid hot,35.0,760.0,27.0,18.66199,1996-12-01 18:00:00,2015-08-01 00:00:00
AU_000657,-22.2740999858722,137.973,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,34.6,56.9,73.1,91.3,Arid hot,35.0,760.0,27.0,17.93064,1996-07-25 21:00:00,2014-07-01 00:00:00
AU_000659,-22.4517999858905,133.6377,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,39.0,64.1,82.4,102.9,Arid hot,35.0,760.0,27.0,19.16496,1996-06-01 01:00:00,2015-08-01 00:00:00
AU_000661,-24.2917999861912,131.549,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,30.0,49.4,63.4,79.2,Arid hot,35.0,760.0,27.0,18.66336,1996-07-01 06:00:00,2015-03-01 00:00:00
AU_000670,-31.1557999887011,136.8054,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,19.5,31.5,42.2,55.7,Arid hot,114.0,440.0,6.0,59.37201,1955-08-18 10:00:00,2015-01-01 00:00:00
AU_000672,-32.5225999893681,136.4926,AU,174,0.716551095418816,0.287467050756765,0.296168883341312,20.2,33.1,48.4,71.6,Arid cold,107.0,300.0,5.0,40.47639,1973-10-09 01:00:00,2014-04-01 00:00:00
AU_000675,-27.3001999870671,133.6201,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,27.1,44.6,57.4,71.6,Arid hot,35.0,760.0,27.0,29.6734,1985-08-27 20:00:00,2015-05-01 00:00:00
AU_000690,-28.1124999873716,140.2102,AU,159,0.775277524828796,0.322752476221469,0.108215091762547,23.7,37.8,49.6,63.9,Arid hot,176.0,920.0,6.0,27.92562,1972-11-28 05:00:00,2000-11-01 00:00:00
AU_000691,-30.5924999884365,138.4053,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,23.3,37.6,50.3,66.4,Arid hot,114.0,440.0,6.0,15.92688,1972-09-27 18:00:00,1988-09-01 00:00:00
AU_000696,-32.8360999895251,135.15,AU,174,0.716551095418816,0.287467050756765,0.296168883341312,18.6,30.4,44.4,65.6,Arid cold,107.0,300.0,5.0,23.6426,1973-08-09 14:00:00,1997-04-01 00:00:00
AU_000701,-33.7080999899674,136.5026,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,19.1,30.8,41.3,54.5,Arid cold,114.0,440.0,6.0,53.35969,1962-01-20 10:00:00,2015-06-01 00:00:00
AU_000703,-33.5084999898656,135.2928,AU,174,0.716551095418816,0.287467050756765,0.296168883341312,18.4,30.1,43.9,65.0,Mediterranean,107.0,300.0,5.0,38.12229,1967-11-17 21:00:00,2006-01-01 00:00:00
AU_000705,-34.4905999903695,135.8511,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,21.3,34.4,46.0,60.8,Mediterranean,114.0,440.0,6.0,21.17967,1973-01-25 04:00:00,1994-04-01 00:00:00
AU_000708,-32.8426999895284,135.1515,AU,174,0.716551095418816,0.287467050756765,0.296168883341312,21.1,34.6,50.5,74.8,Arid cold,107.0,300.0,5.0,18.36459,1997-03-20 09:00:00,2015-08-01 00:00:00
AU_000722,-29.0388999877477,167.9408,AU,122,0.8440367666938,0.24382333982336,0.0596439846488331,59.3,84.8,104.2,126.5,Humid subtropical,26.0,820.0,4.0,67.07883,1948-06-01 12:00:00,2015-07-01 00:00:00
AU_000734,-18.2291999860263,127.6636,AU,433,0.784796574137475,0.345492345606194,0.0442888941751349,49.7,79.6,101.7,126.6,Arid hot,25.0,800.0,14.0,60.08487,1955-07-01 01:00:00,2015-08-01 00:00:00
AU_000757,-33.20249998971,138.6024,AU,158,0.826969980241155,0.290748148653432,0.0178057830053801,21.4,32.1,39.5,47.6,Mediterranean,34.0,160.0,5.0,63.85969,1951-10-22 07:00:00,2015-09-01 00:00:00
AU_000771,-35.7999999910469,137.3333,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,19.2,26.4,31.2,36.3,Mediterranean,168.0,200.0,7.0,24.3306,1960-09-02 07:00:00,1985-01-01 00:00:00
AU_000772,-35.7733999910331,137.033,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,20.6,28.3,33.4,38.8,Mediterranean,168.0,200.0,7.0,28.77116,1973-02-22 09:00:00,2001-12-01 00:00:00
AU_000777,-34.7976999905281,138.6281,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,22.0,35.6,47.6,62.8,Arid cold,114.0,440.0,6.0,42.78337,1972-08-18 10:00:00,2015-06-01 00:00:00
AU_000780,-34.952399990608,138.5204,AU,130,0.847096371001816,0.270426505557951,-0.0120614040383524,19.4,28.1,33.8,39.9,Mediterranean,137.0,20.0,4.0,48.62868,1967-01-14 10:00:00,2015-09-01 00:00:00
AU_000783,-34.7110999904833,138.6222,AU,205,0.76257151683841,0.320037145053951,0.143996337594047,23.2,37.4,50.1,66.1,Arid cold,114.0,440.0,6.0,35.29375,1979-11-14 00:00:00,2015-03-01 00:00:00
AU_000784,-34.9210999905918,138.6216,AU,130,0.847096371001816,0.270426505557951,-0.0120614040383524,20.6,29.8,35.9,42.3,Mediterranean,137.0,20.0,4.0,38.21059,1977-02-12 15:00:00,2015-05-01 00:00:00
AU_000785,-34.5105999903798,138.6763,AU,158,0.826969980241155,0.290748148653432,0.0178057830053801,17.0,25.4,31.3,37.8,Arid cold,34.0,160.0,5.0,16.05487,1999-05-12 00:00:00,2015-06-01 00:00:00
AU_000788,-34.4766999903623,139.0047,AU,158,0.826969980241155,0.290748148653432,0.0178057830053801,18.9,28.3,34.8,42.0,Mediterranean,34.0,160.0,5.0,27.93589,1970-09-24 11:00:00,1998-09-01 00:00:00
AU_000789,-34.5518999904011,138.8342,AU,158,0.826969980241155,0.290748148653432,0.0178057830053801,18.5,27.7,34.1,41.2,Mediterranean,34.0,160.0,5.0,57.06286,1958-04-07 20:00:00,2015-05-01 00:00:00
AU_000790,-34.476099990362,139.0056,AU,158,0.826969980241155,0.290748148653432,0.0178057830053801,20.2,30.2,37.2,44.9,Mediterranean,34.0,160.0,5.0,15.54825,1999-10-13 01:00:00,2015-05-01 00:00:00
AU_000793,-35.3496999908137,138.6223,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,21.2,29.2,34.5,40.1,Mediterranean,168.0,200.0,7.0,17.32432,1998-05-05 08:00:00,2015-09-01 00:00:00
AU_000795,-34.9999999906327,138.7167,AU,130,0.847096371001816,0.270426505557951,-0.0120614040383524,28.2,40.8,49.1,58.0,Mediterranean,137.0,20.0,4.0,21.00046,1964-06-30 15:00:00,1985-07-01 00:00:00
AU_000799,-35.4122999908462,138.5751,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,23.6,32.5,38.3,44.5,Mediterranean,168.0,200.0,7.0,42.08795,1973-03-29 10:00:00,2015-05-01 00:00:00
AU_000800,-35.4427999908619,138.5444,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,23.9,32.9,38.8,45.1,Mediterranean,168.0,200.0,7.0,42.23443,1973-03-06 22:00:00,2015-06-01 00:00:00
AU_000803,-35.4155999908478,138.6764,AU,201,0.872013124687438,0.226324880680511,-0.011974483747584,21.7,29.8,35.1,40.8,Mediterranean,168.0,200.0,7.0,19.5138,1978-10-25 15:00:00,1998-05-01 00:00:00
AU_000805,-35.0265999906465,138.7133,AU,130,0.847096371001816,0.270426505557951,-0.0120614040383524,24.4,35.3,42.5,50.2,Mediterranean,137.0,20.0,4.0,30.05761,1985-05-10 12:00:00,2015-06-01 00:00:00
AU_000815,-34.4389999903428,140.5978,AU,159,0.775277524828796,0.322752476221469,0.108215091762547,20.6,33.0,43.2,55.7,Arid cold,176.0,920.0,6.0,39.48814,1976-03-06 00:00:00,2015-09-01 00:00:00
AU_000827,-36.1166999912107,140.3667,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,21.4,32.5,42.6,55.8,Mediterranean,12.0,280.0,28.0,17.39106,1972-05-10 23:00:00,1989-10-01 00:00:00
AU_000830,-36.8802999916044,140.9286,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,24.1,36.5,47.9,62.7,Mediterranean,12.0,280.0,28.0,22.71732,1972-10-11 13:00:00,1995-07-01 00:00:00
AU_000832,-37.7472999920472,140.7739,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,20.8,31.5,41.4,54.2,Mediterranean,12.0,280.0,28.0,73.27721,1942-01-19 13:00:00,2015-05-01 00:00:00
AU_000835,-36.0581999911805,139.5913,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,17.4,26.3,34.5,45.2,Mediterranean,12.0,280.0,28.0,42.50011,1972-10-29 21:00:00,2015-05-01 00:00:00
AU_000837,-37.0950999917146,140.7911,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,19.0,28.7,37.7,49.4,Mediterranean,12.0,280.0,28.0,41.08191,1974-03-31 21:00:00,2015-05-01 00:00:00
AU_000838,-36.595799991458,140.4864,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,20.1,30.5,40.0,52.4,Mediterranean,12.0,280.0,28.0,18.57826,1982-05-04 08:00:00,2000-12-01 00:00:00
AU_000839,-37.2905999918146,140.8254,AU,1010,0.797679314876292,0.263766512506104,0.162581309602641,20.4,30.8,40.5,53.0,Mediterranean,12.0,280.0,28.0,29.01392,1985-09-25 17:00:00,2014-10-01 00:00:00
AU_000844,-13.7641999875758,143.1178,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,65.1,98.1,119.6,142.2,Tropical,122.0,860.0,15.0,35.37474,1967-08-17 10:00:00,2003-01-01 00:00:00
AU_000846,-12.6266999882069,141.8836,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,83.0,123.4,153.6,187.8,Tropical,130.0,1000.0,7.0,50.67112,1964-09-28 10:00:00,2015-06-01 00:00:00
AU_000847,-12.6777999881765,141.9208,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,85.1,126.6,157.5,192.6,Tropical,130.0,1000.0,7.0,20.49452,1995-01-01 10:00:00,2015-07-01 00:00:00
AU_000850,-15.558099986774,144.4453,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,69.9,105.2,128.3,152.5,Tropical,122.0,860.0,15.0,41.21093,1972-11-15 18:00:00,2014-02-01 00:00:00
AU_000851,-16.0007999866132,144.0758,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,66.3,99.9,121.8,144.8,Tropical,122.0,860.0,15.0,32.9149,1966-12-31 21:00:00,1999-12-01 00:00:00
AU_000853,-20.6716999857991,140.5083,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,47.7,70.9,88.2,107.9,Arid hot,130.0,1000.0,7.0,21.74675,1953-10-01 01:00:00,1975-07-01 00:00:00
AU_000855,-17.6705999861387,141.0672,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,67.4,100.2,124.7,152.5,Tropical,130.0,1000.0,7.0,34.32831,1964-10-03 15:00:00,1999-02-01 00:00:00
AU_000864,-20.677799985799,139.4875,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,46.3,76.1,97.9,122.2,Arid hot,35.0,760.0,27.0,48.07598,1967-03-04 07:00:00,2015-04-01 00:00:00
AU_000865,-20.9541999857997,139.5861,AU,699,0.770623692721365,0.372984076990203,0.0368787384121533,39.4,64.8,83.2,103.9,Arid hot,35.0,760.0,27.0,18.94638,1970-12-20 21:00:00,1989-12-01 00:00:00
AU_000869,-18.292199986015,143.5483,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,57.0,85.8,104.7,124.5,Tropical,122.0,860.0,15.0,33.22998,1975-04-08 19:00:00,2008-07-01 00:00:00
AU_000870,-17.9474999860801,122.2353,AU,433,0.784796574137475,0.345492345606194,0.0442888941751349,63.9,102.3,130.7,162.7,Arid hot,25.0,800.0,14.0,67.57267,1948-01-04 03:00:00,2015-08-01 00:00:00
AU_000872,-20.8707999857989,144.6,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,51.6,77.7,94.8,112.7,Arid hot,122.0,860.0,15.0,17.3914,1966-01-08 20:00:00,1983-06-01 00:00:00
AU_000873,-20.7288999857987,143.1425,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,50.8,75.6,94.1,115.1,Arid hot,130.0,1000.0,7.0,46.32101,1968-12-04 07:00:00,2015-04-01 00:00:00
AU_000875,-20.7690999857986,145.0211,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,47.1,70.9,86.5,102.9,Arid hot,122.0,860.0,15.0,31.35832,1983-11-21 10:00:00,2015-04-01 00:00:00
AU_000877,-18.6835999859516,144.7446,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,56.2,84.6,103.2,122.6,Arid hot,122.0,860.0,15.0,50.32375,1964-06-04 07:00:00,2014-10-01 00:00:00
AU_000879,-19.7036999858386,144.3775,AU,478,0.828122313406985,0.307396432667901,-0.0185862238241296,51.6,77.7,94.8,112.7,Arid hot,122.0,860.0,15.0,42.55795,1972-09-08 18:00:00,2015-04-01 00:00:00
AU_000888,-17.1535999862634,144.5236,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,61.7,88.6,104.9,121.2,Tropical,14.0,200.0,15.0,45.63952,1968-11-09 05:00:00,2014-07-01 00:00:00
AU_000890,-20.7016999857989,143.1167,AU,209,0.824991597795381,0.278457871112517,0.0494712172092044,55.5,82.5,102.6,125.5,Arid hot,130.0,1000.0,7.0,17.47319,1997-11-08 23:00:00,2015-05-01 00:00:00
AU_000904,-16.8735999863392,145.7458,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,81.1,116.4,137.8,159.2,Tropical,14.0,200.0,15.0,72.63518,1942-09-11 01:00:00,2015-05-01 00:00:00
AU_000905,-15.4632999868104,145.25,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,93.4,133.9,158.6,183.3,Tropical,14.0,200.0,15.0,21.65811,1966-01-03 10:00:00,1987-09-01 00:00:00
AU_000906,-15.4485999868161,145.1861,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,88.7,127.3,150.7,174.2,Tropical,14.0,200.0,15.0,15.16575,1987-08-01 18:00:00,2002-10-01 00:00:00
AU_000907,-17.2185999862466,145.565,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,61.9,88.8,105.1,121.5,Tropical,14.0,200.0,15.0,59.09491,1952-09-26 15:00:00,2011-11-01 00:00:00
AU_000908,-17.6769999861373,145.115,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,58.2,83.5,98.8,114.2,Tropical,14.0,200.0,15.0,42.39083,1972-11-08 19:00:00,2015-04-01 00:00:00
AU_000909,-17.606899986153,145.4811,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,55.0,79.0,93.5,108.1,Tropical,14.0,200.0,15.0,43.64853,1969-04-08 10:00:00,2012-12-01 00:00:00
AU_000911,-16.9949999863056,145.4253,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,51.4,73.8,87.4,101.0,Tropical,14.0,200.0,15.0,50.45197,1952-01-17 11:00:00,2002-07-01 00:00:00
AU_000912,-17.8399999861022,145.5956,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,63.3,90.9,107.6,124.3,Tropical,14.0,200.0,15.0,55.15572,1960-01-03 10:00:00,2015-03-01 00:00:00
AU_000913,-17.9466999860803,145.1617,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,59.7,85.6,101.4,117.1,Tropical,14.0,200.0,15.0,18.06251,1965-01-08 17:00:00,1983-02-01 00:00:00
AU_000917,-16.5260999864414,145.4628,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,112.2,161.0,190.6,220.3,Tropical,14.0,200.0,15.0,18.8047,1996-05-10 15:00:00,2015-03-01 00:00:00
AU_000925,-17.6052999861533,145.9972,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,94.9,136.1,161.2,186.3,Tropical,14.0,200.0,15.0,45.2431,1969-01-02 00:00:00,2014-04-01 00:00:00
AU_000926,-19.2482999858799,146.7661,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,76.8,117.2,147.5,182.1,Tropical,88.0,260.0,19.0,62.07552,1953-03-03 23:00:00,2015-04-01 00:00:00
AU_000927,-17.9363999860823,145.9253,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,97.0,139.2,164.8,190.5,Tropical,14.0,200.0,15.0,42.54517,1972-11-13 10:00:00,2015-06-01 00:00:00
AU_000928,-18.7216999859461,145.9239,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,70.4,107.6,135.4,167.1,Tropical,88.0,260.0,19.0,42.76318,1972-07-25 19:00:00,2015-05-01 00:00:00
AU_000929,-19.2032999858847,146.6131,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,86.6,132.2,166.4,205.5,Tropical,88.0,260.0,19.0,25.1329,1990-01-11 06:00:00,2015-03-01 00:00:00
AU_000932,-19.164799985889,145.4199,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,51.9,79.2,99.7,123.1,Arid hot,88.0,260.0,19.0,51.3363,1963-11-29 11:00:00,2015-04-01 00:00:00
AU_000934,-18.6493999859568,146.1769,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,94.0,143.5,180.7,223.1,Tropical,88.0,260.0,19.0,42.35683,1972-07-23 05:00:00,2014-12-01 00:00:00
AU_000935,-18.5224999859764,146.0019,AU,563,0.856792690738846,0.273850113453397,-0.0577555310274608,77.7,111.4,131.9,152.5,Tropical,14.0,200.0,15.0,28.12959,1975-10-14 17:00:00,2003-12-01 00:00:00
AU_000940,-19.6168999858453,147.3758,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,71.4,109.0,137.2,169.4,Tropical,88.0,260.0,19.0,63.32284,1951-11-03 09:00:00,2015-03-01 00:00:00
AU_000942,-20.5532999858004,147.8464,AU,627,0.810368239748789,0.299727798870437,0.0533114123723265,52.5,80.2,101.0,124.6,Arid hot,88.0,260.0,19.0,51.70329,1963-06-17 10:00:00,2015-03-01 00:00:00
