,station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end,rp10_vs_PXR2,rp100_vs_PXR2
1,AU_000038,-31.95579999,115.7619,AU,296,0.829054482,0.248531228,0.101273564,19.3,28.1,35.3,44,Mediterranean,119,1000,9,20.28314,09/05/1995 01:00,20/08/2015 10:00,NA,NA
2,AU_000039,-31.91919999,115.8728,AU,296,0.829054482,0.248531228,0.101273564,18.7,27.2,34.2,42.7,Mediterranean,119,1000,9,21.58362,19/01/1994 01:00,20/08/2015 10:00,NA,NA
3,AU_000420,-37.97999999,145.0962,AU,663,0.805842127,0.279880293,0.106129022,15.8,24,30.7,39,Oceanic,111,460,24,17.83482,19/10/1997 06:00,20/08/2015 09:00,NA,NA
4,AU_000468,-31.47559999,118.2789,AU,538,0.772345082,0.307520094,0.14279915,13.5,21.4,28.5,37.4,Arid cold,8,540,14,49.57598,02/01/1966 10:00,01/08/2015 00:00,NA,NA
5,AU_000469,-31.49939999,118.2242,AU,538,0.772345082,0.307520094,0.14279915,13.1,20.9,27.7,36.4,Arid cold,8,540,14,22.05784,11/03/1963 10:00,01/04/1985 00:00,NA,NA
6,AU_000470,-14.78829999,126.4964,AU,561,0.807174818,0.358667376,-0.041554176,48.7,76.8,94.4,112.4,Tropical,28,920,21,17.99738,01/09/1997 12:00,01/09/2015 00:00,NA,NA
7,AU_000475,-16.41809999,126.1025,AU,561,0.807174818,0.358667376,-0.041554176,45.4,71.6,88,104.8,Tropical,28,920,21,21.78029,19/11/1993 19:00,01/09/2015 00:00,NA,NA
8,AU_000480,-15.37969999,126.3114,AU,561,0.807174818,0.358667376,-0.041554176,43.2,68.2,83.8,99.8,Tropical,28,920,21,18.74857,01/12/1996 03:00,01/09/2015 00:00,NA,NA
9,AU_000495,-32.93419999,117.1797,AU,538,0.772345082,0.307520094,0.14279915,12.4,19.7,26.2,34.4,Mediterranean,8,540,14,41.76181,27/08/1963 13:00,01/06/2005 00:00,-26.62209497,-32.53553159
10,AU_000497,-33.96439999,118.4889,AU,538,0.772345082,0.307520094,0.14279915,12.7,20.2,26.8,35.2,Arid cold,8,540,14,47.33333,01/05/1968 13:00,01/09/2015 00:00,NA,NA
