"","station_id","lat","lon","country","years","location","scale","shape","index","rp10","rp30","rp100","kg","cluster","distance","n_gauges","record_len","start","end","rp10_vs_PXR2","rp100_vs_PXR2"
"436","AU_001667",-37.7512999920492,147.7301,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,26.8,40,51.3,65.3,"Oceanic",106,140,22,52.9076,"1962-10-04 13:00:00","2015-09-01 00:00:00",6.48945830637793,3.74668743559244
"437","AU_001668",-37.4314999918866,149.0003,"AU",187,0.790083264333588,0.286226724339368,0.137550186701366,30.9,47.8,62.6,81.3,"Oceanic",136,180,6,20.67248,"1987-08-29 10:00:00","2008-05-01 00:00:00",NA,NA
"438","AU_001673",-37.7013999920239,148.4569,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,31.4,46.8,59.9,76.3,"Oceanic",106,140,22,21.88832,"1972-05-11 08:00:00","1994-04-01 00:00:00",NA,NA
"439","AU_001674",-37.4771999919098,149.6386,"AU",187,0.790083264333588,0.286226724339368,0.137550186701366,35.4,54.7,71.7,93.1,"Oceanic",136,180,6,48.66051,"1966-10-02 19:00:00","2015-06-01 00:00:00",1.19965404100382,-2.62199281509552
"440","AU_001675",-37.3474999918437,149.4806,"AU",187,0.790083264333588,0.286226724339368,0.137550186701366,34.3,52.9,69.3,90,"Oceanic",136,180,6,26.90178,"1972-06-05 04:00:00","1999-05-01 00:00:00",NA,NA
"441","AU_001676",-37.3810999918609,147.1067,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,24.7,36.7,47.1,60,"Oceanic",106,140,22,43.02202,"1972-04-22 06:00:00","2015-05-01 00:00:00",4.28357436962084,-3.89193910522108
"442","AU_001680",-37.9084999921289,146.8046,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,27.3,40.7,52.2,66.5,"Oceanic",106,140,22,57.74549,"1957-12-02 12:00:00","2015-09-01 00:00:00",7.86471940866236,-14.5915825124623
"443","AU_001682",-38.1155999922335,147.1322,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,25.3,37.7,48.3,61.5,"Oceanic",106,140,22,62.12685,"1953-05-15 05:00:00","2015-07-01 00:00:00",10.0738381387061,-14.9366258760063
"444","AU_001687",-38.1857999922688,146.3317,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,23.5,35,44.9,57.2,"Oceanic",106,140,22,22.25029,"1949-11-01 03:00:00","1972-02-01 00:00:00",NA,NA
"445","AU_001688",-38.4860999924194,146.3233,"AU",743,0.813068026378424,0.260616177835276,0.12503965308864,25.5,38.1,48.8,62.2,"Oceanic",106,140,22,22.07883,"1957-01-02 18:00:00","1979-02-01 00:00:00",NA,NA
